gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	223.83	8.96	45.38	0.02	
2.00	227.70	9.11	46.10	0.02	
3.00	227.50	9.11	46.09	0.01	
4.00	223.18	8.92	45.23	0.01	
5.00	220.98	8.85	44.83	0.02	
6.00	220.30	8.81	44.68	0.02	
7.00	219.14	8.77	44.45	0.02	
8.00	219.68	8.79	44.59	0.02	
9.00	225.22	9.00	45.69	0.02	
10.00	236.47	9.46	47.96	0.02	
11.00	253.49	10.12	51.35	0.02	
12.00	271.34	10.82	54.95	0.01	
13.00	297.63	11.90	60.30	0.01	
14.00	341.08	13.63	69.13	0.01	
15.00	390.45	15.57	79.12	0.01	
16.00	443.78	17.70	89.90	0.01	
17.00	507.53	20.24	102.75	0.01	
18.00	570.88	22.74	115.57	0.00	
19.00	623.47	24.83	126.23	0.00	
20.00	677.28	26.95	136.90	0.00	
21.00	742.71	29.58	150.34	0.00	
22.00	818.03	32.58	165.62	0.00	
23.00	894.51	35.62	181.05	0.00	
24.00	970.73	38.65	196.49	0.00	
25.00	1056.15	42.06	213.76	0.00	
26.00	1155.11	45.99	233.74	0.00	
27.00	1245.45	49.58	252.01	0.00	
28.00	1316.29	52.41	266.36	0.00	
29.00	1370.59	54.59	277.52	0.00	
30.00	1409.76	56.15	285.44	0.00	
31.00	1431.45	57.02	289.89	0.00	
32.00	1434.34	57.10	290.21	0.00	
33.00	1412.19	56.23	285.90	0.00	
34.00	1385.69	55.19	280.57	0.00	
35.00	1371.76	54.62	277.58	0.00	
36.00	1366.64	54.42	276.50	0.11	
37.00	1371.85	54.63	277.62	1.28	
38.00	1362.02	54.22	275.58	2.14	
39.00	1298.32	51.69	262.70	2.67	
40.00	1209.44	48.17	244.77	2.90	
41.00	1112.89	44.33	225.10	2.88	
42.00	948.93	37.78	192.02	3.34	
43.00	712.91	28.37	144.01	4.16	
44.00	464.52	18.53	93.98	4.79	
45.00	293.30	11.71	59.41	5.99	
46.00	194.65	7.78	39.26	8.38	
47.00	118.86	4.73	23.98	12.78	
48.00	54.59	2.20	10.99	15.31	
49.00	19.43	0.79	3.96	17.12	
50.00	6.58	0.27	1.35	19.35	
51.00	2.20	0.10	0.41	18.95	
52.00	11.62	0.50	2.40	14.83	
53.00	65.09	2.60	13.18	21.32	
54.00	150.76	6.00	30.51	20.42	
55.00	324.38	12.91	65.64	17.08	
56.00	541.27	21.56	109.56	13.11	
57.00	685.97	27.31	138.82	19.12	
58.00	765.10	30.50	154.74	9.76	
59.00	884.09	35.20	178.90	9.37	
60.00	1066.41	42.46	215.79	2.08	
61.00	1260.04	50.16	254.92	3.69	
62.00	1297.51	51.65	262.56	6.67	
63.00	1225.18	48.77	247.82	0.75	
64.00	1176.92	46.86	238.21	0.00	
65.00	1195.18	47.59	241.86	0.00	
66.00	1185.67	47.19	239.80	0.00	
67.00	1109.59	44.17	224.51	0.00	
68.00	1041.76	41.48	210.79	0.00	
69.00	966.87	38.49	195.66	0.00	
70.00	879.72	35.03	177.99	0.00	
71.00	806.20	32.11	163.21	0.00	
72.00	748.25	29.80	151.47	0.00	
73.00	703.20	28.00	142.33	0.01	
74.00	659.59	26.25	133.51	0.00	
75.00	621.95	24.79	125.90	0.10	
76.00	596.90	23.78	120.86	2.39	
77.00	576.85	22.98	116.81	5.65	
78.00	559.04	22.27	113.21	8.58	
79.00	549.01	21.87	111.20	11.04	
80.00	541.21	21.56	109.58	12.92	
81.00	532.93	21.22	107.89	14.37	
82.00	530.07	21.11	107.32	15.45	
83.00	524.99	20.91	106.30	15.92	
84.00	517.81	20.62	104.85	16.16	
85.00	506.87	20.19	102.65	16.49	
86.00	492.74	19.63	99.77	16.68	
87.00	484.19	19.29	98.08	16.53	
88.00	474.59	18.91	96.13	16.04	
89.00	465.67	18.55	94.34	15.43	
90.00	459.10	18.29	92.99	14.84	
91.00	456.13	18.17	92.38	13.93	
92.00	456.56	18.20	92.49	12.32	
93.00	450.54	17.95	91.23	10.15	
94.00	442.07	17.62	89.57	8.21	
95.00	437.74	17.46	88.73	6.39	
96.00	435.68	17.36	88.28	4.28	
97.00	427.95	17.07	86.75	1.64	
98.00	415.96	16.59	84.20	0.06	
99.00	404.36	16.10	81.88	0.01	
100.00	394.59	15.72	79.91	0.01	
