gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	339.07	13.53	68.70	0.01	
2.00	338.56	13.52	68.59	0.01	
3.00	332.22	13.26	67.35	0.01	
4.00	325.18	12.97	65.90	0.01	
5.00	317.29	12.66	64.30	0.01	
6.00	306.22	12.24	62.13	0.01	
7.00	293.30	11.72	59.51	0.01	
8.00	279.78	11.19	56.75	0.01	
9.00	264.79	10.56	53.67	0.01	
10.00	246.87	9.86	50.07	0.01	
11.00	226.14	9.01	45.80	0.02	
12.00	203.30	8.15	41.11	0.05	
13.00	180.55	7.23	36.55	0.89	
14.00	159.67	6.39	32.29	3.32	
15.00	141.02	5.63	28.59	8.31	
16.00	125.30	5.01	25.43	12.51	
17.00	110.50	4.43	22.47	14.77	
18.00	94.12	3.78	19.13	15.49	
19.00	80.86	3.26	16.44	15.40	
20.00	72.16	2.92	14.72	14.82	
21.00	65.91	2.66	13.42	13.74	
22.00	65.50	2.63	13.32	10.85	
23.00	72.67	2.95	14.77	5.53	
24.00	86.74	3.52	17.58	0.74	
25.00	111.72	4.49	22.72	0.03	
26.00	142.71	5.77	29.01	0.02	
27.00	176.38	7.10	35.84	0.02	
28.00	212.38	8.51	43.10	0.01	
29.00	250.51	10.02	50.81	0.01	
30.00	291.82	11.66	59.11	0.01	
31.00	335.34	13.38	67.93	0.01	
32.00	379.14	15.11	76.79	0.00	
33.00	420.72	16.77	85.22	0.00	
34.00	462.85	18.45	93.78	0.00	
35.00	507.67	20.23	102.84	0.00	
36.00	551.09	21.96	111.62	0.00	
37.00	592.67	23.61	120.02	0.00	
38.00	632.53	25.19	128.05	0.00	
39.00	671.30	26.73	135.88	0.00	
40.00	709.81	28.26	143.68	0.00	
41.00	746.90	29.73	151.08	0.00	
42.00	784.96	31.24	158.78	0.00	
43.00	824.07	32.82	166.81	0.00	
44.00	858.00	34.15	173.56	0.00	
45.00	884.42	35.22	179.05	0.00	
46.00	907.65	36.15	183.76	0.00	
47.00	930.83	37.06	188.41	0.00	
48.00	947.33	37.71	191.61	0.00	
49.00	953.23	37.96	192.94	0.00	
50.00	950.90	37.84	192.25	0.00	
51.00	941.56	37.49	190.52	0.00	
52.00	929.23	37.00	188.08	0.00	
53.00	917.31	36.52	185.60	0.00	
54.00	905.44	36.04	183.18	0.00	
55.00	890.25	35.44	180.07	0.00	
56.00	870.59	34.67	176.24	0.00	
57.00	850.25	33.85	172.11	0.00	
58.00	830.12	33.07	168.08	0.00	
59.00	806.98	32.13	163.29	0.00	
60.00	779.82	31.05	157.87	0.00	
61.00	751.14	29.91	152.05	0.00	
62.00	717.95	28.59	145.33	0.00	
63.00	677.76	27.00	137.23	0.00	
64.00	636.19	25.34	128.81	0.00	
65.00	594.50	23.69	120.40	0.00	
66.00	550.36	21.93	111.47	0.00	
67.00	504.71	20.12	102.20	0.01	
68.00	457.05	18.21	92.63	0.01	
69.00	406.87	16.22	82.45	0.02	
70.00	356.02	14.20	72.02	0.32	
71.00	308.09	12.30	62.44	2.75	
72.00	260.48	10.40	52.80	5.36	
73.00	211.84	8.47	42.98	7.55	
74.00	166.75	6.69	33.84	9.12	
75.00	128.78	5.18	26.14	10.29	
76.00	97.02	3.91	19.77	11.38	
77.00	71.55	2.90	14.55	13.06	
78.00	52.17	2.11	10.55	16.31	
79.00	37.33	1.50	7.50	20.19	
80.00	27.22	1.14	5.54	24.78	
81.00	23.02	0.96	4.72	29.97	
82.00	23.13	0.96	4.74	33.16	
83.00	25.27	1.04	5.17	36.19	
84.00	28.03	1.14	5.73	40.97	
85.00	31.32	1.27	6.39	46.42	
86.00	35.07	1.42	7.14	49.85	
87.00	40.47	1.63	8.22	49.19	
88.00	47.96	1.92	9.73	46.17	
89.00	54.62	2.19	11.07	41.82	
90.00	62.54	2.51	12.63	37.10	
91.00	75.17	2.99	15.25	31.50	
92.00	91.41	3.67	18.58	25.44	
93.00	112.50	4.53	22.87	22.77	
94.00	133.92	5.39	27.23	19.85	
95.00	150.05	6.03	30.46	15.60	
96.00	159.01	6.39	32.31	11.11	
97.00	165.72	6.66	33.66	6.83	
98.00	175.39	7.04	35.56	3.12	
99.00	187.04	7.49	37.88	1.58	
100.00	196.96	7.89	39.91	0.84	
