gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	268.74	10.68	54.30	0.01	
0.00	244.62	9.73	49.48	0.01	
0.00	216.91	8.64	43.90	0.02	
0.00	186.58	7.44	37.77	0.03	
0.00	154.64	6.18	31.32	0.03	
0.00	122.36	4.89	24.80	0.03	
0.00	92.14	3.69	18.71	0.04	
0.00	65.51	2.64	13.33	0.04	
0.00	43.45	1.77	8.87	0.04	
0.00	27.32	1.13	5.62	0.05	
0.00	17.52	0.72	3.63	0.06	
0.00	12.28	0.47	2.57	0.06	
0.00	10.10	0.38	2.17	0.06	
0.00	9.48	0.37	2.13	0.07	
0.00	9.50	0.36	2.15	0.07	
0.00	9.64	0.35	2.17	0.09	
0.00	9.75	0.34	2.18	0.10	
0.00	9.73	0.33	2.19	0.13	
0.00	9.54	0.33	2.18	0.26	
0.00	9.32	0.30	2.14	0.49	
0.00	9.11	0.28	2.06	0.76	
0.00	8.87	0.27	1.98	1.10	
0.00	8.59	0.26	1.87	1.58	
0.00	8.28	0.26	1.72	2.17	
0.00	7.95	0.25	1.60	2.75	
0.00	7.57	0.26	1.47	3.28	
0.00	7.17	0.27	1.30	3.75	
0.00	6.62	0.26	1.17	4.24	
0.00	5.99	0.26	1.04	4.76	
0.00	5.43	0.25	0.91	5.29	
0.00	4.85	0.24	0.84	5.79	
0.00	4.38	0.22	0.73	6.21	
0.00	3.91	0.21	0.63	6.52	
0.00	3.41	0.18	0.51	6.70	
0.00	2.83	0.17	0.39	6.81	
0.00	2.32	0.16	0.31	6.89	
0.00	1.96	0.14	0.25	6.95	
0.00	1.69	0.13	0.22	7.15	
0.00	1.45	0.11	0.18	7.78	
0.00	0.94	0.09	0.18	9.18	
0.00	0.34	0.06	0.12	11.50	
0.00	0.02	0.02	0.02	14.31	
0.00	0.00	0.00	0.00	15.95	
0.00	0.01	0.00	0.00	14.60	
0.00	0.46	0.02	0.09	11.48	
0.00	3.53	0.14	0.69	18.02	
0.00	13.25	0.54	2.66	26.29	
0.00	25.49	1.02	5.18	24.06	
0.00	31.97	1.31	6.56	12.21	
0.00	35.69	1.46	7.31	7.04	
0.00	48.55	1.96	9.92	12.82	
0.00	57.22	2.30	11.64	22.82	
0.00	75.97	3.04	15.45	27.16	
0.00	121.41	4.83	24.63	28.18	
0.00	183.71	7.30	37.21	16.26	
0.00	237.40	9.43	48.02	3.67	
0.00	278.46	11.08	56.32	0.00	
0.00	309.73	12.32	62.61	0.00	
0.00	334.26	13.30	67.60	0.00	
0.00	351.07	13.98	71.09	0.00	
0.00	359.02	14.30	72.68	0.00	
0.00	358.69	14.28	72.58	0.00	
0.00	351.45	14.00	71.14	0.00	
0.00	339.77	13.54	68.81	0.00	
0.00	324.83	12.94	65.74	0.00	
0.00	309.73	12.34	62.68	0.00	
0.00	295.17	11.76	59.73	0.00	
0.00	281.36	11.21	56.94	0.00	
0.00	267.42	10.65	54.12	0.00	
0.00	252.80	10.07	51.16	0.00	
0.00	237.43	9.46	48.05	0.00	
0.00	221.30	8.81	44.78	0.00	
0.00	204.64	8.15	41.41	0.00	
0.00	187.24	7.46	37.89	0.00	
0.00	170.74	6.80	34.55	0.00	
0.00	156.58	6.24	31.69	0.00	
0.00	145.50	5.80	29.44	0.00	
0.00	137.73	5.49	27.87	0.00	
0.00	133.06	5.30	26.91	0.00	
0.00	130.94	5.21	26.50	0.00	
0.00	131.02	5.22	26.52	0.00	
0.00	133.30	5.31	26.99	0.00	
0.00	138.02	5.50	27.96	0.00	
0.00	146.25	5.82	29.59	0.00	
0.00	158.59	6.31	32.05	0.00	
0.00	175.47	6.98	35.50	0.00	
0.00	196.75	7.84	39.85	0.00	
0.00	220.74	8.80	44.70	0.00	
0.00	245.11	9.76	49.60	0.00	
0.00	268.01	10.67	54.25	0.00	
0.00	287.55	11.46	58.23	0.00	
0.00	301.80	12.01	61.01	0.00	
0.00	311.26	12.38	62.90	0.00	
0.00	316.55	12.59	63.99	0.00	
0.00	318.14	12.65	64.32	0.00	
0.00	315.80	12.54	63.78	0.00	
0.00	309.58	12.31	62.60	0.01	
0.00	300.00	11.93	60.70	0.01	
0.00	286.72	11.39	57.99	0.01	
0.00	269.41	10.70	54.44	0.01	
