gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	35.96	1.43	7.27	9.36	
2.00	60.70	2.44	12.33	3.33	
3.00	60.05	2.42	12.18	7.35	
4.00	47.35	1.92	9.57	17.51	
5.00	42.00	1.70	8.49	26.37	
6.00	91.87	3.69	18.60	15.97	
7.00	259.66	10.37	52.61	6.48	
8.00	514.58	20.51	104.20	1.85	
9.00	833.59	33.19	168.71	0.00	
10.00	1190.57	47.40	240.88	0.00	
11.00	1550.92	61.75	313.81	0.00	
12.00	1891.27	75.30	382.68	0.00	
13.00	2202.32	87.68	445.62	0.00	
14.00	2476.71	98.61	501.17	0.00	
15.00	2704.38	107.68	547.24	0.00	
16.00	2884.11	114.84	583.61	0.00	
17.00	3024.63	120.43	612.05	0.00	
18.00	3130.94	124.66	633.56	0.00	
19.00	3205.06	127.61	648.55	0.00	
20.00	3247.86	129.31	657.21	0.00	
21.00	3264.86	129.99	660.65	0.00	
22.00	3259.19	129.76	659.50	0.00	
23.00	3231.39	128.66	653.88	0.00	
24.00	3180.03	126.61	643.49	0.00	
25.00	3105.11	123.63	628.33	0.00	
26.00	3009.29	119.82	608.94	0.00	
27.00	2895.92	115.31	586.00	0.00	
28.00	2768.77	110.25	560.26	0.00	
29.00	2631.50	104.78	532.48	0.00	
30.00	2489.21	99.11	503.69	0.00	
31.00	2343.80	93.32	474.26	0.00	
32.00	2194.26	87.36	444.00	0.00	
33.00	2037.58	81.12	412.30	0.00	
34.00	1870.07	74.46	378.40	0.00	
35.00	1688.46	67.23	341.67	0.00	
36.00	1493.76	59.48	302.24	0.00	
37.00	1289.44	51.33	260.88	0.00	
38.00	1083.06	43.11	219.12	0.00	
39.00	883.98	35.20	178.89	0.00	
40.00	701.53	27.94	142.03	0.00	
41.00	542.26	21.60	109.81	0.00	
42.00	410.87	16.38	83.23	0.01	
43.00	307.33	12.28	62.29	0.01	
44.00	228.74	9.16	46.37	0.01	
45.00	171.36	6.89	34.80	0.02	
46.00	128.86	5.19	26.22	0.02	
47.00	98.41	3.97	20.04	0.03	
48.00	75.15	3.03	15.30	0.04	
49.00	58.20	2.32	11.82	0.05	
50.00	45.56	1.79	9.19	0.07	
51.00	36.49	1.42	7.29	0.09	
52.00	30.21	1.18	5.98	0.12	
53.00	25.90	1.02	5.06	0.16	
54.00	23.06	0.91	4.47	0.20	
55.00	21.20	0.84	4.08	0.22	
56.00	20.23	0.81	3.89	0.24	
57.00	19.88	0.81	3.84	0.24	
58.00	20.15	0.82	3.89	0.22	
59.00	20.78	0.84	4.01	0.19	
60.00	21.53	0.86	4.13	0.17	
61.00	22.07	0.87	4.25	0.15	
62.00	22.27	0.88	4.28	0.14	
63.00	22.05	0.87	4.21	0.14	
64.00	21.49	0.86	4.10	0.14	
65.00	20.71	0.83	3.93	0.15	
66.00	19.84	0.79	3.73	0.16	
67.00	18.93	0.76	3.51	0.17	
68.00	17.90	0.73	3.32	0.19	
69.00	16.73	0.70	3.08	0.20	
70.00	15.37	0.66	2.80	0.25	
71.00	13.83	0.62	2.49	0.33	
72.00	12.18	0.58	2.13	0.47	
73.00	10.45	0.53	1.77	0.70	
74.00	8.80	0.46	1.43	1.10	
75.00	7.27	0.41	1.12	1.66	
76.00	5.82	0.36	0.85	2.34	
77.00	4.48	0.31	0.65	3.12	
78.00	3.36	0.26	0.51	4.06	
79.00	2.41	0.21	0.38	5.07	
80.00	1.62	0.17	0.29	6.14	
81.00	1.00	0.13	0.21	7.23	
82.00	0.61	0.09	0.15	8.40	
83.00	0.35	0.06	0.10	9.59	
84.00	0.17	0.04	0.08	10.72	
85.00	0.06	0.03	0.05	11.79	
86.00	0.03	0.02	0.03	12.77	
87.00	0.03	0.02	0.03	13.60	
88.00	0.03	0.02	0.02	14.30	
89.00	0.02	0.01	0.02	15.08	
90.00	0.01	0.01	0.01	16.24	
91.00	0.01	0.01	0.01	18.34	
92.00	0.00	0.00	0.01	23.08	
93.00	0.00	0.00	0.00	31.32	
94.00	0.00	0.00	0.00	43.17	
95.00	0.00	0.00	0.00	58.10	
96.00	0.00	0.00	0.00	73.03	
97.00	0.20	0.01	0.04	76.19	
98.00	2.73	0.11	0.53	62.68	
99.00	12.29	0.50	2.46	37.30	
100.00	35.18	1.40	7.11	10.31	
