gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	1382.94	55.07	279.93	0.00	
2.00	1364.10	54.33	276.11	0.00	
3.00	1311.94	52.24	265.41	0.00	
4.00	1220.85	48.63	247.21	0.00	
5.00	1077.24	42.88	217.85	3.13	
6.00	878.64	34.97	177.66	21.90	
7.00	571.18	22.76	115.68	28.12	
8.00	238.28	9.54	48.31	21.20	
9.00	125.64	4.99	25.44	67.57	
10.00	55.34	2.24	11.11	20.08	
11.00	2.61	0.15	0.47	36.04	
12.00	4.46	0.17	0.90	48.02	
13.00	4.28	0.20	0.64	13.65	
14.00	6.70	0.24	1.32	12.56	
15.00	0.01	0.01	0.01	15.88	
16.00	0.00	0.01	0.00	17.70	
17.00	0.00	0.00	0.00	19.78	
18.00	4.37	0.16	0.86	17.64	
19.00	52.82	2.13	10.73	15.59	
20.00	143.25	5.72	29.02	10.76	
21.00	224.04	8.92	45.35	8.23	
22.00	266.26	10.66	54.04	4.82	
23.00	298.35	11.89	60.43	14.65	
24.00	393.82	15.70	79.75	16.06	
25.00	497.25	19.81	100.70	18.24	
26.00	601.30	23.95	121.73	19.30	
27.00	717.32	28.57	145.21	17.76	
28.00	851.33	33.90	172.24	16.73	
29.00	930.54	37.05	188.32	17.27	
30.00	948.68	37.77	191.93	14.97	
31.00	969.56	38.59	196.21	14.23	
32.00	953.78	37.95	192.77	13.68	
33.00	920.87	36.66	186.30	11.16	
34.00	947.48	37.71	191.70	5.68	
35.00	1014.43	40.37	205.17	0.01	
36.00	1146.66	45.65	231.92	0.00	
37.00	1263.70	50.33	255.81	0.00	
38.00	1337.62	53.29	270.93	0.00	
39.00	1346.30	53.59	272.34	0.00	
40.00	1385.48	55.16	280.30	0.00	
41.00	1487.43	59.20	300.89	0.00	
42.00	1608.70	64.05	325.52	0.00	
43.00	1660.62	66.12	336.05	0.00	
44.00	1704.36	67.85	344.85	0.00	
45.00	1787.36	71.15	361.65	0.00	
46.00	1808.48	71.99	365.94	0.00	
47.00	1783.01	70.98	360.76	0.00	
48.00	1766.88	70.34	357.46	0.00	
49.00	1783.09	71.00	360.77	0.00	
50.00	1809.28	72.03	366.09	0.00	
51.00	1812.75	72.16	366.77	0.00	
52.00	1828.16	72.78	369.87	0.00	
53.00	1839.75	73.26	372.24	0.00	
54.00	1870.66	74.49	378.52	0.00	
55.00	1893.60	75.38	383.15	0.00	
56.00	1892.52	75.34	382.87	0.00	
57.00	1899.50	75.61	384.33	0.00	
58.00	1885.53	75.09	381.53	0.00	
59.00	1835.70	73.08	371.43	0.00	
60.00	1759.79	70.06	356.10	0.00	
61.00	1710.65	68.11	346.11	0.00	
62.00	1711.71	68.15	346.37	0.00	
63.00	1746.43	69.52	353.31	0.00	
64.00	1755.65	69.88	355.19	0.00	
65.00	1729.27	68.83	349.81	0.00	
66.00	1682.63	66.99	340.32	0.00	
67.00	1608.79	64.05	325.53	0.00	
68.00	1517.44	60.42	307.06	0.00	
69.00	1432.37	57.03	289.88	0.00	
70.00	1360.36	54.17	275.32	0.00	
71.00	1251.29	49.84	253.48	0.00	
72.00	1118.22	44.53	226.31	0.00	
73.00	996.04	39.67	201.61	0.00	
74.00	850.40	33.85	172.00	0.00	
75.00	698.49	27.79	141.15	0.00	
76.00	605.12	24.11	122.49	0.00	
77.00	563.67	22.46	114.11	0.00	
78.00	549.24	21.90	111.24	0.01	
79.00	496.22	19.79	100.47	0.03	
80.00	342.42	13.67	69.37	0.35	
81.00	173.28	6.92	35.06	2.33	
82.00	77.40	3.11	15.51	6.43	
83.00	25.17	1.08	5.15	9.12	
84.00	2.49	0.11	0.49	12.25	
85.00	0.36	0.05	0.08	16.45	
86.00	0.00	0.00	0.00	18.94	
87.00	0.00	0.00	0.00	24.11	
88.00	0.12	0.01	0.02	27.77	
89.00	0.00	0.00	0.00	46.53	
90.00	3.65	0.16	0.66	58.07	
91.00	60.02	2.42	12.03	83.62	
92.00	183.87	7.33	37.22	73.34	
93.00	440.01	17.52	89.05	50.99	
94.00	704.56	28.08	142.71	20.52	
95.00	938.04	37.34	189.91	0.01	
96.00	1115.04	44.39	225.60	0.00	
97.00	1221.48	48.64	247.25	0.00	
98.00	1317.18	52.43	266.51	0.00	
99.00	1363.62	54.32	276.28	0.00	
100.00	1360.88	54.20	275.54	0.00	
