gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	342.46	13.67	69.39	0.01	
2.00	341.94	13.65	69.27	0.01	
3.00	335.55	13.39	68.02	0.01	
4.00	328.43	13.10	66.56	0.01	
5.00	320.46	12.79	64.94	0.01	
6.00	309.28	12.37	62.75	0.01	
7.00	296.23	11.84	60.10	0.01	
8.00	282.58	11.30	57.31	0.01	
9.00	267.43	10.67	54.20	0.01	
10.00	249.34	9.95	50.57	0.01	
11.00	228.40	9.10	46.26	0.02	
12.00	205.33	8.23	41.52	0.05	
13.00	182.35	7.30	36.92	0.90	
14.00	161.27	6.46	32.62	3.35	
15.00	142.43	5.69	28.88	8.39	
16.00	126.55	5.06	25.68	12.64	
17.00	111.61	4.48	22.69	14.92	
18.00	95.06	3.82	19.32	15.64	
19.00	81.67	3.29	16.60	15.55	
20.00	72.88	2.94	14.86	14.97	
21.00	66.57	2.68	13.56	13.87	
22.00	66.15	2.65	13.45	10.96	
23.00	73.40	2.98	14.92	5.58	
24.00	87.61	3.56	17.76	0.74	
25.00	112.84	4.53	22.95	0.03	
26.00	144.14	5.83	29.30	0.02	
27.00	178.15	7.17	36.19	0.02	
28.00	214.50	8.59	43.53	0.01	
29.00	253.02	10.12	51.32	0.01	
30.00	294.74	11.78	59.70	0.01	
31.00	338.70	13.51	68.61	0.01	
32.00	382.93	15.26	77.56	0.00	
33.00	424.93	16.93	86.07	0.00	
34.00	467.47	18.63	94.72	0.00	
35.00	512.74	20.43	103.86	0.00	
36.00	556.60	22.18	112.73	0.00	
37.00	598.60	23.85	121.22	0.00	
38.00	638.86	25.45	129.33	0.00	
39.00	678.02	27.00	137.24	0.00	
40.00	716.91	28.55	145.12	0.00	
41.00	754.37	30.03	152.59	0.00	
42.00	792.81	31.56	160.37	0.00	
43.00	832.31	33.14	168.48	0.00	
44.00	866.58	34.50	175.29	0.00	
45.00	893.26	35.58	180.84	0.00	
46.00	916.73	36.51	185.60	0.00	
47.00	940.14	37.43	190.29	0.00	
48.00	956.80	38.09	193.53	0.00	
49.00	962.77	38.34	194.87	0.00	
50.00	960.41	38.22	194.17	0.00	
51.00	950.97	37.86	192.42	0.00	
52.00	938.53	37.37	189.96	0.00	
53.00	926.48	36.88	187.45	0.00	
54.00	914.50	36.40	185.01	0.00	
55.00	899.15	35.79	181.87	0.00	
56.00	879.30	35.02	178.00	0.00	
57.00	858.75	34.19	173.83	0.00	
58.00	838.42	33.40	169.76	0.00	
59.00	815.05	32.45	164.92	0.00	
60.00	787.62	31.36	159.44	0.00	
61.00	758.65	30.21	153.57	0.00	
62.00	725.13	28.88	146.78	0.00	
63.00	684.53	27.27	138.60	0.00	
64.00	642.55	25.59	130.10	0.00	
65.00	600.44	23.92	121.61	0.00	
66.00	555.87	22.15	112.59	0.00	
67.00	509.76	20.32	103.22	0.01	
68.00	461.62	18.39	93.56	0.01	
69.00	410.94	16.39	83.28	0.02	
70.00	359.58	14.34	72.74	0.32	
71.00	311.17	12.42	63.07	2.78	
72.00	263.09	10.50	53.33	5.42	
73.00	213.96	8.55	43.41	7.62	
74.00	168.42	6.75	34.17	9.21	
75.00	130.06	5.23	26.40	10.39	
76.00	97.99	3.95	19.96	11.50	
77.00	72.26	2.93	14.69	13.19	
78.00	52.69	2.13	10.65	16.47	
79.00	37.70	1.51	7.57	20.39	
80.00	27.49	1.15	5.60	25.03	
81.00	23.25	0.97	4.77	30.27	
82.00	23.37	0.97	4.79	33.49	
83.00	25.52	1.05	5.22	36.55	
84.00	28.31	1.15	5.79	41.37	
85.00	31.63	1.28	6.45	46.89	
86.00	35.42	1.43	7.22	50.35	
87.00	40.87	1.65	8.30	49.68	
88.00	48.44	1.94	9.83	46.63	
89.00	55.16	2.21	11.18	42.24	
90.00	63.16	2.54	12.75	37.48	
91.00	75.92	3.02	15.40	31.81	
92.00	92.32	3.71	18.77	25.69	
93.00	113.63	4.57	23.10	23.00	
94.00	135.26	5.45	27.50	20.05	
95.00	151.55	6.09	30.77	15.76	
96.00	160.60	6.46	32.63	11.22	
97.00	167.37	6.72	34.00	6.90	
98.00	177.14	7.11	35.92	3.15	
99.00	188.91	7.56	38.26	1.59	
100.00	198.93	7.97	40.31	0.84	
