gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	53.92	2.18	10.88	0.22	
2.00	45.70	1.84	9.16	0.27	
3.00	39.34	1.58	7.85	0.32	
4.00	34.71	1.38	6.90	0.39	
5.00	31.74	1.26	6.31	0.45	
6.00	30.40	1.20	6.03	0.48	
7.00	29.83	1.18	5.93	0.49	
8.00	29.89	1.18	5.96	0.46	
9.00	30.48	1.21	6.09	0.40	
10.00	31.30	1.23	6.23	0.33	
11.00	32.01	1.26	6.35	0.26	
12.00	32.52	1.28	6.43	0.20	
13.00	32.59	1.29	6.44	0.16	
14.00	32.21	1.28	6.35	0.14	
15.00	31.53	1.25	6.22	0.14	
16.00	30.54	1.22	6.03	0.14	
17.00	29.30	1.18	5.80	0.16	
18.00	27.95	1.13	5.53	0.17	
19.00	26.52	1.08	5.23	0.21	
20.00	25.02	1.01	4.90	0.26	
21.00	23.39	0.95	4.59	0.36	
22.00	21.66	0.88	4.27	0.51	
23.00	19.89	0.81	3.93	0.72	
24.00	18.14	0.74	3.57	1.01	
25.00	16.40	0.68	3.21	1.39	
26.00	14.74	0.61	2.85	1.84	
27.00	13.19	0.55	2.51	2.35	
28.00	11.77	0.50	2.19	2.89	
29.00	10.47	0.46	1.90	3.41	
30.00	9.28	0.42	1.63	3.92	
31.00	8.16	0.38	1.39	4.42	
32.00	7.09	0.35	1.17	4.91	
33.00	6.07	0.32	0.98	5.38	
34.00	5.19	0.29	0.83	5.84	
35.00	4.44	0.26	0.71	6.26	
36.00	3.87	0.25	0.62	6.63	
37.00	3.44	0.23	0.55	6.90	
38.00	3.14	0.22	0.49	7.11	
39.00	2.93	0.21	0.45	7.31	
40.00	2.59	0.19	0.41	7.68	
41.00	2.03	0.16	0.34	8.63	
42.00	1.26	0.11	0.23	11.13	
43.00	0.55	0.05	0.11	16.45	
44.00	0.18	0.02	0.03	26.04	
45.00	0.04	0.00	0.01	39.24	
46.00	0.01	0.00	0.00	54.09	
47.00	0.05	0.00	0.01	65.09	
48.00	1.71	0.07	0.34	65.67	
49.00	7.76	0.31	1.56	53.37	
50.00	24.22	0.97	4.89	32.49	
51.00	50.25	2.03	10.19	14.18	
52.00	77.94	3.14	15.85	3.88	
53.00	99.42	4.00	20.20	1.59	
54.00	120.28	4.83	24.41	2.48	
55.00	171.94	6.88	34.85	3.23	
56.00	283.34	11.32	57.39	2.86	
57.00	489.67	19.53	99.14	1.13	
58.00	779.78	31.06	157.83	0.20	
59.00	1135.94	45.23	229.87	0.00	
60.00	1520.81	60.55	307.72	0.00	
61.00	1903.11	75.77	385.05	0.00	
62.00	2259.68	89.97	457.23	0.00	
63.00	2572.35	102.42	520.52	0.00	
64.00	2837.55	112.98	574.18	0.00	
65.00	3053.59	121.57	617.89	0.00	
66.00	3223.83	128.35	652.34	0.00	
67.00	3350.09	133.37	677.89	0.00	
68.00	3435.95	136.79	695.26	0.00	
69.00	3487.40	138.84	705.67	0.00	
70.00	3505.63	139.56	709.36	0.00	
71.00	3492.04	139.02	706.60	0.00	
72.00	3449.03	137.31	697.90	0.00	
73.00	3378.68	134.51	683.67	0.00	
74.00	3281.98	130.67	664.11	0.00	
75.00	3162.60	125.92	639.96	0.00	
76.00	3027.01	120.52	612.53	0.00	
77.00	2878.98	114.63	582.58	0.00	
78.00	2722.56	108.41	550.93	0.00	
79.00	2560.34	101.94	518.10	0.00	
80.00	2393.00	95.28	484.24	0.00	
81.00	2218.49	88.33	448.91	0.00	
82.00	2031.44	80.88	411.05	0.00	
83.00	1831.57	72.92	370.60	0.00	
84.00	1620.64	64.52	327.90	0.00	
85.00	1399.78	55.72	283.17	0.00	
86.00	1178.16	46.90	238.35	0.00	
87.00	965.98	38.46	195.47	0.00	
88.00	768.78	30.61	155.62	0.00	
89.00	598.44	23.84	121.18	0.00	
90.00	463.30	18.47	93.85	0.00	
91.00	354.45	14.14	71.82	0.01	
92.00	270.50	10.81	54.82	0.01	
93.00	213.39	8.55	43.27	0.01	
94.00	172.32	6.92	34.97	0.02	
95.00	140.60	5.66	28.57	0.02	
96.00	115.88	4.66	23.56	0.03	
97.00	96.80	3.89	19.68	0.04	
98.00	80.52	3.24	16.35	0.05	
99.00	66.59	2.69	13.49	0.07	
100.00	54.87	2.21	11.08	0.08	
