gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	106.23	4.26	21.57	0.02	
0.00	98.15	3.93	19.93	0.01	
0.00	92.57	3.71	18.81	0.01	
0.00	91.27	3.65	18.48	0.01	
0.00	99.46	3.97	20.18	0.01	
0.00	107.62	4.30	21.78	0.01	
0.00	121.01	4.82	24.49	0.01	
0.00	137.15	5.46	27.72	0.02	
0.00	149.22	5.93	30.17	0.02	
0.00	160.00	6.35	32.36	0.02	
0.00	175.48	6.98	35.50	0.02	
0.00	192.35	7.68	38.93	0.01	
0.00	200.96	7.96	40.64	0.01	
0.00	217.08	8.60	43.93	0.01	
0.00	246.93	9.81	49.92	0.01	
0.00	279.90	11.12	56.62	0.01	
0.00	313.14	12.43	63.35	0.01	
0.00	330.69	13.16	66.91	0.00	
0.00	334.17	13.29	67.56	0.00	
0.00	331.33	13.14	66.69	0.00	
0.00	326.75	13.00	66.06	0.00	
0.00	316.97	12.61	64.06	0.00	
0.00	301.01	11.97	60.85	0.00	
0.00	294.76	11.73	59.64	0.00	
0.00	309.97	12.34	62.71	0.00	
0.00	345.75	13.76	69.93	0.00	
0.00	379.54	15.11	76.75	0.00	
0.00	383.92	15.29	77.66	0.00	
0.00	348.93	13.89	70.59	0.00	
0.00	282.44	11.25	57.20	0.00	
0.00	251.43	10.02	50.90	0.00	
0.00	332.69	13.25	67.36	0.00	
0.00	471.63	18.77	95.40	0.00	
0.00	585.05	23.29	118.41	0.00	
0.00	630.56	25.09	127.59	0.01	
0.00	626.16	24.91	126.76	0.31	
0.00	622.62	24.79	125.98	3.64	
0.00	678.63	27.02	137.33	6.12	
0.00	784.04	31.21	158.64	7.61	
0.00	888.04	35.33	179.66	8.26	
0.00	904.61	36.00	183.15	8.17	
0.00	846.60	33.71	171.31	7.75	
0.00	760.28	30.25	153.82	8.01	
0.00	682.53	27.15	138.12	8.79	
0.00	627.59	24.98	126.96	8.95	
0.00	519.51	20.68	105.22	9.38	
0.00	331.97	13.22	67.23	9.87	
0.00	153.45	6.10	31.10	9.89	
0.00	55.49	2.24	11.30	9.98	
0.00	18.79	0.75	3.84	13.15	
0.00	6.26	0.26	1.17	12.16	
0.00	32.28	1.30	6.60	8.93	
0.00	185.93	7.41	37.65	16.90	
0.00	391.15	15.57	79.15	15.54	
0.00	599.39	23.87	121.29	19.39	
0.00	839.66	33.41	169.89	12.46	
0.00	930.90	37.06	188.36	24.12	
0.00	924.03	36.75	187.06	14.14	
0.00	779.04	31.01	157.61	20.51	
0.00	710.52	28.28	143.77	5.91	
0.00	679.38	27.05	137.47	10.54	
0.00	683.10	27.19	138.21	19.05	
0.00	661.21	26.30	133.70	2.15	
0.00	461.12	18.35	93.28	0.00	
0.00	369.11	14.69	74.66	0.00	
0.00	456.65	18.18	92.37	0.00	
0.00	475.51	18.92	96.19	0.00	
0.00	487.96	19.42	98.68	0.00	
0.00	489.35	19.48	98.98	0.00	
0.00	441.35	17.53	89.21	0.01	
0.00	398.07	15.84	80.59	0.01	
0.00	370.38	14.73	74.90	0.01	
0.00	356.53	14.19	72.13	0.01	
0.00	344.83	13.76	69.80	0.01	
0.00	331.52	13.17	67.12	0.29	
0.00	318.44	12.67	64.44	6.82	
0.00	305.64	12.17	61.84	16.14	
0.00	295.22	11.75	59.75	24.51	
0.00	289.56	11.53	58.62	31.54	
0.00	286.83	11.42	58.03	36.91	
0.00	286.91	11.43	58.07	41.04	
0.00	288.61	11.49	58.43	44.14	
0.00	283.53	11.29	57.39	45.46	
0.00	273.66	10.90	55.39	46.16	
0.00	261.92	10.43	53.04	47.09	
0.00	246.95	9.83	49.99	47.63	
0.00	234.68	9.34	47.51	47.23	
0.00	229.28	9.13	46.43	45.80	
0.00	227.56	9.06	46.09	44.06	
0.00	227.95	9.08	46.17	42.39	
0.00	230.24	9.17	46.64	39.78	
0.00	231.95	9.24	46.98	35.19	
0.00	227.77	9.07	46.12	28.99	
0.00	222.35	8.85	45.02	23.45	
0.00	218.47	8.70	44.25	18.25	
0.00	214.97	8.56	43.55	12.22	
0.00	209.02	8.32	42.33	4.67	
0.00	200.49	7.96	40.76	0.16	
0.00	191.47	7.64	38.73	0.03	
0.00	180.70	7.21	36.59	0.02	
