gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	226.07	9.05	45.83	0.02	
2.00	229.98	9.20	46.56	0.02	
3.00	229.78	9.20	46.55	0.01	
4.00	225.41	9.01	45.68	0.01	
5.00	223.19	8.94	45.28	0.02	
6.00	222.50	8.89	45.13	0.02	
7.00	221.33	8.85	44.90	0.02	
8.00	221.88	8.88	45.03	0.02	
9.00	227.47	9.09	46.14	0.02	
10.00	238.83	9.55	48.44	0.02	
11.00	256.02	10.22	51.86	0.02	
12.00	274.05	10.92	55.50	0.01	
13.00	300.61	12.02	60.90	0.01	
14.00	344.49	13.77	69.82	0.01	
15.00	394.35	15.73	79.91	0.01	
16.00	448.21	17.88	90.80	0.01	
17.00	512.61	20.45	103.77	0.01	
18.00	576.59	22.97	116.72	0.00	
19.00	629.70	25.08	127.49	0.00	
20.00	684.06	27.22	138.27	0.00	
21.00	750.14	29.88	151.84	0.00	
22.00	826.21	32.91	167.28	0.00	
23.00	903.45	35.98	182.86	0.00	
24.00	980.43	39.04	198.46	0.00	
25.00	1066.71	42.48	215.90	0.00	
26.00	1166.67	46.45	236.08	0.00	
27.00	1257.90	50.08	254.53	0.00	
28.00	1329.45	52.93	269.02	0.00	
29.00	1384.30	55.14	280.29	0.00	
30.00	1423.86	56.71	288.29	0.00	
31.00	1445.77	57.59	292.79	0.00	
32.00	1448.68	57.67	293.11	0.00	
33.00	1426.31	56.80	288.76	0.00	
34.00	1399.54	55.74	283.37	0.00	
35.00	1385.48	55.17	280.35	0.00	
36.00	1380.30	54.96	279.26	0.11	
37.00	1385.57	55.17	280.40	1.29	
38.00	1375.64	54.77	278.33	2.16	
39.00	1311.30	52.21	265.32	2.69	
40.00	1221.54	48.65	247.22	2.93	
41.00	1124.02	44.77	227.35	2.91	
42.00	958.42	38.16	193.94	3.37	
43.00	720.04	28.65	145.45	4.20	
44.00	469.16	18.71	94.92	4.84	
45.00	296.23	11.83	60.00	6.05	
46.00	196.59	7.86	39.65	8.46	
47.00	120.05	4.78	24.22	12.91	
48.00	55.13	2.22	11.10	15.46	
49.00	19.63	0.79	4.00	17.29	
50.00	6.65	0.27	1.36	19.54	
51.00	2.22	0.10	0.41	19.14	
52.00	11.74	0.50	2.42	14.98	
53.00	65.74	2.62	13.31	21.53	
54.00	152.26	6.06	30.81	20.62	
55.00	327.62	13.04	66.30	17.25	
56.00	546.69	21.77	110.65	13.24	
57.00	692.83	27.58	140.21	19.31	
58.00	772.75	30.80	156.29	9.86	
59.00	892.93	35.55	180.69	9.46	
60.00	1077.08	42.88	217.94	2.10	
61.00	1272.64	50.67	257.47	3.73	
62.00	1310.49	52.17	265.18	6.74	
63.00	1237.43	49.26	250.30	0.76	
64.00	1188.69	47.33	240.60	0.00	
65.00	1207.13	48.06	244.28	0.00	
66.00	1197.53	47.66	242.20	0.00	
67.00	1120.69	44.61	226.75	0.00	
68.00	1052.18	41.89	212.90	0.00	
69.00	976.54	38.88	197.61	0.00	
70.00	888.51	35.38	179.77	0.00	
71.00	814.26	32.44	164.84	0.00	
72.00	755.74	30.10	152.98	0.00	
73.00	710.24	28.28	143.75	0.01	
74.00	666.18	26.51	134.85	0.00	
75.00	628.17	25.04	127.16	0.11	
76.00	602.87	24.02	122.07	2.41	
77.00	582.62	23.21	117.98	5.71	
78.00	564.63	22.49	114.34	8.67	
79.00	554.50	22.09	112.31	11.15	
80.00	546.62	21.77	110.67	13.05	
81.00	538.26	21.44	108.97	14.51	
82.00	535.37	21.32	108.40	15.61	
83.00	530.24	21.12	107.36	16.08	
84.00	522.99	20.83	105.90	16.32	
85.00	511.93	20.39	103.68	16.65	
86.00	497.66	19.82	100.77	16.84	
87.00	489.03	19.49	99.06	16.70	
88.00	479.34	19.10	97.09	16.20	
89.00	470.32	18.74	95.28	15.58	
90.00	463.69	18.47	93.92	14.99	
91.00	460.69	18.35	93.31	14.07	
92.00	461.12	18.38	93.42	12.44	
93.00	455.05	18.12	92.14	10.25	
94.00	446.49	17.80	90.47	8.30	
95.00	442.11	17.63	89.62	6.46	
96.00	440.04	17.54	89.17	4.32	
97.00	432.22	17.24	87.62	1.65	
98.00	420.12	16.75	85.04	0.06	
99.00	408.40	16.26	82.70	0.01	
100.00	398.53	15.88	80.71	0.01	
