gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	419.07	16.71	84.88	0.01	
2.00	351.33	14.01	71.17	0.01	
3.00	287.28	11.45	58.20	0.02	
4.00	228.05	9.09	46.21	0.02	
5.00	174.83	6.97	35.44	0.03	
6.00	131.18	5.25	26.63	0.04	
7.00	97.84	3.92	19.86	0.04	
8.00	72.75	2.89	14.74	0.05	
9.00	54.97	2.16	11.12	0.05	
10.00	43.61	1.70	8.82	0.06	
11.00	36.83	1.43	7.44	0.07	
12.00	32.43	1.25	6.52	0.08	
13.00	29.51	1.13	5.90	0.08	
14.00	27.48	1.06	5.46	0.09	
15.00	25.95	1.00	5.11	0.10	
16.00	24.64	0.96	4.83	0.11	
17.00	23.42	0.92	4.58	0.13	
18.00	22.23	0.88	4.30	0.14	
19.00	20.93	0.84	4.00	0.18	
20.00	19.38	0.78	3.66	0.23	
21.00	17.59	0.73	3.30	0.31	
22.00	15.69	0.67	2.88	0.45	
23.00	13.71	0.61	2.46	0.67	
24.00	11.82	0.54	2.04	0.95	
25.00	10.04	0.48	1.68	1.29	
26.00	8.33	0.44	1.44	1.69	
27.00	6.98	0.38	1.15	2.21	
28.00	5.79	0.33	0.91	2.83	
29.00	4.65	0.29	0.74	3.53	
30.00	3.66	0.24	0.57	4.36	
31.00	2.78	0.21	0.47	5.35	
32.00	2.14	0.16	0.37	6.48	
33.00	1.66	0.13	0.29	7.62	
34.00	1.32	0.10	0.22	8.66	
35.00	1.05	0.09	0.17	9.50	
36.00	0.81	0.08	0.14	10.10	
37.00	0.64	0.07	0.11	10.56	
38.00	0.51	0.06	0.09	11.13	
39.00	0.37	0.05	0.07	12.33	
40.00	0.21	0.03	0.06	14.87	
41.00	0.07	0.02	0.03	19.82	
42.00	0.01	0.01	0.01	28.23	
43.00	0.00	0.00	0.00	40.08	
44.00	0.00	0.00	0.00	53.04	
45.00	0.08	0.00	0.02	62.12	
46.00	0.83	0.03	0.16	61.12	
47.00	5.79	0.24	1.14	44.70	
48.00	19.62	0.81	3.93	22.56	
49.00	42.18	1.70	8.50	6.41	
50.00	63.38	2.55	12.87	2.46	
51.00	68.66	2.76	13.94	4.67	
52.00	67.57	2.72	13.72	9.79	
53.00	80.77	3.26	16.39	11.05	
54.00	139.37	5.60	28.23	8.73	
55.00	251.67	10.06	50.98	3.59	
56.00	423.66	16.90	85.81	0.75	
57.00	630.66	25.12	127.68	0.00	
58.00	857.44	34.13	173.48	0.00	
59.00	1089.13	43.35	220.32	0.00	
60.00	1317.63	52.46	266.63	0.00	
61.00	1536.17	61.16	310.83	0.00	
62.00	1739.07	69.24	351.88	0.00	
63.00	1922.10	76.52	388.92	0.00	
64.00	2082.92	82.93	421.45	0.00	
65.00	2217.95	88.30	448.80	0.00	
66.00	2330.31	92.78	471.54	0.00	
67.00	2421.86	96.43	490.06	0.00	
68.00	2494.44	99.32	504.75	0.00	
69.00	2550.08	101.53	516.01	0.00	
70.00	2590.03	103.12	524.10	0.00	
71.00	2614.97	104.12	529.16	0.00	
72.00	2625.91	104.55	531.36	0.00	
73.00	2623.09	104.44	530.79	0.00	
74.00	2604.99	103.72	527.13	0.00	
75.00	2572.25	102.42	520.50	0.00	
76.00	2525.59	100.56	511.06	0.00	
77.00	2466.15	98.19	499.03	0.00	
78.00	2395.02	95.36	484.63	0.00	
79.00	2314.61	92.15	468.36	0.00	
80.00	2228.15	88.71	450.86	0.00	
81.00	2138.32	85.13	432.69	0.00	
82.00	2047.09	81.50	414.22	0.00	
83.00	1955.66	77.86	395.70	0.00	
84.00	1864.14	74.22	377.20	0.00	
85.00	1771.98	70.55	358.56	0.00	
86.00	1678.37	66.82	339.60	0.00	
87.00	1582.36	63.00	320.18	0.00	
88.00	1483.82	59.07	300.18	0.00	
89.00	1383.41	55.07	279.87	0.00	
90.00	1281.82	51.03	259.39	0.00	
91.00	1180.31	46.99	238.79	0.00	
92.00	1080.60	43.02	218.64	0.00	
93.00	983.63	39.16	199.02	0.00	
94.00	890.06	35.44	180.11	0.00	
95.00	800.34	31.87	161.97	0.00	
96.00	715.34	28.49	144.78	0.00	
97.00	634.78	25.29	128.52	0.00	
98.00	557.65	22.22	112.93	0.01	
99.00	483.71	19.28	97.96	0.01	
100.00	412.73	16.46	83.60	0.01	
