gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	35.61	1.42	7.20	9.26	
2.00	60.10	2.41	12.21	3.29	
3.00	59.47	2.40	12.06	7.28	
4.00	46.89	1.90	9.48	17.34	
5.00	41.59	1.69	8.41	26.11	
6.00	90.97	3.65	18.42	15.81	
7.00	257.11	10.27	52.09	6.42	
8.00	509.54	20.31	103.18	1.84	
9.00	825.42	32.87	167.06	0.00	
10.00	1178.90	46.93	238.52	0.00	
11.00	1535.72	61.14	310.73	0.00	
12.00	1872.73	74.56	378.93	0.00	
13.00	2180.73	86.82	441.25	0.00	
14.00	2452.42	97.65	496.25	0.00	
15.00	2677.86	106.62	541.88	0.00	
16.00	2855.84	113.71	577.89	0.00	
17.00	2994.98	119.25	606.04	0.00	
18.00	3100.25	123.44	627.34	0.00	
19.00	3173.64	126.36	642.19	0.00	
20.00	3216.02	128.04	650.77	0.00	
21.00	3232.85	128.71	654.17	0.00	
22.00	3227.24	128.49	653.03	0.00	
23.00	3199.71	127.39	647.47	0.00	
24.00	3148.85	125.37	637.18	0.00	
25.00	3074.67	122.42	622.17	0.00	
26.00	2979.78	118.64	602.97	0.00	
27.00	2867.53	114.18	580.25	0.00	
28.00	2741.63	109.17	554.76	0.00	
29.00	2605.70	103.75	527.26	0.00	
30.00	2464.80	98.14	498.75	0.00	
31.00	2320.82	92.40	469.61	0.00	
32.00	2172.75	86.50	439.65	0.00	
33.00	2017.61	80.33	408.25	0.00	
34.00	1851.73	73.73	374.69	0.00	
35.00	1671.91	66.57	338.32	0.00	
36.00	1479.12	58.89	299.28	0.00	
37.00	1276.80	50.83	258.33	0.00	
38.00	1072.45	42.69	216.97	0.00	
39.00	875.32	34.85	177.14	0.00	
40.00	694.65	27.67	140.64	0.00	
41.00	536.94	21.39	108.74	0.00	
42.00	406.84	16.22	82.41	0.00	
43.00	304.32	12.16	61.67	0.01	
44.00	226.49	9.07	45.91	0.01	
45.00	169.68	6.82	34.46	0.02	
46.00	127.60	5.14	25.96	0.02	
47.00	97.45	3.94	19.85	0.03	
48.00	74.41	3.00	15.15	0.04	
49.00	57.63	2.29	11.70	0.05	
50.00	45.12	1.77	9.10	0.07	
51.00	36.14	1.40	7.22	0.09	
52.00	29.92	1.17	5.92	0.12	
53.00	25.65	1.01	5.01	0.16	
54.00	22.83	0.90	4.42	0.19	
55.00	20.99	0.84	4.04	0.22	
56.00	20.03	0.80	3.85	0.23	
57.00	19.68	0.80	3.80	0.23	
58.00	19.95	0.81	3.85	0.21	
59.00	20.58	0.83	3.97	0.19	
60.00	21.32	0.85	4.09	0.17	
61.00	21.86	0.87	4.20	0.15	
62.00	22.05	0.87	4.24	0.14	
63.00	21.83	0.86	4.17	0.14	
64.00	21.28	0.85	4.06	0.14	
65.00	20.50	0.82	3.89	0.15	
66.00	19.65	0.79	3.69	0.15	
67.00	18.74	0.75	3.48	0.16	
68.00	17.72	0.73	3.28	0.18	
69.00	16.56	0.69	3.05	0.20	
70.00	15.22	0.65	2.78	0.25	
71.00	13.69	0.62	2.46	0.33	
72.00	12.06	0.58	2.10	0.46	
73.00	10.35	0.52	1.76	0.69	
74.00	8.72	0.46	1.41	1.09	
75.00	7.20	0.41	1.11	1.64	
76.00	5.76	0.36	0.85	2.31	
77.00	4.43	0.31	0.65	3.09	
78.00	3.33	0.26	0.50	4.02	
79.00	2.38	0.21	0.38	5.02	
80.00	1.61	0.17	0.29	6.08	
81.00	0.99	0.12	0.21	7.15	
82.00	0.60	0.09	0.14	8.31	
83.00	0.35	0.06	0.10	9.50	
84.00	0.16	0.04	0.07	10.62	
85.00	0.06	0.03	0.05	11.67	
86.00	0.03	0.02	0.03	12.64	
87.00	0.03	0.02	0.02	13.47	
88.00	0.03	0.02	0.02	14.16	
89.00	0.02	0.01	0.02	14.93	
90.00	0.01	0.01	0.01	16.08	
91.00	0.01	0.01	0.01	18.16	
92.00	0.00	0.00	0.01	22.86	
93.00	0.00	0.00	0.00	31.01	
94.00	0.00	0.00	0.00	42.74	
95.00	0.00	0.00	0.00	57.53	
96.00	0.00	0.00	0.00	72.32	
97.00	0.19	0.01	0.04	75.44	
98.00	2.70	0.11	0.53	62.06	
99.00	12.17	0.49	2.43	36.93	
100.00	34.83	1.39	7.04	10.20	
