gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	5.30	0.27	0.83	17.07	
2.00	7.84	0.36	1.33	12.48	
3.00	3.99	0.18	0.80	67.50	
4.00	0.48	0.02	0.09	168.85	
5.00	0.00	0.00	0.00	244.18	
6.00	0.16	0.01	0.03	232.66	
7.00	6.40	0.26	1.30	145.74	
8.00	40.27	1.63	8.13	55.31	
9.00	109.74	4.42	22.25	11.00	
10.00	195.13	7.82	39.60	1.54	
11.00	278.13	11.11	56.32	0.01	
12.00	357.96	14.28	72.53	0.01	
13.00	434.88	17.34	88.10	0.01	
14.00	508.19	20.26	102.94	0.00	
15.00	577.31	23.00	116.91	0.00	
16.00	642.37	25.59	130.09	0.00	
17.00	704.13	28.05	142.57	0.00	
18.00	763.25	30.39	154.51	0.00	
19.00	819.94	32.65	165.93	0.00	
20.00	873.57	34.79	176.82	0.00	
21.00	923.85	36.78	186.93	0.00	
22.00	970.62	38.65	196.41	0.00	
23.00	1014.57	40.39	205.22	0.00	
24.00	1056.24	42.05	213.71	0.00	
25.00	1096.65	43.66	221.88	0.00	
26.00	1136.67	45.25	229.94	0.00	
27.00	1176.84	46.85	238.12	0.00	
28.00	1217.50	48.46	246.26	0.00	
29.00	1258.78	50.10	254.60	0.00	
30.00	1301.90	51.81	263.28	0.00	
31.00	1348.56	53.68	272.78	0.00	
32.00	1400.85	55.77	283.43	0.00	
33.00	1460.49	58.14	295.49	0.00	
34.00	1528.00	60.84	309.17	0.00	
35.00	1602.81	63.80	324.24	0.00	
36.00	1682.70	66.99	340.45	0.00	
37.00	1766.47	70.32	357.40	0.00	
38.00	1853.26	73.78	375.01	0.00	
39.00	1942.52	77.33	393.04	0.00	
40.00	2033.70	80.97	411.49	0.00	
41.00	2125.85	84.64	430.16	0.00	
42.00	2217.70	88.29	448.73	0.00	
43.00	2307.65	91.88	466.95	0.00	
44.00	2394.14	95.32	484.45	0.00	
45.00	2474.79	98.53	500.78	0.00	
46.00	2546.55	101.39	515.29	0.00	
47.00	2606.69	103.79	527.48	0.00	
48.00	2654.64	105.70	537.18	0.00	
49.00	2691.13	107.15	544.55	0.00	
50.00	2717.08	108.18	549.81	0.00	
51.00	2732.36	108.79	552.89	0.00	
52.00	2735.10	108.90	553.46	0.00	
53.00	2722.26	108.39	550.85	0.00	
54.00	2689.50	107.09	544.23	0.00	
55.00	2630.86	104.75	532.36	0.00	
56.00	2538.17	101.06	513.61	0.00	
57.00	2403.67	95.70	486.39	0.00	
58.00	2219.69	88.37	449.14	0.00	
59.00	1982.89	78.94	401.22	0.00	
60.00	1699.49	67.66	343.85	0.00	
61.00	1387.62	55.23	280.64	0.00	
62.00	1073.47	42.73	217.19	0.00	
63.00	786.90	31.34	159.29	0.00	
64.00	550.94	21.95	111.58	0.00	
65.00	379.32	15.13	76.87	0.01	
66.00	267.95	10.71	54.29	0.01	
67.00	201.93	8.10	40.95	0.01	
68.00	162.67	6.55	33.04	0.02	
69.00	134.30	5.40	27.30	0.02	
70.00	109.76	4.41	22.33	0.03	
71.00	88.02	3.51	17.90	0.03	
72.00	69.98	2.80	14.23	0.04	
73.00	56.34	2.24	11.45	0.05	
74.00	46.95	1.83	9.48	0.05	
75.00	40.64	1.54	8.17	0.05	
76.00	36.19	1.38	7.31	0.07	
77.00	32.75	1.26	6.56	0.09	
78.00	29.58	1.16	5.89	0.10	
79.00	26.47	1.04	5.21	0.13	
80.00	23.35	0.94	4.55	0.17	
81.00	20.33	0.81	3.90	0.24	
82.00	17.35	0.72	3.30	0.39	
83.00	14.62	0.61	2.65	0.64	
84.00	11.90	0.54	2.06	0.99	
85.00	9.31	0.45	1.45	1.51	
86.00	6.72	0.39	1.03	2.30	
87.00	4.54	0.30	0.66	3.38	
88.00	2.92	0.23	0.41	4.78	
89.00	1.75	0.16	0.28	6.32	
90.00	0.96	0.11	0.18	7.92	
91.00	0.49	0.07	0.13	9.60	
92.00	0.31	0.05	0.07	11.22	
93.00	0.21	0.03	0.04	12.82	
94.00	0.09	0.02	0.04	15.15	
95.00	0.02	0.01	0.01	20.09	
96.00	0.00	0.00	0.00	29.74	
97.00	0.00	0.00	0.00	42.96	
98.00	0.03	0.00	0.01	50.68	
99.00	1.06	0.05	0.17	39.82	
100.00	6.00	0.29	1.02	15.67	
