gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	102.02	4.09	20.72	0.01	
0.00	94.26	3.77	19.14	0.01	
0.00	88.91	3.56	18.07	0.01	
0.00	87.66	3.51	17.75	0.01	
0.00	95.52	3.81	19.38	0.01	
0.00	103.36	4.13	20.92	0.01	
0.00	116.22	4.62	23.52	0.01	
0.00	131.72	5.24	26.62	0.02	
0.00	143.31	5.70	28.98	0.02	
0.00	153.66	6.10	31.08	0.02	
0.00	168.53	6.70	34.09	0.02	
0.00	184.73	7.37	37.39	0.01	
0.00	193.00	7.65	39.03	0.01	
0.00	208.48	8.26	42.19	0.01	
0.00	237.15	9.42	47.95	0.01	
0.00	268.82	10.68	54.37	0.01	
0.00	300.74	11.94	60.84	0.01	
0.00	317.60	12.64	64.26	0.00	
0.00	320.94	12.76	64.89	0.00	
0.00	318.21	12.62	64.05	0.00	
0.00	313.81	12.48	63.44	0.00	
0.00	304.41	12.11	61.52	0.00	
0.00	289.09	11.50	58.44	0.00	
0.00	283.08	11.27	57.28	0.00	
0.00	297.69	11.85	60.23	0.00	
0.00	332.05	13.22	67.16	0.00	
0.00	364.51	14.51	73.71	0.00	
0.00	368.72	14.69	74.58	0.00	
0.00	335.11	13.34	67.80	0.00	
0.00	271.25	10.81	54.94	0.00	
0.00	241.47	9.62	48.88	0.00	
0.00	319.52	12.73	64.69	0.00	
0.00	452.95	18.03	91.62	0.00	
0.00	561.88	22.37	113.72	0.00	
0.00	605.58	24.10	122.54	0.01	
0.00	601.36	23.92	121.74	0.30	
0.00	597.97	23.80	121.00	3.50	
0.00	651.75	25.95	131.89	5.87	
0.00	752.99	29.97	152.36	7.31	
0.00	852.87	33.93	172.54	7.94	
0.00	868.78	34.58	175.90	7.85	
0.00	813.07	32.37	164.53	7.44	
0.00	730.17	29.05	147.73	7.69	
0.00	655.50	26.08	132.65	8.44	
0.00	602.73	23.99	121.93	8.59	
0.00	498.93	19.86	101.05	9.01	
0.00	318.82	12.70	64.56	9.48	
0.00	147.37	5.86	29.87	9.50	
0.00	53.29	2.15	10.85	9.58	
0.00	18.05	0.72	3.69	12.63	
0.00	6.01	0.25	1.12	11.68	
0.00	31.00	1.24	6.34	8.58	
0.00	178.57	7.11	36.16	16.23	
0.00	375.66	14.96	76.02	14.92	
0.00	575.65	22.92	116.48	18.62	
0.00	806.40	32.09	163.16	11.97	
0.00	894.03	35.59	180.90	23.16	
0.00	887.43	35.30	179.65	13.58	
0.00	748.19	29.78	151.37	19.69	
0.00	682.38	27.16	138.07	5.68	
0.00	652.48	25.98	132.03	10.12	
0.00	656.04	26.11	132.73	18.30	
0.00	635.03	25.26	128.41	2.06	
0.00	442.86	17.62	89.59	0.00	
0.00	354.49	14.10	71.70	0.00	
0.00	438.56	17.46	88.71	0.00	
0.00	456.68	18.17	92.38	0.00	
0.00	468.63	18.65	94.78	0.00	
0.00	469.97	18.70	95.06	0.00	
0.00	423.87	16.84	85.68	0.01	
0.00	382.30	15.21	77.40	0.01	
0.00	355.71	14.15	71.94	0.01	
0.00	342.41	13.63	69.27	0.01	
0.00	331.17	13.22	67.04	0.00	
0.00	318.39	12.65	64.47	0.28	
0.00	305.83	12.17	61.89	6.55	
0.00	293.53	11.68	59.40	15.50	
0.00	283.53	11.29	57.39	23.54	
0.00	278.09	11.07	56.30	30.29	
0.00	275.47	10.97	55.74	35.45	
0.00	275.55	10.97	55.77	39.42	
0.00	277.18	11.03	56.11	42.39	
0.00	272.30	10.84	55.12	43.66	
0.00	262.82	10.47	53.20	44.33	
0.00	251.55	10.02	50.94	45.23	
0.00	237.17	9.44	48.01	45.74	
0.00	225.39	8.97	45.63	45.36	
0.00	220.20	8.77	44.59	43.99	
0.00	218.55	8.70	44.27	42.31	
0.00	218.92	8.72	44.34	40.72	
0.00	221.12	8.81	44.79	38.21	
0.00	222.76	8.87	45.11	33.80	
0.00	218.75	8.71	44.29	27.85	
0.00	213.54	8.50	43.24	22.53	
0.00	209.82	8.36	42.50	17.53	
0.00	206.46	8.22	41.82	11.74	
0.00	200.74	7.99	40.65	4.48	
0.00	192.55	7.65	39.14	0.16	
0.00	183.89	7.34	37.20	0.03	
0.00	173.55	6.92	35.14	0.02	
