gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	5.20	0.26	0.81	16.74	
2.00	7.69	0.36	1.31	12.24	
3.00	3.92	0.18	0.79	66.21	
4.00	0.47	0.02	0.09	165.63	
5.00	0.00	0.00	0.00	239.53	
6.00	0.16	0.01	0.03	228.23	
7.00	6.27	0.26	1.28	142.96	
8.00	39.50	1.60	7.98	54.25	
9.00	107.65	4.33	21.82	10.80	
10.00	191.42	7.67	38.85	1.51	
11.00	272.83	10.89	55.25	0.01	
12.00	351.14	14.01	71.15	0.01	
13.00	426.59	17.01	86.42	0.01	
14.00	498.51	19.87	100.98	0.00	
15.00	566.31	22.56	114.68	0.00	
16.00	630.13	25.11	127.61	0.00	
17.00	690.72	27.51	139.85	0.00	
18.00	748.71	29.81	151.57	0.00	
19.00	804.32	32.02	162.77	0.00	
20.00	856.93	34.12	173.45	0.00	
21.00	906.25	36.08	183.37	0.00	
22.00	952.13	37.91	192.67	0.00	
23.00	995.24	39.62	201.31	0.00	
24.00	1036.12	41.25	209.64	0.00	
25.00	1075.76	42.83	217.65	0.00	
26.00	1115.02	44.38	225.56	0.00	
27.00	1154.42	45.96	233.58	0.00	
28.00	1194.31	47.54	241.57	0.00	
29.00	1234.80	49.15	249.75	0.00	
30.00	1277.10	50.83	258.27	0.00	
31.00	1322.87	52.66	267.59	0.00	
32.00	1374.17	54.70	278.03	0.00	
33.00	1432.67	57.03	289.86	0.00	
34.00	1498.89	59.68	303.28	0.00	
35.00	1572.28	62.59	318.07	0.00	
36.00	1650.65	65.71	333.97	0.00	
37.00	1732.82	68.98	350.60	0.00	
38.00	1817.96	72.38	367.87	0.00	
39.00	1905.52	75.86	385.56	0.00	
40.00	1994.97	79.43	403.65	0.00	
41.00	2085.36	83.02	421.96	0.00	
42.00	2175.46	86.61	440.18	0.00	
43.00	2263.69	90.13	458.06	0.00	
44.00	2348.54	93.50	475.23	0.00	
45.00	2427.65	96.66	491.24	0.00	
46.00	2498.04	99.46	505.48	0.00	
47.00	2557.04	101.81	517.43	0.00	
48.00	2604.08	103.68	526.95	0.00	
49.00	2639.88	105.11	534.18	0.00	
50.00	2665.33	106.12	539.34	0.00	
51.00	2680.31	106.72	542.36	0.00	
52.00	2683.00	106.83	542.91	0.00	
53.00	2670.41	106.33	540.36	0.00	
54.00	2638.27	105.05	533.86	0.00	
55.00	2580.75	102.75	522.22	0.00	
56.00	2489.83	99.13	503.82	0.00	
57.00	2357.88	93.88	477.12	0.00	
58.00	2177.41	86.69	440.59	0.00	
59.00	1945.12	77.44	393.58	0.00	
60.00	1667.12	66.37	337.30	0.00	
61.00	1361.19	54.17	275.29	0.00	
62.00	1053.02	41.92	213.05	0.00	
63.00	771.92	30.74	156.26	0.00	
64.00	540.45	21.53	109.45	0.00	
65.00	372.10	14.84	75.41	0.01	
66.00	262.84	10.51	53.26	0.01	
67.00	198.08	7.94	40.17	0.01	
68.00	159.57	6.42	32.41	0.02	
69.00	131.74	5.30	26.78	0.02	
70.00	107.67	4.32	21.90	0.03	
71.00	86.35	3.44	17.56	0.03	
72.00	68.65	2.75	13.96	0.04	
73.00	55.26	2.20	11.23	0.05	
74.00	46.06	1.79	9.30	0.05	
75.00	39.87	1.51	8.01	0.05	
76.00	35.50	1.35	7.17	0.07	
77.00	32.13	1.24	6.43	0.09	
78.00	29.01	1.14	5.77	0.10	
79.00	25.97	1.02	5.11	0.13	
80.00	22.91	0.92	4.46	0.16	
81.00	19.94	0.79	3.83	0.24	
82.00	17.02	0.71	3.23	0.39	
83.00	14.34	0.60	2.60	0.63	
84.00	11.68	0.53	2.02	0.97	
85.00	9.13	0.44	1.43	1.48	
86.00	6.59	0.38	1.01	2.26	
87.00	4.45	0.30	0.64	3.32	
88.00	2.87	0.22	0.41	4.69	
89.00	1.72	0.16	0.27	6.20	
90.00	0.95	0.10	0.17	7.77	
91.00	0.48	0.07	0.13	9.42	
92.00	0.31	0.04	0.07	11.01	
93.00	0.21	0.03	0.04	12.57	
94.00	0.08	0.02	0.04	14.86	
95.00	0.02	0.01	0.01	19.71	
96.00	0.00	0.00	0.00	29.17	
97.00	0.00	0.00	0.00	42.14	
98.00	0.03	0.00	0.01	49.71	
99.00	1.04	0.05	0.17	39.06	
100.00	5.89	0.29	1.00	15.37	
