gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	248.76	9.91	50.29	0.00	
0.00	235.73	9.38	47.65	0.00	
0.00	218.97	8.72	44.31	0.00	
0.00	201.81	8.03	40.82	0.00	
0.00	190.01	7.57	38.46	0.00	
0.00	184.13	7.33	37.27	0.00	
0.00	180.42	7.18	36.48	0.00	
0.00	176.69	7.04	35.71	0.00	
0.00	172.41	6.86	34.86	0.00	
0.00	166.95	6.65	33.79	0.00	
0.00	161.56	6.44	32.76	0.00	
0.00	159.42	6.36	32.33	0.00	
0.00	164.18	6.53	33.19	0.00	
0.00	176.35	7.02	35.65	0.00	
0.00	193.27	7.68	39.01	0.00	
0.00	211.25	8.38	42.58	0.00	
0.00	224.85	8.93	45.45	0.00	
0.00	229.20	9.11	46.35	0.01	
0.00	223.01	8.88	45.14	0.01	
0.00	207.41	8.26	42.02	0.02	
0.00	181.79	7.23	36.81	0.07	
0.00	142.68	5.68	28.92	0.22	
0.00	94.50	3.77	19.29	0.69	
0.00	49.69	1.98	10.24	2.11	
0.00	20.12	0.75	4.17	3.33	
0.00	9.75	0.34	1.98	4.15	
0.00	7.08	0.27	1.31	4.84	
0.00	5.75	0.25	0.94	5.47	
0.00	4.47	0.23	0.63	5.87	
0.00	3.07	0.20	0.37	6.33	
0.00	1.82	0.15	0.27	6.83	
0.00	0.91	0.10	0.20	7.07	
0.00	0.30	0.07	0.14	6.74	
0.00	0.05	0.03	0.04	6.15	
0.00	0.01	0.01	0.01	5.63	
0.00	0.00	0.00	0.00	5.12	
0.00	0.00	0.00	0.00	4.58	
0.00	0.01	0.01	0.00	4.07	
0.00	0.00	0.00	0.00	3.24	
0.00	0.00	0.00	0.00	2.41	
0.00	0.00	0.00	0.00	2.35	
0.00	0.00	0.00	0.00	2.40	
0.00	0.00	0.00	0.00	2.25	
0.00	0.00	0.00	0.00	2.71	
0.00	0.00	0.00	0.00	3.88	
0.00	0.57	0.04	0.05	5.65	
0.00	4.69	0.18	0.93	8.09	
0.00	2.96	0.14	0.53	11.65	
0.00	5.02	0.22	0.89	24.74	
0.00	5.64	0.23	1.08	35.18	
0.00	4.69	0.22	0.85	55.75	
0.00	6.25	0.26	1.17	73.19	
0.00	1.35	0.07	0.20	58.74	
0.00	0.00	0.00	0.00	36.87	
0.00	0.00	0.00	0.00	50.14	
0.00	1.63	0.08	0.29	62.61	
0.00	12.77	0.49	2.57	66.28	
0.00	33.14	1.34	6.75	63.59	
0.00	58.85	2.37	11.97	59.05	
0.00	84.52	3.39	17.17	55.39	
0.00	106.68	4.26	21.64	50.73	
0.00	125.61	5.01	25.47	45.77	
0.00	143.19	5.71	29.04	39.97	
0.00	160.26	6.39	32.47	33.89	
0.00	177.41	7.06	35.94	28.75	
0.00	194.17	7.73	39.32	23.61	
0.00	210.32	8.37	42.62	17.73	
0.00	224.02	8.90	45.36	11.18	
0.00	234.25	9.32	47.42	4.20	
0.00	239.93	9.53	48.63	0.43	
0.00	243.68	9.70	49.31	0.03	
0.00	247.60	9.87	50.11	0.01	
0.00	250.39	9.95	50.67	0.01	
0.00	251.33	9.98	50.84	0.01	
0.00	251.55	10.00	50.88	0.01	
0.00	251.74	10.00	50.92	0.01	
0.00	252.68	10.04	51.10	0.01	
0.00	255.11	10.15	51.61	0.00	
0.00	259.72	10.33	52.54	0.00	
0.00	265.36	10.54	53.64	0.00	
0.00	270.42	10.75	54.69	0.00	
0.00	275.24	10.95	55.67	0.00	
0.00	279.70	11.13	56.57	0.00	
0.00	281.83	11.21	57.01	0.00	
0.00	281.31	11.19	56.85	0.00	
0.00	280.31	11.15	56.69	0.00	
0.00	281.42	11.20	56.91	0.00	
0.00	284.74	11.33	57.59	0.00	
0.00	289.58	11.52	58.54	0.00	
0.00	293.98	11.69	59.40	0.00	
0.00	296.01	11.78	59.84	0.00	
0.00	294.99	11.75	59.68	0.00	
0.00	292.32	11.64	59.13	0.00	
0.00	288.65	11.49	58.43	0.00	
0.00	283.88	11.30	57.46	0.00	
0.00	277.50	11.06	56.22	0.00	
0.00	270.81	10.78	54.80	0.00	
0.00	264.47	10.54	53.56	0.00	
0.00	257.49	10.26	52.12	0.00	
0.00	248.17	9.88	50.17	0.00	
