gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	349.24	13.94	70.76	0.01	
2.00	348.71	13.92	70.64	0.01	
3.00	342.19	13.66	69.37	0.01	
4.00	334.93	13.36	67.88	0.01	
5.00	326.81	13.04	66.23	0.01	
6.00	315.41	12.61	63.99	0.01	
7.00	302.09	12.08	61.29	0.01	
8.00	288.18	11.52	58.45	0.01	
9.00	272.73	10.88	55.28	0.01	
10.00	254.28	10.15	51.57	0.01	
11.00	232.92	9.28	47.17	0.02	
12.00	209.40	8.39	42.34	0.05	
13.00	185.96	7.45	37.65	0.92	
14.00	164.46	6.58	33.26	3.42	
15.00	145.25	5.80	29.45	8.56	
16.00	129.06	5.16	26.19	12.89	
17.00	113.82	4.57	23.14	15.21	
18.00	96.94	3.89	19.71	15.95	
19.00	83.29	3.36	16.93	15.86	
20.00	74.32	3.00	15.16	15.27	
21.00	67.89	2.73	13.83	14.15	
22.00	67.46	2.71	13.72	11.18	
23.00	74.85	3.04	15.22	5.69	
24.00	89.34	3.63	18.11	0.76	
25.00	115.07	4.62	23.40	0.03	
26.00	147.00	5.94	29.88	0.02	
27.00	181.67	7.31	36.91	0.02	
28.00	218.75	8.76	44.39	0.01	
29.00	258.03	10.32	52.33	0.01	
30.00	300.57	12.01	60.88	0.01	
31.00	345.40	13.78	69.97	0.01	
32.00	390.51	15.56	79.09	0.00	
33.00	433.34	17.27	87.78	0.00	
34.00	476.73	19.00	96.59	0.00	
35.00	522.90	20.84	105.92	0.00	
36.00	567.63	22.62	114.97	0.00	
37.00	610.45	24.32	123.62	0.00	
38.00	651.51	25.95	131.89	0.00	
39.00	691.44	27.54	139.95	0.00	
40.00	731.11	29.11	147.99	0.00	
41.00	769.30	30.62	155.61	0.00	
42.00	808.51	32.18	163.54	0.00	
43.00	848.79	33.80	171.81	0.00	
44.00	883.74	35.18	178.76	0.00	
45.00	910.95	36.28	184.42	0.00	
46.00	934.88	37.23	189.27	0.00	
47.00	958.76	38.17	194.06	0.00	
48.00	975.75	38.84	197.36	0.00	
49.00	981.83	39.10	198.73	0.00	
50.00	979.43	38.98	198.01	0.00	
51.00	969.80	38.61	196.23	0.00	
52.00	957.11	38.11	193.72	0.00	
53.00	944.83	37.61	191.16	0.00	
54.00	932.60	37.13	188.67	0.00	
55.00	916.96	36.50	185.47	0.00	
56.00	896.71	35.71	181.52	0.00	
57.00	875.76	34.87	177.27	0.00	
58.00	855.02	34.06	173.12	0.00	
59.00	831.19	33.09	168.19	0.00	
60.00	803.22	31.99	162.60	0.00	
61.00	773.67	30.81	156.61	0.00	
62.00	739.49	29.45	149.69	0.00	
63.00	698.09	27.81	141.34	0.00	
64.00	655.28	26.10	132.68	0.00	
65.00	612.33	24.40	124.02	0.00	
66.00	566.87	22.59	114.82	0.00	
67.00	519.85	20.72	105.27	0.01	
68.00	470.76	18.76	95.41	0.01	
69.00	419.08	16.71	84.93	0.02	
70.00	366.70	14.63	74.18	0.33	
71.00	317.33	12.67	64.31	2.83	
72.00	268.30	10.71	54.38	5.52	
73.00	218.20	8.72	44.27	7.77	
74.00	171.75	6.89	34.85	9.40	
75.00	132.64	5.34	26.93	10.60	
76.00	99.93	4.03	20.36	11.72	
77.00	73.70	2.99	14.98	13.45	
78.00	53.73	2.18	10.87	16.80	
79.00	38.45	1.54	7.72	20.80	
80.00	28.03	1.17	5.71	25.53	
81.00	23.71	0.99	4.86	30.87	
82.00	23.83	0.99	4.88	34.16	
83.00	26.02	1.07	5.32	37.27	
84.00	28.88	1.18	5.90	42.19	
85.00	32.26	1.31	6.58	47.82	
86.00	36.13	1.46	7.36	51.35	
87.00	41.68	1.68	8.47	50.66	
88.00	49.40	1.98	10.02	47.55	
89.00	56.25	2.25	11.40	43.07	
90.00	64.42	2.59	13.00	38.22	
91.00	77.42	3.08	15.70	32.44	
92.00	94.15	3.78	19.14	26.20	
93.00	115.88	4.66	23.55	23.46	
94.00	137.94	5.56	28.04	20.44	
95.00	154.55	6.21	31.38	16.07	
96.00	163.78	6.58	33.28	11.44	
97.00	170.69	6.86	34.67	7.03	
98.00	180.65	7.25	36.63	3.21	
99.00	192.65	7.71	39.02	1.62	
100.00	202.87	8.12	41.11	0.86	
