gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	1396.49	55.61	282.67	0.00	
2.00	1377.48	54.86	278.82	0.00	
3.00	1324.80	52.75	268.01	0.00	
4.00	1232.82	49.11	249.64	0.00	
5.00	1087.81	43.30	219.99	3.16	
6.00	887.25	35.31	179.40	22.11	
7.00	576.78	22.98	116.81	28.40	
8.00	240.61	9.63	48.78	21.41	
9.00	126.87	5.04	25.69	68.23	
10.00	55.88	2.26	11.22	20.27	
11.00	2.64	0.15	0.48	36.39	
12.00	4.50	0.17	0.91	48.49	
13.00	4.32	0.20	0.65	13.78	
14.00	6.76	0.25	1.33	12.68	
15.00	0.01	0.01	0.01	16.04	
16.00	0.00	0.01	0.00	17.87	
17.00	0.00	0.00	0.00	19.98	
18.00	4.42	0.16	0.87	17.81	
19.00	53.34	2.15	10.84	15.75	
20.00	144.66	5.77	29.30	10.86	
21.00	226.24	9.01	45.80	8.31	
22.00	268.87	10.76	54.57	4.87	
23.00	301.27	12.01	61.02	14.79	
24.00	397.68	15.86	80.53	16.22	
25.00	502.12	20.01	101.69	18.41	
26.00	607.20	24.18	122.92	19.49	
27.00	724.36	28.85	146.64	17.94	
28.00	859.68	34.23	173.93	16.89	
29.00	939.67	37.41	190.17	17.44	
30.00	957.98	38.14	193.81	15.12	
31.00	979.07	38.97	198.13	14.36	
32.00	963.13	38.32	194.66	13.82	
33.00	929.90	37.02	188.12	11.27	
34.00	956.76	38.08	193.58	5.73	
35.00	1024.37	40.77	207.18	0.01	
36.00	1157.90	46.09	234.19	0.00	
37.00	1276.09	50.82	258.32	0.00	
38.00	1350.74	53.81	273.59	0.00	
39.00	1359.50	54.12	275.01	0.00	
40.00	1399.06	55.70	283.05	0.00	
41.00	1502.01	59.78	303.84	0.00	
42.00	1624.47	64.68	328.71	0.00	
43.00	1676.90	66.76	339.34	0.00	
44.00	1721.07	68.51	348.23	0.00	
45.00	1804.89	71.85	365.20	0.00	
46.00	1826.21	72.70	369.52	0.00	
47.00	1800.49	71.68	364.29	0.00	
48.00	1784.20	71.03	360.97	0.00	
49.00	1800.58	71.70	364.31	0.00	
50.00	1827.02	72.73	369.68	0.00	
51.00	1830.52	72.87	370.37	0.00	
52.00	1846.08	73.50	373.49	0.00	
53.00	1857.79	73.97	375.89	0.00	
54.00	1889.00	75.22	382.23	0.00	
55.00	1912.17	76.12	386.91	0.00	
56.00	1911.08	76.08	386.63	0.00	
57.00	1918.12	76.35	388.09	0.00	
58.00	1904.01	75.82	385.27	0.00	
59.00	1853.69	73.79	375.07	0.00	
60.00	1777.05	70.75	359.60	0.00	
61.00	1727.42	68.78	349.51	0.00	
62.00	1728.50	68.82	349.77	0.00	
63.00	1763.55	70.20	356.78	0.00	
64.00	1772.86	70.56	358.68	0.00	
65.00	1746.22	69.50	353.24	0.00	
66.00	1699.13	67.64	343.65	0.00	
67.00	1624.56	64.68	328.72	0.00	
68.00	1532.32	61.01	310.07	0.00	
69.00	1446.41	57.59	292.72	0.00	
70.00	1373.69	54.70	278.02	0.00	
71.00	1263.56	50.33	255.97	0.00	
72.00	1129.18	44.96	228.53	0.00	
73.00	1005.80	40.06	203.59	0.00	
74.00	858.73	34.18	173.68	0.00	
75.00	705.34	28.06	142.53	0.00	
76.00	611.06	24.35	123.69	0.00	
77.00	569.20	22.68	115.23	0.00	
78.00	554.63	22.11	112.33	0.01	
79.00	501.08	19.99	101.45	0.03	
80.00	345.78	13.81	70.05	0.36	
81.00	174.98	6.99	35.40	2.36	
82.00	78.16	3.14	15.66	6.49	
83.00	25.41	1.09	5.20	9.21	
84.00	2.51	0.11	0.49	12.37	
85.00	0.36	0.05	0.08	16.61	
86.00	0.00	0.00	0.00	19.13	
87.00	0.00	0.00	0.00	24.35	
88.00	0.12	0.01	0.02	28.04	
89.00	0.00	0.00	0.00	46.98	
90.00	3.69	0.16	0.66	58.64	
91.00	60.61	2.44	12.14	84.44	
92.00	185.67	7.40	37.59	74.06	
93.00	444.33	17.69	89.92	51.49	
94.00	711.47	28.35	144.11	20.72	
95.00	947.23	37.70	191.77	0.01	
96.00	1125.98	44.83	227.81	0.00	
97.00	1233.45	49.12	249.67	0.00	
98.00	1330.09	52.94	269.12	0.00	
99.00	1376.99	54.85	278.98	0.00	
100.00	1374.22	54.73	278.25	0.00	
