gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	32.71	1.31	6.62	17.49	
2.00	69.19	2.79	14.07	5.41	
3.00	94.98	3.83	19.31	0.88	
4.00	113.07	4.55	22.97	1.29	
5.00	127.73	5.13	25.91	3.51	
6.00	207.18	8.29	41.99	4.37	
7.00	367.93	14.68	74.51	2.60	
8.00	613.86	24.46	124.26	0.27	
9.00	956.96	38.11	193.66	0.01	
10.00	1352.06	53.83	273.58	0.00	
11.00	1751.42	69.73	354.35	0.00	
12.00	2138.23	85.13	432.62	0.00	
13.00	2482.45	98.84	502.31	0.00	
14.00	2773.62	110.43	561.25	0.00	
15.00	3019.75	120.23	611.05	0.00	
16.00	3218.96	128.16	651.36	0.00	
17.00	3366.68	134.04	681.25	0.00	
18.00	3471.14	138.19	702.38	0.00	
19.00	3541.86	141.00	716.69	0.00	
20.00	3578.87	142.48	724.18	0.00	
21.00	3579.70	142.51	724.34	0.00	
22.00	3549.75	141.32	718.28	0.00	
23.00	3493.17	139.07	706.84	0.00	
24.00	3407.69	135.67	689.54	0.00	
25.00	3295.91	131.22	666.93	0.00	
26.00	3164.23	125.98	640.29	0.00	
27.00	3017.94	120.16	610.70	0.00	
28.00	2861.47	113.94	579.04	0.00	
29.00	2699.01	107.47	546.15	0.00	
30.00	2531.59	100.80	512.27	0.00	
31.00	2358.53	93.90	477.25	0.00	
32.00	2176.04	86.63	440.31	0.00	
33.00	1980.69	78.86	400.77	0.00	
34.00	1771.62	70.53	358.45	0.00	
35.00	1549.85	61.70	313.55	0.00	
36.00	1322.21	52.63	267.50	0.00	
37.00	1097.99	43.71	222.16	0.00	
38.00	886.79	35.31	179.47	0.00	
39.00	697.53	27.78	141.21	0.00	
40.00	540.07	21.52	109.38	0.00	
41.00	413.22	16.48	83.72	0.01	
42.00	318.27	12.71	64.50	0.01	
43.00	248.18	9.93	50.31	0.01	
44.00	198.37	7.96	40.23	0.02	
45.00	162.14	6.52	32.92	0.02	
46.00	135.70	5.46	27.58	0.02	
47.00	114.00	4.58	23.19	0.03	
48.00	95.74	3.85	19.46	0.04	
49.00	80.14	3.23	16.24	0.05	
50.00	66.84	2.70	13.51	0.07	
51.00	55.77	2.26	11.23	0.10	
52.00	47.05	1.90	9.44	0.13	
53.00	40.69	1.64	8.12	0.18	
54.00	36.29	1.44	7.22	0.22	
55.00	33.71	1.33	6.70	0.25	
56.00	32.40	1.27	6.43	0.25	
57.00	32.12	1.27	6.39	0.23	
58.00	32.51	1.29	6.47	0.20	
59.00	33.30	1.32	6.63	0.16	
60.00	34.17	1.34	6.79	0.13	
61.00	34.88	1.37	6.93	0.11	
62.00	35.23	1.38	6.98	0.11	
63.00	35.15	1.39	6.95	0.11	
64.00	34.68	1.38	6.85	0.11	
65.00	33.82	1.34	6.68	0.12	
66.00	32.70	1.29	6.46	0.13	
67.00	31.30	1.25	6.21	0.15	
68.00	29.74	1.19	5.91	0.18	
69.00	28.15	1.13	5.57	0.22	
70.00	26.47	1.06	5.22	0.30	
71.00	24.73	0.99	4.87	0.41	
72.00	22.92	0.92	4.54	0.55	
73.00	21.09	0.85	4.17	0.75	
74.00	19.26	0.78	3.80	1.04	
75.00	17.49	0.71	3.43	1.40	
76.00	15.82	0.65	3.06	1.84	
77.00	14.21	0.59	2.70	2.31	
78.00	12.69	0.54	2.38	2.78	
79.00	11.25	0.49	2.08	3.24	
80.00	9.93	0.44	1.79	3.69	
81.00	8.74	0.41	1.52	4.15	
82.00	7.60	0.38	1.30	4.62	
83.00	6.58	0.35	1.11	5.08	
84.00	5.67	0.31	0.95	5.51	
85.00	4.91	0.29	0.81	5.93	
86.00	4.33	0.27	0.70	6.26	
87.00	3.90	0.25	0.61	6.52	
88.00	3.57	0.24	0.53	6.73	
89.00	3.29	0.22	0.49	6.92	
90.00	2.78	0.20	0.44	7.47	
91.00	2.05	0.16	0.35	8.96	
92.00	1.18	0.10	0.21	12.06	
93.00	0.43	0.04	0.07	19.24	
94.00	0.12	0.01	0.02	31.43	
95.00	0.00	0.00	0.00	46.35	
96.00	0.00	0.00	0.00	62.47	
97.00	0.02	0.00	0.00	70.38	
98.00	2.61	0.11	0.51	62.37	
99.00	12.32	0.50	2.47	43.68	
100.00	33.12	1.33	6.68	17.40	
