gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	431.52	17.21	87.40	0.01	
2.00	361.76	14.43	73.29	0.01	
3.00	295.81	11.79	59.93	0.02	
4.00	234.82	9.36	47.58	0.02	
5.00	180.02	7.18	36.49	0.03	
6.00	135.08	5.41	27.42	0.04	
7.00	100.75	4.03	20.45	0.05	
8.00	74.91	2.98	15.18	0.05	
9.00	56.60	2.22	11.45	0.06	
10.00	44.90	1.75	9.09	0.06	
11.00	37.92	1.48	7.67	0.07	
12.00	33.39	1.29	6.72	0.08	
13.00	30.39	1.17	6.08	0.09	
14.00	28.30	1.10	5.62	0.10	
15.00	26.72	1.03	5.26	0.10	
16.00	25.37	0.99	4.98	0.12	
17.00	24.12	0.95	4.71	0.13	
18.00	22.89	0.91	4.43	0.15	
19.00	21.55	0.86	4.12	0.18	
20.00	19.95	0.81	3.77	0.24	
21.00	18.11	0.75	3.40	0.32	
22.00	16.16	0.69	2.96	0.47	
23.00	14.12	0.63	2.53	0.69	
24.00	12.17	0.55	2.10	0.98	
25.00	10.33	0.49	1.73	1.33	
26.00	8.58	0.45	1.48	1.74	
27.00	7.19	0.39	1.18	2.27	
28.00	5.97	0.34	0.94	2.91	
29.00	4.79	0.30	0.76	3.63	
30.00	3.76	0.25	0.59	4.49	
31.00	2.87	0.21	0.49	5.51	
32.00	2.21	0.17	0.38	6.67	
33.00	1.71	0.14	0.29	7.85	
34.00	1.36	0.11	0.22	8.92	
35.00	1.08	0.09	0.17	9.78	
36.00	0.84	0.08	0.14	10.40	
37.00	0.66	0.07	0.11	10.87	
38.00	0.52	0.06	0.09	11.46	
39.00	0.39	0.05	0.07	12.69	
40.00	0.22	0.04	0.06	15.31	
41.00	0.07	0.02	0.04	20.41	
42.00	0.01	0.01	0.01	29.07	
43.00	0.00	0.00	0.00	41.27	
44.00	0.00	0.00	0.00	54.62	
45.00	0.08	0.00	0.02	63.96	
46.00	0.86	0.04	0.16	62.94	
47.00	5.96	0.25	1.18	46.02	
48.00	20.20	0.83	4.05	23.23	
49.00	43.43	1.75	8.76	6.60	
50.00	65.26	2.62	13.25	2.53	
51.00	70.70	2.84	14.36	4.81	
52.00	69.58	2.80	14.13	10.08	
53.00	83.17	3.36	16.88	11.38	
54.00	143.51	5.76	29.07	8.99	
55.00	259.15	10.36	52.49	3.69	
56.00	436.24	17.40	88.36	0.77	
57.00	649.40	25.87	131.47	0.00	
58.00	882.91	35.15	178.64	0.00	
59.00	1121.48	44.64	226.87	0.00	
60.00	1356.77	54.02	274.55	0.00	
61.00	1581.80	62.98	320.06	0.00	
62.00	1790.72	71.29	362.33	0.00	
63.00	1979.19	78.80	400.47	0.00	
64.00	2144.79	85.39	433.97	0.00	
65.00	2283.83	90.93	462.13	0.00	
66.00	2399.53	95.54	485.54	0.00	
67.00	2493.80	99.29	504.62	0.00	
68.00	2568.54	102.27	519.75	0.00	
69.00	2625.82	104.55	531.34	0.00	
70.00	2666.96	106.19	539.66	0.00	
71.00	2692.65	107.21	544.87	0.00	
72.00	2703.91	107.66	547.15	0.00	
73.00	2701.00	107.54	546.55	0.00	
74.00	2682.37	106.80	542.79	0.00	
75.00	2648.65	105.46	535.96	0.00	
76.00	2600.61	103.54	526.24	0.00	
77.00	2539.40	101.11	513.86	0.00	
78.00	2466.16	98.19	499.03	0.00	
79.00	2383.36	94.89	482.27	0.00	
80.00	2294.34	91.34	464.26	0.00	
81.00	2201.84	87.66	445.54	0.00	
82.00	2107.89	83.92	426.52	0.00	
83.00	2013.74	80.17	407.46	0.00	
84.00	1919.51	76.42	388.41	0.00	
85.00	1824.61	72.64	369.21	0.00	
86.00	1728.23	68.81	349.69	0.00	
87.00	1629.36	64.87	329.69	0.00	
88.00	1527.89	60.83	309.09	0.00	
89.00	1424.50	56.71	288.18	0.00	
90.00	1319.90	52.55	267.10	0.00	
91.00	1215.37	48.38	245.89	0.00	
92.00	1112.70	44.30	225.14	0.00	
93.00	1012.85	40.32	204.93	0.00	
94.00	916.50	36.49	185.46	0.00	
95.00	824.11	32.81	166.79	0.00	
96.00	736.59	29.34	149.08	0.00	
97.00	653.64	26.04	132.33	0.00	
98.00	574.22	22.88	116.28	0.01	
99.00	498.08	19.86	100.87	0.01	
100.00	424.99	16.95	86.08	0.01	
