gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	40.54	1.58	8.11	0.08	
2.00	33.43	1.31	6.62	0.11	
3.00	28.32	1.11	5.56	0.16	
4.00	24.77	0.98	4.82	0.22	
5.00	22.41	0.89	4.33	0.28	
6.00	21.08	0.84	4.06	0.33	
7.00	20.60	0.83	3.95	0.33	
8.00	20.67	0.83	3.97	0.31	
9.00	21.16	0.85	4.08	0.27	
10.00	21.91	0.87	4.23	0.22	
11.00	22.57	0.89	4.36	0.18	
12.00	22.84	0.90	4.42	0.16	
13.00	22.72	0.90	4.38	0.15	
14.00	22.23	0.88	4.26	0.15	
15.00	21.41	0.85	4.08	0.15	
16.00	20.55	0.82	3.85	0.17	
17.00	19.63	0.79	3.67	0.19	
18.00	18.72	0.76	3.46	0.21	
19.00	17.71	0.73	3.25	0.25	
20.00	16.49	0.70	3.00	0.30	
21.00	15.01	0.66	2.69	0.38	
22.00	13.35	0.62	2.33	0.48	
23.00	11.55	0.57	1.96	0.65	
24.00	9.77	0.51	1.58	0.92	
25.00	8.10	0.45	1.27	1.37	
26.00	6.55	0.40	1.02	1.96	
27.00	5.18	0.34	0.79	2.69	
28.00	3.97	0.29	0.60	3.56	
29.00	2.94	0.24	0.46	4.54	
30.00	2.08	0.19	0.35	5.61	
31.00	1.44	0.15	0.27	6.79	
32.00	0.99	0.11	0.20	7.99	
33.00	0.66	0.08	0.16	9.19	
34.00	0.45	0.06	0.12	10.37	
35.00	0.33	0.05	0.09	11.48	
36.00	0.28	0.04	0.06	12.49	
37.00	0.22	0.03	0.05	13.37	
38.00	0.16	0.03	0.04	14.08	
39.00	0.11	0.02	0.03	14.80	
40.00	0.07	0.02	0.02	15.82	
41.00	0.04	0.01	0.01	17.66	
42.00	0.01	0.00	0.01	21.30	
43.00	0.00	0.00	0.00	28.01	
44.00	0.00	0.00	0.00	38.49	
45.00	0.00	0.00	0.00	52.77	
46.00	0.00	0.00	0.00	68.27	
47.00	0.10	0.00	0.02	77.11	
48.00	1.28	0.05	0.24	72.30	
49.00	7.19	0.29	1.42	49.38	
50.00	23.82	0.95	4.80	21.60	
51.00	48.30	1.93	9.80	5.99	
52.00	59.38	2.39	12.04	5.52	
53.00	52.22	2.11	10.58	15.76	
54.00	43.67	1.77	8.82	26.02	
55.00	65.88	2.66	13.34	19.52	
56.00	184.09	7.36	37.31	6.61	
57.00	403.83	16.11	81.80	2.10	
58.00	708.91	28.24	143.51	0.87	
59.00	1061.03	42.25	214.70	0.00	
60.00	1429.48	56.91	289.24	0.00	
61.00	1787.69	71.17	361.73	0.00	
62.00	2119.49	84.39	428.87	0.00	
63.00	2413.53	96.09	488.36	0.00	
64.00	2665.51	106.13	539.38	0.00	
65.00	2868.20	114.20	580.39	0.00	
66.00	3028.82	120.60	612.89	0.00	
67.00	3151.19	125.47	637.66	0.00	
68.00	3237.78	128.91	655.17	0.00	
69.00	3293.70	131.14	666.49	0.00	
70.00	3322.21	132.27	672.25	0.00	
71.00	3325.81	132.41	672.98	0.00	
72.00	3306.34	131.64	669.05	0.00	
73.00	3263.68	129.94	660.42	0.00	
74.00	3196.05	127.25	646.73	0.00	
75.00	3107.02	123.71	628.72	0.00	
76.00	2999.10	119.42	606.88	0.00	
77.00	2875.03	114.48	581.76	0.00	
78.00	2739.06	109.06	554.25	0.00	
79.00	2596.51	103.39	525.41	0.00	
80.00	2450.17	97.55	495.79	0.00	
81.00	2300.24	91.58	465.45	0.00	
82.00	2144.86	85.39	434.00	0.00	
83.00	1978.46	78.77	400.33	0.00	
84.00	1798.99	71.63	364.02	0.00	
85.00	1606.66	63.97	325.09	0.00	
86.00	1402.33	55.83	283.73	0.00	
87.00	1190.90	47.41	240.94	0.00	
88.00	984.21	39.18	199.15	0.00	
89.00	790.57	31.48	160.03	0.00	
90.00	615.81	24.53	124.70	0.00	
91.00	467.25	18.62	94.64	0.00	
92.00	353.01	14.09	71.52	0.01	
93.00	264.28	10.57	53.56	0.01	
94.00	196.78	7.90	39.93	0.02	
95.00	146.93	5.92	29.88	0.02	
96.00	112.22	4.52	22.85	0.03	
97.00	86.58	3.49	17.63	0.03	
98.00	66.78	2.68	13.57	0.05	
99.00	51.74	2.05	10.45	0.07	
100.00	40.63	1.58	8.13	0.08	
