gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	274.01	10.89	55.37	0.01	
0.00	249.42	9.92	50.45	0.01	
0.00	221.16	8.81	44.76	0.02	
0.00	190.24	7.59	38.51	0.03	
0.00	157.67	6.30	31.93	0.03	
0.00	124.76	4.98	25.28	0.03	
0.00	93.95	3.77	19.08	0.04	
0.00	66.79	2.70	13.59	0.04	
0.00	44.30	1.81	9.04	0.04	
0.00	27.85	1.16	5.73	0.05	
0.00	17.86	0.74	3.70	0.06	
0.00	12.52	0.48	2.62	0.06	
0.00	10.29	0.39	2.22	0.06	
0.00	9.67	0.38	2.17	0.07	
0.00	9.69	0.37	2.19	0.08	
0.00	9.83	0.35	2.21	0.09	
0.00	9.94	0.34	2.22	0.11	
0.00	9.92	0.34	2.23	0.14	
0.00	9.72	0.33	2.22	0.27	
0.00	9.50	0.31	2.18	0.50	
0.00	9.29	0.28	2.10	0.78	
0.00	9.04	0.27	2.02	1.12	
0.00	8.76	0.27	1.90	1.61	
0.00	8.44	0.27	1.76	2.22	
0.00	8.10	0.26	1.63	2.81	
0.00	7.71	0.27	1.50	3.35	
0.00	7.31	0.27	1.32	3.83	
0.00	6.75	0.27	1.19	4.32	
0.00	6.11	0.26	1.06	4.86	
0.00	5.54	0.25	0.93	5.39	
0.00	4.94	0.24	0.86	5.90	
0.00	4.47	0.23	0.74	6.33	
0.00	3.98	0.21	0.65	6.65	
0.00	3.47	0.18	0.52	6.84	
0.00	2.89	0.17	0.40	6.95	
0.00	2.36	0.16	0.32	7.02	
0.00	2.00	0.15	0.26	7.08	
0.00	1.73	0.13	0.22	7.29	
0.00	1.47	0.11	0.19	7.93	
0.00	0.96	0.09	0.18	9.36	
0.00	0.34	0.06	0.13	11.72	
0.00	0.02	0.02	0.02	14.59	
0.00	0.00	0.00	0.00	16.27	
0.00	0.01	0.00	0.00	14.88	
0.00	0.47	0.02	0.09	11.70	
0.00	3.60	0.15	0.70	18.38	
0.00	13.51	0.55	2.71	26.80	
0.00	25.99	1.04	5.28	24.53	
0.00	32.60	1.33	6.69	12.45	
0.00	36.39	1.49	7.45	7.18	
0.00	49.51	2.00	10.11	13.07	
0.00	58.34	2.35	11.87	23.26	
0.00	77.46	3.10	15.75	27.69	
0.00	123.79	4.92	25.12	28.74	
0.00	187.31	7.44	37.94	16.58	
0.00	242.05	9.62	48.97	3.74	
0.00	283.92	11.29	57.43	0.00	
0.00	315.80	12.56	63.84	0.00	
0.00	340.81	13.56	68.93	0.00	
0.00	357.95	14.26	72.48	0.00	
0.00	366.06	14.58	74.11	0.00	
0.00	365.72	14.56	74.00	0.00	
0.00	358.34	14.27	72.54	0.00	
0.00	346.43	13.80	70.15	0.00	
0.00	331.20	13.19	67.03	0.00	
0.00	315.81	12.58	63.91	0.00	
0.00	300.96	11.99	60.90	0.00	
0.00	286.87	11.43	58.05	0.00	
0.00	272.66	10.86	55.18	0.00	
0.00	257.75	10.27	52.16	0.00	
0.00	242.08	9.64	48.99	0.00	
0.00	225.64	8.99	45.66	0.00	
0.00	208.66	8.31	42.22	0.00	
0.00	190.91	7.61	38.63	0.00	
0.00	174.09	6.94	35.23	0.00	
0.00	159.65	6.36	32.31	0.00	
0.00	148.35	5.91	30.02	0.00	
0.00	140.43	5.59	28.41	0.00	
0.00	135.67	5.40	27.44	0.00	
0.00	133.50	5.32	27.02	0.00	
0.00	133.59	5.32	27.04	0.00	
0.00	135.91	5.41	27.52	0.00	
0.00	140.72	5.60	28.51	0.00	
0.00	149.11	5.93	30.17	0.00	
0.00	161.70	6.43	32.68	0.00	
0.00	178.91	7.12	36.19	0.00	
0.00	200.61	7.99	40.63	0.00	
0.00	225.07	8.97	45.58	0.00	
0.00	249.91	9.95	50.58	0.00	
0.00	273.26	10.88	55.31	0.00	
0.00	293.19	11.68	59.37	0.00	
0.00	307.72	12.24	62.21	0.00	
0.00	317.37	12.62	64.13	0.00	
0.00	322.76	12.84	65.25	0.00	
0.00	324.38	12.90	65.58	0.00	
0.00	321.99	12.79	65.03	0.00	
0.00	315.65	12.55	63.82	0.01	
0.00	305.88	12.16	61.89	0.01	
0.00	292.35	11.62	59.13	0.01	
0.00	274.69	10.91	55.51	0.01	
