gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	219.35	8.78	44.47	0.02	
2.00	223.15	8.93	45.18	0.02	
3.00	222.95	8.92	45.17	0.01	
4.00	218.71	8.75	44.32	0.01	
5.00	216.56	8.67	43.94	0.02	
6.00	215.89	8.63	43.79	0.02	
7.00	214.76	8.59	43.56	0.02	
8.00	215.29	8.61	43.70	0.02	
9.00	220.72	8.82	44.77	0.02	
10.00	231.74	9.27	47.00	0.02	
11.00	248.42	9.92	50.32	0.02	
12.00	265.91	10.60	53.85	0.01	
13.00	291.68	11.66	59.09	0.01	
14.00	334.26	13.36	67.75	0.01	
15.00	382.64	15.26	77.54	0.01	
16.00	434.90	17.34	88.11	0.01	
17.00	497.38	19.84	100.69	0.01	
18.00	559.46	22.29	113.25	0.00	
19.00	611.00	24.33	123.70	0.00	
20.00	663.74	26.42	134.16	0.00	
21.00	727.86	28.99	147.33	0.00	
22.00	801.67	31.93	162.31	0.00	
23.00	876.62	34.91	177.43	0.00	
24.00	951.31	37.88	192.56	0.00	
25.00	1035.02	41.22	209.48	0.00	
26.00	1132.01	45.07	229.06	0.00	
27.00	1220.54	48.59	246.97	0.00	
28.00	1289.97	51.36	261.03	0.00	
29.00	1343.18	53.50	271.96	0.00	
30.00	1381.57	55.03	279.73	0.00	
31.00	1402.83	55.88	284.09	0.00	
32.00	1405.65	55.96	284.40	0.00	
33.00	1383.95	55.11	280.18	0.00	
34.00	1357.97	54.09	274.95	0.00	
35.00	1344.33	53.53	272.03	0.00	
36.00	1339.30	53.33	270.97	0.11	
37.00	1344.41	53.53	272.07	1.25	
38.00	1334.78	53.14	270.07	2.10	
39.00	1272.35	50.66	257.44	2.61	
40.00	1185.25	47.21	239.87	2.84	
41.00	1090.63	43.44	220.60	2.83	
42.00	929.95	37.03	188.18	3.27	
43.00	698.66	27.80	141.13	4.07	
44.00	455.23	18.15	92.10	4.70	
45.00	287.43	11.48	58.22	5.87	
46.00	190.76	7.62	38.47	8.21	
47.00	116.49	4.63	23.50	12.52	
48.00	53.50	2.16	10.77	15.00	
49.00	19.04	0.77	3.89	16.78	
50.00	6.45	0.26	1.32	18.96	
51.00	2.15	0.09	0.40	18.57	
52.00	11.39	0.49	2.35	14.53	
53.00	63.79	2.54	12.92	20.89	
54.00	147.74	5.88	29.90	20.01	
55.00	317.89	12.65	64.33	16.74	
56.00	530.45	21.13	107.36	12.84	
57.00	672.25	26.76	136.04	18.74	
58.00	749.80	29.89	151.64	9.57	
59.00	866.41	34.50	175.32	9.18	
60.00	1045.08	41.61	211.47	2.03	
61.00	1234.84	49.16	249.82	3.62	
62.00	1271.56	50.62	257.31	6.54	
63.00	1200.68	47.80	242.86	0.74	
64.00	1153.39	45.93	233.45	0.00	
65.00	1171.28	46.63	237.02	0.00	
66.00	1161.96	46.25	235.01	0.00	
67.00	1087.40	43.29	220.02	0.00	
68.00	1020.92	40.65	206.58	0.00	
69.00	947.53	37.72	191.74	0.00	
70.00	862.12	34.33	174.43	0.00	
71.00	790.08	31.47	159.94	0.00	
72.00	733.29	29.21	148.44	0.00	
73.00	689.14	27.44	139.48	0.01	
74.00	646.39	25.73	130.84	0.00	
75.00	609.52	24.29	123.38	0.10	
76.00	584.97	23.30	118.44	2.34	
77.00	565.31	22.52	114.47	5.54	
78.00	547.86	21.82	110.95	8.41	
79.00	538.03	21.43	108.97	10.82	
80.00	530.38	21.13	107.38	12.67	
81.00	522.27	20.80	105.73	14.08	
82.00	519.47	20.69	105.18	15.14	
83.00	514.49	20.49	104.17	15.60	
84.00	507.45	20.21	102.75	15.84	
85.00	496.73	19.79	100.60	16.16	
86.00	482.88	19.23	97.77	16.34	
87.00	474.51	18.91	96.11	16.20	
88.00	465.10	18.53	94.21	15.71	
89.00	456.35	18.18	92.45	15.12	
90.00	449.92	17.92	91.13	14.55	
91.00	447.01	17.81	90.54	13.65	
92.00	447.43	17.83	90.64	12.07	
93.00	441.53	17.59	89.41	9.95	
94.00	433.22	17.27	87.78	8.05	
95.00	428.98	17.11	86.96	6.26	
96.00	426.97	17.02	86.52	4.20	
97.00	419.39	16.72	85.02	1.60	
98.00	407.64	16.25	82.51	0.06	
99.00	396.27	15.78	80.25	0.01	
100.00	386.70	15.40	78.31	0.01	
