gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	221.59	8.87	44.92	0.02	
2.00	225.42	9.02	45.64	0.02	
3.00	225.23	9.01	45.63	0.01	
4.00	220.94	8.83	44.78	0.01	
5.00	218.77	8.76	44.38	0.02	
6.00	218.10	8.72	44.24	0.02	
7.00	216.95	8.68	44.01	0.02	
8.00	217.48	8.70	44.14	0.02	
9.00	222.97	8.91	45.23	0.02	
10.00	234.10	9.37	47.48	0.02	
11.00	250.95	10.02	50.84	0.02	
12.00	268.63	10.71	54.40	0.01	
13.00	294.65	11.78	59.70	0.01	
14.00	337.67	13.50	68.44	0.01	
15.00	386.54	15.42	78.33	0.01	
16.00	439.34	17.52	89.01	0.01	
17.00	502.46	20.04	101.72	0.01	
18.00	565.17	22.51	114.41	0.00	
19.00	617.23	24.58	124.97	0.00	
20.00	670.51	26.69	135.53	0.00	
21.00	735.29	29.29	148.84	0.00	
22.00	809.85	32.25	163.96	0.00	
23.00	885.56	35.27	179.24	0.00	
24.00	961.02	38.26	194.53	0.00	
25.00	1045.58	41.64	211.62	0.00	
26.00	1143.56	45.53	231.40	0.00	
27.00	1232.99	49.09	249.49	0.00	
28.00	1303.13	51.89	263.69	0.00	
29.00	1356.88	54.05	274.74	0.00	
30.00	1395.66	55.59	282.58	0.00	
31.00	1417.14	56.45	286.99	0.00	
32.00	1420.00	56.53	287.30	0.00	
33.00	1398.07	55.67	283.04	0.00	
34.00	1371.83	54.64	277.76	0.00	
35.00	1358.04	54.07	274.80	0.00	
36.00	1352.97	53.88	273.73	0.11	
37.00	1358.13	54.08	274.85	1.26	
38.00	1348.40	53.68	272.82	2.12	
39.00	1285.33	51.17	260.07	2.64	
40.00	1197.35	47.69	242.32	2.87	
41.00	1101.76	43.88	222.85	2.85	
42.00	939.44	37.40	190.10	3.31	
43.00	705.78	28.08	142.57	4.12	
44.00	459.87	18.34	93.04	4.75	
45.00	290.36	11.59	58.81	5.93	
46.00	192.70	7.70	38.86	8.29	
47.00	117.68	4.68	23.74	12.65	
48.00	54.04	2.18	10.88	15.16	
49.00	19.24	0.78	3.93	16.95	
50.00	6.52	0.26	1.33	19.15	
51.00	2.17	0.10	0.41	18.76	
52.00	11.50	0.49	2.38	14.68	
53.00	64.44	2.57	13.05	21.11	
54.00	149.25	5.94	30.20	20.22	
55.00	321.13	12.78	64.98	16.91	
56.00	535.86	21.34	108.46	12.98	
57.00	679.11	27.04	137.43	18.93	
58.00	757.45	30.19	153.19	9.67	
59.00	875.25	34.85	177.11	9.28	
60.00	1055.75	42.03	213.63	2.05	
61.00	1247.44	49.66	252.37	3.65	
62.00	1284.54	51.14	259.93	6.60	
63.00	1212.93	48.28	245.34	0.75	
64.00	1165.15	46.40	235.83	0.00	
65.00	1183.23	47.11	239.44	0.00	
66.00	1173.82	46.72	237.41	0.00	
67.00	1098.49	43.73	222.26	0.00	
68.00	1031.34	41.06	208.68	0.00	
69.00	957.20	38.11	193.70	0.00	
70.00	870.92	34.68	176.21	0.00	
71.00	798.14	31.79	161.57	0.00	
72.00	740.77	29.51	149.96	0.00	
73.00	696.17	27.72	140.90	0.01	
74.00	652.99	25.99	132.18	0.00	
75.00	615.73	24.54	124.64	0.10	
76.00	590.93	23.54	119.65	2.36	
77.00	571.08	22.75	115.64	5.59	
78.00	553.45	22.05	112.08	8.50	
79.00	543.52	21.65	110.09	10.93	
80.00	535.80	21.34	108.48	12.79	
81.00	527.60	21.01	106.81	14.23	
82.00	524.77	20.90	106.25	15.30	
83.00	519.74	20.70	105.24	15.76	
84.00	512.63	20.42	103.80	16.00	
85.00	501.80	19.99	101.63	16.32	
86.00	487.81	19.43	98.77	16.51	
87.00	479.35	19.10	97.10	16.37	
88.00	469.85	18.72	95.17	15.87	
89.00	461.01	18.37	93.39	15.27	
90.00	454.51	18.11	92.06	14.69	
91.00	451.57	17.99	91.46	13.79	
92.00	451.99	18.01	91.57	12.20	
93.00	446.04	17.77	90.32	10.05	
94.00	437.65	17.44	88.68	8.13	
95.00	433.36	17.28	87.85	6.33	
96.00	431.33	17.19	87.40	4.24	
97.00	423.67	16.90	85.89	1.62	
98.00	411.80	16.42	83.36	0.06	
99.00	400.32	15.94	81.06	0.01	
100.00	390.64	15.56	79.11	0.01	
