gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	104.13	4.17	21.14	0.01	
0.00	96.21	3.85	19.54	0.01	
0.00	90.74	3.64	18.44	0.01	
0.00	89.47	3.58	18.12	0.01	
0.00	97.49	3.89	19.78	0.01	
0.00	105.49	4.21	21.35	0.01	
0.00	118.61	4.72	24.00	0.01	
0.00	134.43	5.35	27.17	0.02	
0.00	146.26	5.81	29.58	0.02	
0.00	156.83	6.22	31.72	0.02	
0.00	172.01	6.84	34.80	0.02	
0.00	188.54	7.52	38.16	0.01	
0.00	196.98	7.81	39.84	0.01	
0.00	212.78	8.43	43.06	0.01	
0.00	242.04	9.61	48.94	0.01	
0.00	274.36	10.90	55.49	0.01	
0.00	306.94	12.19	62.10	0.01	
0.00	324.14	12.90	65.59	0.00	
0.00	327.55	13.03	66.22	0.00	
0.00	324.77	12.88	65.37	0.00	
0.00	320.28	12.74	64.75	0.00	
0.00	310.69	12.36	62.79	0.00	
0.00	295.05	11.73	59.64	0.00	
0.00	288.92	11.50	58.46	0.00	
0.00	303.83	12.10	61.47	0.00	
0.00	338.90	13.49	68.54	0.00	
0.00	372.03	14.81	75.23	0.00	
0.00	376.32	14.99	76.12	0.00	
0.00	342.02	13.62	69.20	0.00	
0.00	276.85	11.03	56.07	0.00	
0.00	246.45	9.82	49.89	0.00	
0.00	326.10	12.99	66.02	0.00	
0.00	462.29	18.40	93.51	0.00	
0.00	573.46	22.83	116.07	0.00	
0.00	618.07	24.60	125.06	0.01	
0.00	613.76	24.41	124.25	0.30	
0.00	610.29	24.30	123.49	3.57	
0.00	665.19	26.48	134.61	6.00	
0.00	768.52	30.59	155.50	7.46	
0.00	870.46	34.63	176.10	8.10	
0.00	886.70	35.29	179.52	8.01	
0.00	829.84	33.04	167.92	7.59	
0.00	745.22	29.65	150.78	7.85	
0.00	669.01	26.61	135.38	8.61	
0.00	615.16	24.48	124.44	8.77	
0.00	509.22	20.27	103.13	9.20	
0.00	325.40	12.96	65.89	9.68	
0.00	150.41	5.98	30.48	9.69	
0.00	54.39	2.19	11.08	9.78	
0.00	18.42	0.74	3.77	12.89	
0.00	6.14	0.26	1.14	11.92	
0.00	31.64	1.27	6.47	8.75	
0.00	182.25	7.26	36.90	16.57	
0.00	383.40	15.26	77.58	15.23	
0.00	587.52	23.39	118.89	19.00	
0.00	823.03	32.75	166.52	12.21	
0.00	912.47	36.32	184.63	23.64	
0.00	905.73	36.03	183.35	13.86	
0.00	763.62	30.40	154.49	20.10	
0.00	696.45	27.72	140.92	5.79	
0.00	665.93	26.51	134.75	10.33	
0.00	669.57	26.65	135.47	18.68	
0.00	648.12	25.78	131.06	2.11	
0.00	451.99	17.99	91.43	0.00	
0.00	361.80	14.40	73.18	0.00	
0.00	447.61	17.82	90.54	0.00	
0.00	466.10	18.55	94.29	0.00	
0.00	478.30	19.03	96.73	0.00	
0.00	479.66	19.09	97.02	0.00	
0.00	432.61	17.19	87.45	0.01	
0.00	390.18	15.53	78.99	0.01	
0.00	363.04	14.44	73.42	0.01	
0.00	349.47	13.91	70.70	0.01	
0.00	338.00	13.49	68.42	0.00	
0.00	324.95	12.91	65.79	0.29	
0.00	312.14	12.42	63.16	6.68	
0.00	299.59	11.92	60.62	15.82	
0.00	289.38	11.52	58.57	24.03	
0.00	283.82	11.30	57.46	30.91	
0.00	281.15	11.19	56.89	36.18	
0.00	281.23	11.20	56.92	40.23	
0.00	282.90	11.26	57.27	43.26	
0.00	277.91	11.07	56.25	44.56	
0.00	268.24	10.68	54.30	45.24	
0.00	256.74	10.23	51.99	46.16	
0.00	242.06	9.64	49.00	46.69	
0.00	230.03	9.16	46.57	46.29	
0.00	224.74	8.95	45.51	44.89	
0.00	223.05	8.88	45.18	43.18	
0.00	223.44	8.90	45.26	41.55	
0.00	225.68	8.99	45.71	39.00	
0.00	227.36	9.05	46.05	34.49	
0.00	223.26	8.89	45.20	28.42	
0.00	217.95	8.68	44.13	22.99	
0.00	214.14	8.53	43.37	17.89	
0.00	210.72	8.39	42.69	11.98	
0.00	204.88	8.15	41.49	4.57	
0.00	196.52	7.80	39.95	0.16	
0.00	187.68	7.49	37.96	0.03	
0.00	177.13	7.06	35.86	0.02	
