gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	271.37	10.78	54.84	0.01	
0.00	247.02	9.82	49.97	0.01	
0.00	219.04	8.72	44.33	0.02	
0.00	188.41	7.52	38.14	0.03	
0.00	156.15	6.24	31.62	0.03	
0.00	123.56	4.93	25.04	0.03	
0.00	93.05	3.73	18.89	0.04	
0.00	66.15	2.67	13.46	0.04	
0.00	43.88	1.79	8.96	0.04	
0.00	27.58	1.14	5.67	0.05	
0.00	17.69	0.73	3.66	0.06	
0.00	12.40	0.48	2.59	0.06	
0.00	10.19	0.38	2.20	0.06	
0.00	9.57	0.38	2.15	0.07	
0.00	9.59	0.36	2.17	0.07	
0.00	9.74	0.35	2.19	0.09	
0.00	9.84	0.34	2.20	0.11	
0.00	9.82	0.33	2.21	0.13	
0.00	9.63	0.33	2.20	0.26	
0.00	9.41	0.30	2.16	0.49	
0.00	9.20	0.28	2.08	0.77	
0.00	8.96	0.27	2.00	1.11	
0.00	8.67	0.27	1.89	1.60	
0.00	8.36	0.26	1.74	2.20	
0.00	8.02	0.26	1.61	2.78	
0.00	7.64	0.27	1.49	3.31	
0.00	7.24	0.27	1.31	3.79	
0.00	6.69	0.27	1.18	4.28	
0.00	6.05	0.26	1.05	4.81	
0.00	5.48	0.25	0.92	5.34	
0.00	4.90	0.24	0.85	5.84	
0.00	4.43	0.22	0.74	6.27	
0.00	3.95	0.21	0.64	6.59	
0.00	3.44	0.18	0.52	6.77	
0.00	2.86	0.17	0.40	6.88	
0.00	2.34	0.16	0.31	6.96	
0.00	1.98	0.15	0.26	7.01	
0.00	1.71	0.13	0.22	7.22	
0.00	1.46	0.11	0.19	7.86	
0.00	0.95	0.09	0.18	9.27	
0.00	0.34	0.06	0.12	11.61	
0.00	0.02	0.02	0.02	14.45	
0.00	0.00	0.00	0.00	16.11	
0.00	0.01	0.00	0.00	14.74	
0.00	0.47	0.02	0.09	11.59	
0.00	3.57	0.14	0.70	18.20	
0.00	13.38	0.54	2.69	26.54	
0.00	25.74	1.03	5.23	24.29	
0.00	32.29	1.32	6.63	12.33	
0.00	36.04	1.48	7.38	7.11	
0.00	49.03	1.98	10.01	12.94	
0.00	57.78	2.32	11.76	23.04	
0.00	76.71	3.07	15.60	27.43	
0.00	122.60	4.88	24.88	28.46	
0.00	185.51	7.37	37.58	16.42	
0.00	239.72	9.53	48.49	3.71	
0.00	281.19	11.18	56.88	0.00	
0.00	312.77	12.44	63.23	0.00	
0.00	337.54	13.43	68.26	0.00	
0.00	354.51	14.12	71.78	0.00	
0.00	362.54	14.44	73.39	0.00	
0.00	362.21	14.42	73.29	0.00	
0.00	354.90	14.13	71.84	0.00	
0.00	343.10	13.67	69.48	0.00	
0.00	328.01	13.06	66.38	0.00	
0.00	312.77	12.46	63.30	0.00	
0.00	298.06	11.87	60.32	0.00	
0.00	284.11	11.32	57.50	0.00	
0.00	270.04	10.76	54.65	0.00	
0.00	255.27	10.17	51.66	0.00	
0.00	239.75	9.55	48.52	0.00	
0.00	223.47	8.90	45.22	0.00	
0.00	206.65	8.23	41.82	0.00	
0.00	189.08	7.53	38.26	0.00	
0.00	172.42	6.87	34.89	0.00	
0.00	158.11	6.30	32.00	0.00	
0.00	146.92	5.85	29.73	0.00	
0.00	139.08	5.54	28.14	0.00	
0.00	134.37	5.35	27.18	0.00	
0.00	132.22	5.27	26.76	0.00	
0.00	132.31	5.27	26.78	0.00	
0.00	134.61	5.36	27.26	0.00	
0.00	139.37	5.55	28.24	0.00	
0.00	147.68	5.88	29.88	0.00	
0.00	160.14	6.37	32.36	0.00	
0.00	177.19	7.05	35.85	0.00	
0.00	198.68	7.92	40.24	0.00	
0.00	222.91	8.88	45.14	0.00	
0.00	247.51	9.86	50.09	0.00	
0.00	270.63	10.78	54.78	0.00	
0.00	290.37	11.57	58.80	0.00	
0.00	304.76	12.13	61.61	0.00	
0.00	314.32	12.50	63.52	0.00	
0.00	319.66	12.71	64.62	0.00	
0.00	321.26	12.78	64.95	0.00	
0.00	318.89	12.67	64.41	0.00	
0.00	312.62	12.43	63.21	0.01	
0.00	302.94	12.04	61.29	0.01	
0.00	289.53	11.51	58.56	0.01	
0.00	272.05	10.81	54.97	0.01	
