gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	51.78	2.09	10.45	0.22	
2.00	43.89	1.76	8.80	0.26	
3.00	37.79	1.51	7.54	0.31	
4.00	33.33	1.33	6.62	0.37	
5.00	30.49	1.21	6.06	0.43	
6.00	29.19	1.15	5.79	0.46	
7.00	28.65	1.13	5.69	0.47	
8.00	28.70	1.14	5.72	0.44	
9.00	29.27	1.16	5.85	0.39	
10.00	30.06	1.18	5.99	0.32	
11.00	30.74	1.21	6.10	0.25	
12.00	31.23	1.23	6.18	0.19	
13.00	31.29	1.24	6.18	0.15	
14.00	30.94	1.23	6.10	0.14	
15.00	30.28	1.20	5.97	0.13	
16.00	29.33	1.17	5.79	0.14	
17.00	28.14	1.13	5.57	0.15	
18.00	26.84	1.09	5.31	0.17	
19.00	25.47	1.03	5.02	0.20	
20.00	24.03	0.97	4.71	0.25	
21.00	22.46	0.91	4.40	0.34	
22.00	20.80	0.84	4.10	0.49	
23.00	19.10	0.78	3.77	0.69	
24.00	17.42	0.71	3.42	0.97	
25.00	15.75	0.65	3.08	1.33	
26.00	14.16	0.59	2.74	1.77	
27.00	12.67	0.53	2.41	2.25	
28.00	11.30	0.48	2.10	2.77	
29.00	10.05	0.44	1.82	3.28	
30.00	8.91	0.40	1.57	3.76	
31.00	7.83	0.36	1.33	4.24	
32.00	6.81	0.34	1.12	4.71	
33.00	5.83	0.31	0.94	5.17	
34.00	4.98	0.28	0.79	5.61	
35.00	4.27	0.25	0.68	6.01	
36.00	3.71	0.24	0.59	6.37	
37.00	3.30	0.22	0.53	6.63	
38.00	3.02	0.21	0.47	6.83	
39.00	2.82	0.20	0.43	7.02	
40.00	2.49	0.18	0.39	7.38	
41.00	1.95	0.15	0.33	8.29	
42.00	1.21	0.10	0.22	10.69	
43.00	0.53	0.05	0.10	15.80	
44.00	0.17	0.02	0.03	25.01	
45.00	0.04	0.00	0.01	37.69	
46.00	0.01	0.00	0.00	51.95	
47.00	0.05	0.00	0.01	62.51	
48.00	1.64	0.07	0.33	63.07	
49.00	7.46	0.30	1.49	51.26	
50.00	23.26	0.94	4.70	31.20	
51.00	48.26	1.95	9.79	13.62	
52.00	74.85	3.02	15.22	3.72	
53.00	95.48	3.84	19.40	1.53	
54.00	115.52	4.64	23.45	2.38	
55.00	165.13	6.61	33.47	3.10	
56.00	272.12	10.87	55.12	2.75	
57.00	470.27	18.75	95.21	1.09	
58.00	748.90	29.83	151.58	0.19	
59.00	1090.96	43.44	220.77	0.00	
60.00	1460.58	58.15	295.54	0.00	
61.00	1827.74	72.77	369.80	0.00	
62.00	2170.19	86.41	439.12	0.00	
63.00	2470.47	98.36	499.90	0.00	
64.00	2725.17	108.50	551.44	0.00	
65.00	2932.65	116.76	593.42	0.00	
66.00	3096.15	123.26	626.50	0.00	
67.00	3217.41	128.09	651.04	0.00	
68.00	3299.87	131.37	667.72	0.00	
69.00	3349.29	133.34	677.72	0.00	
70.00	3366.80	134.03	681.27	0.00	
71.00	3353.74	133.51	678.62	0.00	
72.00	3312.43	131.87	670.26	0.00	
73.00	3244.87	129.19	656.60	0.00	
74.00	3152.00	125.49	637.81	0.00	
75.00	3037.35	120.93	614.62	0.00	
76.00	2907.13	115.75	588.27	0.00	
77.00	2764.96	110.09	559.50	0.00	
78.00	2614.73	104.11	529.11	0.00	
79.00	2458.94	97.91	497.58	0.00	
80.00	2298.23	91.50	465.06	0.00	
81.00	2130.63	84.83	431.13	0.00	
82.00	1950.99	77.67	394.77	0.00	
83.00	1759.03	70.03	355.92	0.00	
84.00	1556.45	61.96	314.91	0.00	
85.00	1344.34	53.51	271.96	0.00	
86.00	1131.50	45.04	228.91	0.00	
87.00	927.73	36.93	187.72	0.00	
88.00	738.34	29.40	149.45	0.00	
89.00	574.74	22.90	116.38	0.00	
90.00	444.95	17.74	90.13	0.00	
91.00	340.41	13.58	68.97	0.01	
92.00	259.78	10.38	52.65	0.01	
93.00	204.94	8.21	41.55	0.01	
94.00	165.50	6.65	33.59	0.02	
95.00	135.03	5.43	27.44	0.02	
96.00	111.29	4.48	22.63	0.03	
97.00	92.97	3.74	18.90	0.03	
98.00	77.33	3.11	15.70	0.05	
99.00	63.95	2.58	12.95	0.06	
100.00	52.70	2.13	10.64	0.08	
