gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	328.90	13.13	66.64	0.01	
2.00	328.40	13.11	66.53	0.01	
3.00	322.26	12.86	65.33	0.01	
4.00	315.42	12.58	63.93	0.01	
5.00	307.77	12.28	62.37	0.01	
6.00	297.03	11.88	60.27	0.01	
7.00	284.50	11.37	57.72	0.01	
8.00	271.39	10.85	55.04	0.01	
9.00	256.84	10.24	52.06	0.01	
10.00	239.47	9.56	48.57	0.01	
11.00	219.36	8.74	44.42	0.02	
12.00	197.20	7.90	39.88	0.05	
13.00	175.13	7.01	35.46	0.87	
14.00	154.88	6.20	31.33	3.22	
15.00	136.79	5.46	27.74	8.06	
16.00	121.54	4.86	24.66	12.14	
17.00	107.19	4.30	21.79	14.33	
18.00	91.29	3.67	18.56	15.02	
19.00	78.43	3.16	15.95	14.94	
20.00	69.99	2.83	14.27	14.38	
21.00	63.93	2.58	13.02	13.32	
22.00	63.53	2.55	12.92	10.52	
23.00	70.49	2.86	14.33	5.36	
24.00	84.14	3.42	17.06	0.71	
25.00	108.37	4.35	22.04	0.03	
26.00	138.43	5.60	28.14	0.02	
27.00	171.09	6.89	34.76	0.02	
28.00	206.00	8.25	41.81	0.01	
29.00	243.00	9.72	49.28	0.01	
30.00	283.06	11.31	57.34	0.01	
31.00	325.28	12.97	65.89	0.01	
32.00	367.76	14.66	74.49	0.00	
33.00	408.10	16.26	82.66	0.00	
34.00	448.96	17.89	90.97	0.00	
35.00	492.44	19.62	99.75	0.00	
36.00	534.56	21.30	108.27	0.00	
37.00	574.89	22.90	116.42	0.00	
38.00	613.56	24.44	124.21	0.00	
39.00	651.16	25.93	131.80	0.00	
40.00	688.52	27.42	139.37	0.00	
41.00	724.49	28.84	146.54	0.00	
42.00	761.41	30.31	154.02	0.00	
43.00	799.35	31.83	161.81	0.00	
44.00	832.26	33.13	168.35	0.00	
45.00	857.89	34.17	173.68	0.00	
46.00	880.42	35.06	178.25	0.00	
47.00	902.91	35.94	182.76	0.00	
48.00	918.91	36.58	185.87	0.00	
49.00	924.64	36.82	187.16	0.00	
50.00	922.37	36.71	186.48	0.00	
51.00	913.31	36.36	184.80	0.00	
52.00	901.36	35.89	182.44	0.00	
53.00	889.79	35.42	180.03	0.00	
54.00	878.28	34.96	177.68	0.00	
55.00	863.54	34.38	174.67	0.00	
56.00	844.47	33.63	170.95	0.00	
57.00	824.74	32.84	166.94	0.00	
58.00	805.21	32.07	163.04	0.00	
59.00	782.77	31.16	158.39	0.00	
60.00	756.43	30.12	153.13	0.00	
61.00	728.61	29.01	147.49	0.00	
62.00	696.41	27.73	140.97	0.00	
63.00	657.42	26.19	133.11	0.00	
64.00	617.11	24.58	124.95	0.00	
65.00	576.66	22.98	116.79	0.00	
66.00	533.85	21.28	108.13	0.00	
67.00	489.57	19.51	99.13	0.01	
68.00	443.34	17.66	89.85	0.01	
69.00	394.66	15.74	79.98	0.02	
70.00	345.34	13.77	69.86	0.31	
71.00	298.84	11.93	60.57	2.67	
72.00	252.67	10.09	51.22	5.20	
73.00	205.49	8.21	41.69	7.32	
74.00	161.75	6.48	32.82	8.85	
75.00	124.91	5.03	25.36	9.98	
76.00	94.11	3.79	19.17	11.04	
77.00	69.40	2.82	14.11	12.66	
78.00	50.60	2.05	10.23	15.82	
79.00	36.21	1.45	7.27	19.59	
80.00	26.40	1.10	5.38	24.04	
81.00	22.32	0.93	4.58	29.07	
82.00	22.44	0.93	4.60	32.17	
83.00	24.51	1.01	5.01	35.10	
84.00	27.19	1.11	5.56	39.74	
85.00	30.38	1.23	6.20	45.03	
86.00	34.02	1.38	6.93	48.35	
87.00	39.25	1.59	7.98	47.71	
88.00	46.52	1.87	9.44	44.78	
89.00	52.98	2.12	10.73	40.56	
90.00	60.66	2.44	12.25	35.99	
91.00	72.91	2.90	14.79	30.55	
92.00	88.67	3.56	18.03	24.68	
93.00	109.13	4.39	22.18	22.09	
94.00	129.90	5.23	26.41	19.25	
95.00	145.55	5.85	29.55	15.13	
96.00	154.24	6.20	31.34	10.77	
97.00	160.75	6.46	32.65	6.62	
98.00	170.12	6.82	34.50	3.03	
99.00	181.43	7.26	36.75	1.53	
100.00	191.05	7.65	38.71	0.81	
