gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	402.48	16.05	81.52	0.01	
2.00	337.41	13.46	68.35	0.01	
3.00	275.90	11.00	55.90	0.02	
4.00	219.02	8.73	44.38	0.02	
5.00	167.91	6.69	34.03	0.03	
6.00	125.99	5.04	25.58	0.03	
7.00	93.97	3.76	19.07	0.04	
8.00	69.87	2.78	14.16	0.05	
9.00	52.79	2.07	10.68	0.05	
10.00	41.88	1.63	8.47	0.06	
11.00	35.37	1.38	7.15	0.07	
12.00	31.15	1.20	6.27	0.07	
13.00	28.34	1.09	5.67	0.08	
14.00	26.39	1.02	5.24	0.09	
15.00	24.92	0.96	4.91	0.10	
16.00	23.67	0.92	4.64	0.11	
17.00	22.50	0.88	4.39	0.12	
18.00	21.35	0.85	4.13	0.14	
19.00	20.10	0.80	3.84	0.17	
20.00	18.61	0.75	3.52	0.22	
21.00	16.89	0.70	3.17	0.30	
22.00	15.07	0.64	2.76	0.43	
23.00	13.17	0.59	2.36	0.64	
24.00	11.35	0.52	1.96	0.91	
25.00	9.64	0.46	1.62	1.24	
26.00	8.00	0.42	1.38	1.63	
27.00	6.70	0.37	1.10	2.12	
28.00	5.56	0.32	0.88	2.72	
29.00	4.47	0.28	0.71	3.39	
30.00	3.51	0.23	0.55	4.18	
31.00	2.67	0.20	0.45	5.14	
32.00	2.06	0.16	0.35	6.22	
33.00	1.60	0.13	0.28	7.32	
34.00	1.27	0.10	0.21	8.32	
35.00	1.01	0.09	0.16	9.12	
36.00	0.78	0.08	0.13	9.70	
37.00	0.62	0.07	0.11	10.14	
38.00	0.49	0.06	0.08	10.69	
39.00	0.36	0.05	0.07	11.84	
40.00	0.21	0.03	0.06	14.28	
41.00	0.07	0.02	0.03	19.04	
42.00	0.01	0.01	0.01	27.11	
43.00	0.00	0.00	0.00	38.49	
44.00	0.00	0.00	0.00	50.94	
45.00	0.08	0.00	0.02	59.66	
46.00	0.80	0.03	0.15	58.70	
47.00	5.56	0.23	1.10	42.93	
48.00	18.84	0.77	3.78	21.67	
49.00	40.51	1.63	8.17	6.16	
50.00	60.87	2.45	12.36	2.36	
51.00	65.94	2.65	13.39	4.49	
52.00	64.89	2.61	13.18	9.40	
53.00	77.57	3.13	15.74	10.61	
54.00	133.85	5.37	27.11	8.38	
55.00	241.71	9.66	48.96	3.45	
56.00	406.88	16.23	82.42	0.72	
57.00	605.69	24.13	122.62	0.00	
58.00	823.48	32.78	166.61	0.00	
59.00	1046.00	41.64	211.60	0.00	
60.00	1265.44	50.38	256.07	0.00	
61.00	1475.33	58.74	298.52	0.00	
62.00	1670.19	66.50	337.95	0.00	
63.00	1845.98	73.49	373.52	0.00	
64.00	2000.43	79.64	404.76	0.00	
65.00	2130.11	84.81	431.03	0.00	
66.00	2238.02	89.11	452.86	0.00	
67.00	2325.95	92.61	470.66	0.00	
68.00	2395.65	95.39	484.76	0.00	
69.00	2449.08	97.51	495.57	0.00	
70.00	2487.45	99.04	503.34	0.00	
71.00	2511.41	99.99	508.20	0.00	
72.00	2521.91	100.41	510.32	0.00	
73.00	2519.20	100.31	509.77	0.00	
74.00	2501.83	99.61	506.25	0.00	
75.00	2470.38	98.36	499.89	0.00	
76.00	2425.57	96.57	490.82	0.00	
77.00	2368.48	94.30	479.27	0.00	
78.00	2300.17	91.58	465.44	0.00	
79.00	2222.94	88.50	449.81	0.00	
80.00	2139.91	85.20	433.01	0.00	
81.00	2053.64	81.76	415.56	0.00	
82.00	1966.01	78.27	397.82	0.00	
83.00	1878.20	74.78	380.03	0.00	
84.00	1790.31	71.28	362.26	0.00	
85.00	1701.80	67.75	344.36	0.00	
86.00	1611.90	64.18	326.15	0.00	
87.00	1519.69	60.51	307.50	0.00	
88.00	1425.05	56.73	288.29	0.00	
89.00	1328.62	52.89	268.78	0.00	
90.00	1231.06	49.01	249.12	0.00	
91.00	1133.56	45.13	229.34	0.00	
92.00	1037.80	41.32	209.98	0.00	
93.00	944.68	37.61	191.14	0.00	
94.00	854.81	34.03	172.98	0.00	
95.00	768.64	30.61	155.56	0.00	
96.00	687.01	27.36	139.04	0.00	
97.00	609.64	24.29	123.43	0.00	
98.00	535.57	21.34	108.45	0.01	
99.00	464.55	18.52	94.08	0.01	
100.00	396.38	15.81	80.29	0.01	
