gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	37.82	1.48	7.56	0.08	
2.00	31.18	1.22	6.18	0.10	
3.00	26.41	1.04	5.18	0.15	
4.00	23.10	0.91	4.49	0.20	
5.00	20.90	0.83	4.04	0.27	
6.00	19.66	0.79	3.79	0.30	
7.00	19.22	0.77	3.68	0.31	
8.00	19.28	0.77	3.71	0.29	
9.00	19.73	0.79	3.81	0.25	
10.00	20.43	0.81	3.95	0.21	
11.00	21.05	0.83	4.06	0.17	
12.00	21.30	0.84	4.12	0.14	
13.00	21.19	0.84	4.09	0.14	
14.00	20.73	0.82	3.97	0.14	
15.00	19.97	0.79	3.81	0.14	
16.00	19.16	0.76	3.59	0.16	
17.00	18.31	0.74	3.42	0.17	
18.00	17.46	0.71	3.22	0.20	
19.00	16.52	0.69	3.03	0.23	
20.00	15.38	0.65	2.80	0.28	
21.00	14.00	0.61	2.50	0.35	
22.00	12.45	0.58	2.17	0.45	
23.00	10.77	0.53	1.83	0.61	
24.00	9.11	0.47	1.48	0.86	
25.00	7.56	0.42	1.19	1.28	
26.00	6.11	0.37	0.96	1.83	
27.00	4.84	0.32	0.74	2.51	
28.00	3.70	0.27	0.56	3.32	
29.00	2.74	0.22	0.43	4.23	
30.00	1.94	0.18	0.33	5.24	
31.00	1.34	0.14	0.25	6.33	
32.00	0.92	0.11	0.19	7.46	
33.00	0.62	0.08	0.15	8.58	
34.00	0.42	0.06	0.11	9.67	
35.00	0.31	0.05	0.08	10.71	
36.00	0.26	0.04	0.06	11.65	
37.00	0.20	0.03	0.05	12.47	
38.00	0.15	0.02	0.04	13.13	
39.00	0.10	0.02	0.03	13.80	
40.00	0.07	0.01	0.02	14.76	
41.00	0.03	0.01	0.01	16.47	
42.00	0.01	0.00	0.01	19.87	
43.00	0.00	0.00	0.00	26.12	
44.00	0.00	0.00	0.00	35.90	
45.00	0.00	0.00	0.00	49.22	
46.00	0.00	0.00	0.00	63.68	
47.00	0.09	0.00	0.02	71.92	
48.00	1.19	0.05	0.23	67.44	
49.00	6.71	0.27	1.33	46.06	
50.00	22.21	0.89	4.47	20.14	
51.00	45.05	1.80	9.14	5.58	
52.00	55.39	2.23	11.23	5.15	
53.00	48.70	1.97	9.87	14.70	
54.00	40.74	1.65	8.23	24.27	
55.00	61.45	2.48	12.44	18.21	
56.00	171.70	6.87	34.80	6.16	
57.00	376.65	15.02	76.30	1.96	
58.00	661.19	26.34	133.85	0.81	
59.00	989.62	39.40	200.25	0.00	
60.00	1333.27	53.08	269.78	0.00	
61.00	1667.37	66.38	337.38	0.00	
62.00	1976.83	78.71	400.01	0.00	
63.00	2251.09	89.63	455.49	0.00	
64.00	2486.10	98.99	503.07	0.00	
65.00	2675.15	106.52	541.33	0.00	
66.00	2824.96	112.48	571.64	0.00	
67.00	2939.09	117.02	594.74	0.00	
68.00	3019.85	120.24	611.07	0.00	
69.00	3072.01	122.31	621.63	0.00	
70.00	3098.60	123.37	627.01	0.00	
71.00	3101.95	123.50	627.68	0.00	
72.00	3083.80	122.78	624.01	0.00	
73.00	3044.01	121.20	615.97	0.00	
74.00	2980.93	118.69	603.20	0.00	
75.00	2897.89	115.38	586.40	0.00	
76.00	2797.24	111.38	566.03	0.00	
77.00	2681.52	106.77	542.60	0.00	
78.00	2554.70	101.72	516.94	0.00	
79.00	2421.75	96.43	490.04	0.00	
80.00	2285.26	90.99	462.42	0.00	
81.00	2145.42	85.42	434.12	0.00	
82.00	2000.50	79.65	404.79	0.00	
83.00	1845.29	73.47	373.39	0.00	
84.00	1677.91	66.81	339.52	0.00	
85.00	1498.52	59.66	303.21	0.00	
86.00	1307.95	52.07	264.63	0.00	
87.00	1110.74	44.22	224.73	0.00	
88.00	917.96	36.55	185.75	0.00	
89.00	737.36	29.36	149.25	0.00	
90.00	574.36	22.88	116.31	0.00	
91.00	435.80	17.37	88.27	0.00	
92.00	329.25	13.14	66.70	0.01	
93.00	246.49	9.86	49.96	0.01	
94.00	183.54	7.37	37.24	0.02	
95.00	137.04	5.52	27.86	0.02	
96.00	104.67	4.22	21.31	0.02	
97.00	80.75	3.25	16.44	0.03	
98.00	62.29	2.50	12.65	0.04	
99.00	48.26	1.91	9.74	0.06	
100.00	37.89	1.48	7.58	0.08	
