gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	1301.59	51.83	263.46	0.00	
2.00	1283.86	51.14	259.87	0.00	
3.00	1234.76	49.17	249.80	0.00	
4.00	1149.03	45.77	232.67	0.00	
5.00	1013.88	40.35	205.04	2.95	
6.00	826.95	32.91	167.21	20.61	
7.00	537.58	21.42	108.87	26.47	
8.00	224.26	8.98	45.47	19.95	
9.00	118.25	4.70	23.95	63.59	
10.00	52.08	2.11	10.46	18.90	
11.00	2.46	0.14	0.45	33.92	
12.00	4.19	0.16	0.84	45.20	
13.00	4.03	0.19	0.60	12.84	
14.00	6.30	0.23	1.24	11.82	
15.00	0.01	0.01	0.01	14.95	
16.00	0.00	0.01	0.00	16.66	
17.00	0.00	0.00	0.00	18.62	
18.00	4.12	0.15	0.81	16.60	
19.00	49.72	2.00	10.10	14.68	
20.00	134.83	5.38	27.31	10.12	
21.00	210.86	8.40	42.68	7.74	
22.00	250.60	10.03	50.87	4.54	
23.00	280.80	11.19	56.88	13.79	
24.00	370.65	14.78	75.06	15.12	
25.00	468.00	18.65	94.78	17.16	
26.00	565.93	22.54	114.57	18.17	
27.00	675.13	26.89	136.67	16.72	
28.00	801.25	31.90	162.11	15.74	
29.00	875.81	34.87	177.24	16.25	
30.00	892.88	35.54	180.64	14.09	
31.00	912.53	36.32	184.67	13.39	
32.00	897.67	35.71	181.43	12.88	
33.00	866.70	34.50	175.34	10.50	
34.00	891.74	35.49	180.42	5.34	
35.00	954.76	38.00	193.10	0.01	
36.00	1079.21	42.96	218.28	0.00	
37.00	1189.36	47.37	240.76	0.00	
38.00	1258.94	50.15	254.99	0.00	
39.00	1267.11	50.44	256.32	0.00	
40.00	1303.98	51.91	263.81	0.00	
41.00	1399.93	55.72	283.19	0.00	
42.00	1514.07	60.28	306.37	0.00	
43.00	1562.94	62.23	316.28	0.00	
44.00	1604.10	63.86	324.57	0.00	
45.00	1682.22	66.97	340.38	0.00	
46.00	1702.10	67.76	344.41	0.00	
47.00	1678.13	66.81	339.54	0.00	
48.00	1662.94	66.20	336.44	0.00	
49.00	1678.21	66.83	339.55	0.00	
50.00	1702.86	67.79	344.55	0.00	
51.00	1706.12	67.91	345.20	0.00	
52.00	1720.62	68.50	348.11	0.00	
53.00	1731.53	68.95	350.34	0.00	
54.00	1760.62	70.11	356.25	0.00	
55.00	1782.21	70.95	360.62	0.00	
56.00	1781.20	70.91	360.35	0.00	
57.00	1787.76	71.16	361.72	0.00	
58.00	1774.61	70.67	359.08	0.00	
59.00	1727.71	68.78	349.58	0.00	
60.00	1656.28	65.94	335.16	0.00	
61.00	1610.02	64.10	325.75	0.00	
62.00	1611.03	64.14	326.00	0.00	
63.00	1643.70	65.43	332.53	0.00	
64.00	1652.37	65.77	334.30	0.00	
65.00	1627.55	64.78	329.23	0.00	
66.00	1583.65	63.05	320.30	0.00	
67.00	1514.16	60.28	306.38	0.00	
68.00	1428.18	56.86	288.99	0.00	
69.00	1348.11	53.67	272.83	0.00	
70.00	1280.34	50.99	259.12	0.00	
71.00	1177.69	46.91	238.57	0.00	
72.00	1052.44	41.91	213.00	0.00	
73.00	937.45	37.34	189.75	0.00	
74.00	800.37	31.86	161.88	0.00	
75.00	657.40	26.16	132.85	0.00	
76.00	569.53	22.69	115.29	0.00	
77.00	530.52	21.14	107.40	0.00	
78.00	516.93	20.61	104.69	0.01	
79.00	467.03	18.63	94.56	0.03	
80.00	322.28	12.87	65.29	0.33	
81.00	163.08	6.51	33.00	2.20	
82.00	72.85	2.92	14.60	6.05	
83.00	23.69	1.01	4.85	8.59	
84.00	2.34	0.11	0.46	11.53	
85.00	0.33	0.05	0.08	15.48	
86.00	0.00	0.00	0.00	17.83	
87.00	0.00	0.00	0.00	22.69	
88.00	0.11	0.01	0.01	26.14	
89.00	0.00	0.00	0.00	43.79	
90.00	3.44	0.15	0.62	54.65	
91.00	56.49	2.28	11.32	78.70	
92.00	173.05	6.90	35.03	69.03	
93.00	414.13	16.49	83.81	47.99	
94.00	663.12	26.43	134.32	19.31	
95.00	882.86	35.14	178.74	0.01	
96.00	1049.45	41.78	212.33	0.00	
97.00	1149.62	45.78	232.70	0.00	
98.00	1239.70	49.34	250.83	0.00	
99.00	1283.41	51.12	260.02	0.00	
100.00	1280.83	51.01	259.34	0.00	
