gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	31.12	1.25	6.29	16.65	
2.00	65.83	2.65	13.39	5.15	
3.00	90.37	3.64	18.37	0.84	
4.00	107.58	4.33	21.85	1.23	
5.00	121.53	4.88	24.65	3.34	
6.00	197.13	7.89	39.95	4.15	
7.00	350.07	13.97	70.89	2.47	
8.00	584.06	23.27	118.23	0.26	
9.00	910.50	36.26	184.26	0.01	
10.00	1286.43	51.22	260.30	0.00	
11.00	1666.40	66.34	337.15	0.00	
12.00	2034.44	81.00	411.62	0.00	
13.00	2361.94	94.04	477.93	0.00	
14.00	2638.98	105.07	534.00	0.00	
15.00	2873.16	114.39	581.39	0.00	
16.00	3062.70	121.94	619.74	0.00	
17.00	3203.25	127.53	648.18	0.00	
18.00	3302.64	131.48	668.28	0.00	
19.00	3369.92	134.16	681.90	0.00	
20.00	3405.14	135.56	689.02	0.00	
21.00	3405.93	135.59	689.18	0.00	
22.00	3377.43	134.46	683.42	0.00	
23.00	3323.60	132.32	672.52	0.00	
24.00	3242.27	129.08	656.07	0.00	
25.00	3135.92	124.85	634.56	0.00	
26.00	3010.62	119.87	609.21	0.00	
27.00	2871.44	114.33	581.05	0.00	
28.00	2722.57	108.41	550.93	0.00	
29.00	2567.99	102.25	519.64	0.00	
30.00	2408.70	95.90	487.40	0.00	
31.00	2244.04	89.34	454.08	0.00	
32.00	2070.40	82.43	418.94	0.00	
33.00	1884.54	75.03	381.32	0.00	
34.00	1685.62	67.11	341.05	0.00	
35.00	1474.62	58.70	298.33	0.00	
36.00	1258.02	50.08	254.51	0.00	
37.00	1044.69	41.59	211.37	0.00	
38.00	843.74	33.59	170.76	0.00	
39.00	663.67	26.43	134.35	0.00	
40.00	513.86	20.48	104.07	0.00	
41.00	393.16	15.68	79.66	0.01	
42.00	302.82	12.09	61.37	0.01	
43.00	236.14	9.45	47.87	0.01	
44.00	188.74	7.57	38.28	0.02	
45.00	154.27	6.20	31.32	0.02	
46.00	129.11	5.19	26.24	0.02	
47.00	108.47	4.36	22.06	0.03	
48.00	91.09	3.66	18.52	0.04	
49.00	76.25	3.07	15.46	0.05	
50.00	63.60	2.57	12.85	0.07	
51.00	53.06	2.15	10.69	0.09	
52.00	44.77	1.81	8.98	0.12	
53.00	38.72	1.56	7.73	0.17	
54.00	34.52	1.37	6.87	0.21	
55.00	32.07	1.26	6.37	0.24	
56.00	30.83	1.21	6.12	0.24	
57.00	30.56	1.20	6.08	0.22	
58.00	30.93	1.22	6.16	0.19	
59.00	31.68	1.25	6.31	0.15	
60.00	32.51	1.28	6.46	0.13	
61.00	33.19	1.30	6.59	0.11	
62.00	33.52	1.32	6.64	0.10	
63.00	33.44	1.32	6.62	0.10	
64.00	33.00	1.31	6.52	0.11	
65.00	32.18	1.28	6.36	0.12	
66.00	31.11	1.23	6.15	0.13	
67.00	29.78	1.18	5.91	0.14	
68.00	28.30	1.13	5.62	0.17	
69.00	26.78	1.08	5.30	0.21	
70.00	25.19	1.01	4.97	0.28	
71.00	23.53	0.94	4.64	0.39	
72.00	21.81	0.88	4.32	0.52	
73.00	20.07	0.81	3.96	0.72	
74.00	18.33	0.74	3.62	0.99	
75.00	16.64	0.68	3.27	1.33	
76.00	15.05	0.62	2.91	1.75	
77.00	13.52	0.56	2.57	2.20	
78.00	12.07	0.51	2.26	2.65	
79.00	10.71	0.47	1.98	3.08	
80.00	9.45	0.42	1.70	3.51	
81.00	8.31	0.39	1.45	3.95	
82.00	7.23	0.36	1.24	4.40	
83.00	6.26	0.33	1.06	4.84	
84.00	5.39	0.30	0.90	5.25	
85.00	4.67	0.27	0.77	5.65	
86.00	4.12	0.26	0.67	5.95	
87.00	3.71	0.24	0.58	6.20	
88.00	3.40	0.23	0.50	6.40	
89.00	3.13	0.21	0.47	6.59	
90.00	2.64	0.19	0.42	7.10	
91.00	1.95	0.15	0.33	8.52	
92.00	1.12	0.09	0.20	11.48	
93.00	0.41	0.04	0.07	18.30	
94.00	0.11	0.01	0.02	29.90	
95.00	0.00	0.00	0.00	44.10	
96.00	0.00	0.00	0.00	59.44	
97.00	0.02	0.00	0.00	66.96	
98.00	2.48	0.10	0.49	59.35	
99.00	11.73	0.47	2.35	41.56	
100.00	31.51	1.27	6.36	16.56	
