gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	103.08	4.13	20.93	0.01	
0.00	95.23	3.81	19.34	0.01	
0.00	89.83	3.60	18.25	0.01	
0.00	88.56	3.55	17.93	0.01	
0.00	96.51	3.85	19.58	0.01	
0.00	104.42	4.17	21.13	0.01	
0.00	117.42	4.67	23.76	0.01	
0.00	133.08	5.30	26.90	0.02	
0.00	144.79	5.76	29.28	0.02	
0.00	155.24	6.16	31.40	0.02	
0.00	170.27	6.77	34.44	0.02	
0.00	186.64	7.45	37.77	0.01	
0.00	194.99	7.73	39.43	0.01	
0.00	210.63	8.35	42.62	0.01	
0.00	239.59	9.52	48.44	0.01	
0.00	271.59	10.79	54.93	0.01	
0.00	303.84	12.06	61.47	0.01	
0.00	320.87	12.77	64.92	0.00	
0.00	324.25	12.89	65.56	0.00	
0.00	321.49	12.75	64.71	0.00	
0.00	317.05	12.61	64.10	0.00	
0.00	307.55	12.23	62.16	0.00	
0.00	292.07	11.62	59.04	0.00	
0.00	286.00	11.38	57.87	0.00	
0.00	300.76	11.98	60.85	0.00	
0.00	335.48	13.35	67.85	0.00	
0.00	368.27	14.66	74.47	0.00	
0.00	372.52	14.84	75.35	0.00	
0.00	338.56	13.48	68.50	0.00	
0.00	274.05	10.92	55.51	0.00	
0.00	243.96	9.72	49.39	0.00	
0.00	322.81	12.86	65.36	0.00	
0.00	457.62	18.21	92.57	0.00	
0.00	567.67	22.60	114.89	0.00	
0.00	611.83	24.35	123.80	0.01	
0.00	607.56	24.17	123.00	0.30	
0.00	604.13	24.05	122.24	3.53	
0.00	658.47	26.21	133.25	5.93	
0.00	760.76	30.28	153.93	7.39	
0.00	861.66	34.28	174.32	8.02	
0.00	877.74	34.93	177.71	7.93	
0.00	821.46	32.70	166.22	7.52	
0.00	737.70	29.35	149.25	7.77	
0.00	662.26	26.35	134.02	8.53	
0.00	608.95	24.23	123.19	8.68	
0.00	504.08	20.06	102.09	9.11	
0.00	322.11	12.83	65.23	9.58	
0.00	148.89	5.92	30.17	9.60	
0.00	53.84	2.17	10.97	9.68	
0.00	18.23	0.73	3.73	12.76	
0.00	6.07	0.25	1.13	11.80	
0.00	31.32	1.26	6.40	8.66	
0.00	180.41	7.19	36.53	16.40	
0.00	379.53	15.11	76.80	15.08	
0.00	581.59	23.16	117.68	18.81	
0.00	814.72	32.42	164.84	12.09	
0.00	903.25	35.96	182.76	23.40	
0.00	896.58	35.66	181.50	13.72	
0.00	755.90	30.09	152.93	19.90	
0.00	689.41	27.44	139.50	5.74	
0.00	659.21	26.25	133.39	10.23	
0.00	662.81	26.38	134.10	18.49	
0.00	641.57	25.52	129.73	2.09	
0.00	447.42	17.81	90.51	0.00	
0.00	358.15	14.25	72.44	0.00	
0.00	443.09	17.64	89.63	0.00	
0.00	461.39	18.36	93.34	0.00	
0.00	473.46	18.84	95.75	0.00	
0.00	474.82	18.90	96.04	0.00	
0.00	428.24	17.01	86.56	0.01	
0.00	386.24	15.37	78.19	0.01	
0.00	359.37	14.29	72.68	0.01	
0.00	345.94	13.77	69.99	0.01	
0.00	334.59	13.36	67.73	0.00	
0.00	321.67	12.78	65.13	0.29	
0.00	308.99	12.30	62.53	6.61	
0.00	296.56	11.80	60.01	15.66	
0.00	286.45	11.41	57.98	23.79	
0.00	280.96	11.18	56.88	30.60	
0.00	278.31	11.08	56.31	35.82	
0.00	278.39	11.09	56.35	39.82	
0.00	280.04	11.15	56.69	42.82	
0.00	275.11	10.95	55.69	44.11	
0.00	265.53	10.57	53.75	44.78	
0.00	254.14	10.12	51.47	45.69	
0.00	239.62	9.54	48.51	46.22	
0.00	227.71	9.07	46.10	45.82	
0.00	222.47	8.86	45.05	44.44	
0.00	220.80	8.79	44.72	42.75	
0.00	221.18	8.81	44.80	41.13	
0.00	223.40	8.90	45.25	38.60	
0.00	225.06	8.96	45.58	34.15	
0.00	221.01	8.80	44.75	28.13	
0.00	215.74	8.59	43.68	22.76	
0.00	211.98	8.44	42.93	17.71	
0.00	208.59	8.31	42.26	11.86	
0.00	202.81	8.07	41.07	4.53	
0.00	194.54	7.72	39.55	0.16	
0.00	185.78	7.41	37.58	0.03	
0.00	175.34	6.99	35.50	0.02	
