gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	4.94	0.25	0.77	15.93	
2.00	7.32	0.34	1.25	11.65	
3.00	3.73	0.17	0.75	63.00	
4.00	0.45	0.02	0.08	157.59	
5.00	0.00	0.00	0.00	227.90	
6.00	0.15	0.01	0.03	217.15	
7.00	5.97	0.24	1.22	136.02	
8.00	37.59	1.53	7.59	51.62	
9.00	102.42	4.12	20.76	10.27	
10.00	182.13	7.30	36.96	1.43	
11.00	259.59	10.37	52.57	0.01	
12.00	334.10	13.33	67.69	0.01	
13.00	405.88	16.18	82.22	0.00	
14.00	474.31	18.90	96.08	0.00	
15.00	538.82	21.47	109.11	0.00	
16.00	599.54	23.89	121.41	0.00	
17.00	657.19	26.18	133.07	0.00	
18.00	712.37	28.37	144.21	0.00	
19.00	765.28	30.47	154.87	0.00	
20.00	815.33	32.47	165.03	0.00	
21.00	862.26	34.33	174.47	0.00	
22.00	905.91	36.07	183.31	0.00	
23.00	946.93	37.69	191.54	0.00	
24.00	985.83	39.25	199.47	0.00	
25.00	1023.54	40.75	207.09	0.00	
26.00	1060.89	42.23	214.61	0.00	
27.00	1098.38	43.73	222.24	0.00	
28.00	1136.33	45.23	229.84	0.00	
29.00	1174.86	46.76	237.63	0.00	
30.00	1215.11	48.36	245.73	0.00	
31.00	1258.65	50.10	254.60	0.00	
32.00	1307.46	52.05	264.53	0.00	
33.00	1363.13	54.26	275.79	0.00	
34.00	1426.13	56.78	288.56	0.00	
35.00	1495.95	59.55	302.63	0.00	
36.00	1570.52	62.52	317.76	0.00	
37.00	1648.70	65.63	333.58	0.00	
38.00	1729.71	68.87	350.01	0.00	
39.00	1813.02	72.18	366.84	0.00	
40.00	1898.12	75.57	384.05	0.00	
41.00	1984.13	78.99	401.48	0.00	
42.00	2069.86	82.40	418.81	0.00	
43.00	2153.80	85.76	435.82	0.00	
44.00	2234.53	88.96	452.16	0.00	
45.00	2309.80	91.96	467.39	0.00	
46.00	2376.78	94.63	480.94	0.00	
47.00	2432.91	96.87	492.31	0.00	
48.00	2477.67	98.65	501.37	0.00	
49.00	2511.73	100.01	508.25	0.00	
50.00	2535.94	100.97	513.15	0.00	
51.00	2550.20	101.54	516.03	0.00	
52.00	2552.76	101.64	516.56	0.00	
53.00	2540.78	101.17	514.13	0.00	
54.00	2510.20	99.95	507.95	0.00	
55.00	2455.47	97.77	496.87	0.00	
56.00	2368.96	94.32	479.37	0.00	
57.00	2243.42	89.32	453.96	0.00	
58.00	2071.71	82.48	419.20	0.00	
59.00	1850.70	73.68	374.47	0.00	
60.00	1586.19	63.15	320.92	0.00	
61.00	1295.11	51.54	261.93	0.00	
62.00	1001.91	39.88	202.71	0.00	
63.00	734.44	29.25	148.67	0.00	
64.00	514.21	20.49	104.14	0.00	
65.00	354.03	14.12	71.75	0.01	
66.00	250.08	10.00	50.67	0.01	
67.00	188.47	7.56	38.22	0.01	
68.00	151.83	6.11	30.84	0.02	
69.00	125.35	5.04	25.48	0.02	
70.00	102.44	4.11	20.84	0.02	
71.00	82.15	3.28	16.71	0.03	
72.00	65.31	2.62	13.28	0.04	
73.00	52.58	2.09	10.68	0.04	
74.00	43.82	1.70	8.85	0.04	
75.00	37.93	1.44	7.62	0.05	
76.00	33.78	1.29	6.82	0.07	
77.00	30.57	1.18	6.12	0.08	
78.00	27.60	1.08	5.49	0.10	
79.00	24.71	0.97	4.86	0.12	
80.00	21.80	0.87	4.24	0.16	
81.00	18.97	0.76	3.64	0.23	
82.00	16.20	0.68	3.08	0.37	
83.00	13.64	0.57	2.47	0.60	
84.00	11.11	0.50	1.92	0.93	
85.00	8.69	0.42	1.36	1.41	
86.00	6.27	0.36	0.96	2.15	
87.00	4.24	0.28	0.61	3.16	
88.00	2.73	0.21	0.39	4.46	
89.00	1.64	0.15	0.26	5.90	
90.00	0.90	0.10	0.16	7.39	
91.00	0.46	0.06	0.12	8.96	
92.00	0.29	0.04	0.07	10.47	
93.00	0.20	0.03	0.04	11.96	
94.00	0.08	0.02	0.04	14.14	
95.00	0.01	0.01	0.01	18.75	
96.00	0.00	0.00	0.00	27.76	
97.00	0.00	0.00	0.00	40.09	
98.00	0.03	0.00	0.01	47.30	
99.00	0.99	0.05	0.16	37.17	
100.00	5.60	0.27	0.96	14.62	
