gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	6.49	0.23	1.30	6.38	
0.00	5.27	0.20	1.04	11.77	
0.00	2.71	0.11	0.47	40.81	
0.00	0.00	0.00	0.00	38.10	
0.00	0.00	0.00	0.00	22.46	
0.00	0.00	0.00	0.00	29.85	
0.00	0.00	0.00	0.00	40.28	
0.00	3.82	0.15	0.74	48.43	
0.00	20.14	0.80	4.08	51.15	
0.00	42.07	1.69	8.57	52.50	
0.00	63.32	2.55	12.86	49.30	
0.00	83.32	3.33	16.91	44.59	
0.00	101.46	4.05	20.60	39.62	
0.00	118.72	4.74	24.08	34.91	
0.00	134.79	5.38	27.30	29.68	
0.00	150.23	5.98	30.42	24.51	
0.00	164.97	6.56	33.43	20.25	
0.00	179.04	7.12	36.26	16.22	
0.00	192.34	7.65	38.95	12.10	
0.00	203.24	8.09	41.13	6.97	
0.00	210.66	8.36	42.64	2.25	
0.00	214.74	8.53	43.48	0.20	
0.00	218.21	8.68	44.15	0.02	
0.00	221.64	8.82	44.87	0.01	
0.00	223.09	8.87	45.13	0.01	
0.00	221.60	8.81	44.83	0.01	
0.00	218.85	8.70	44.28	0.01	
0.00	217.20	8.63	43.94	0.01	
0.00	217.57	8.65	44.01	0.00	
0.00	219.64	8.74	44.42	0.00	
0.00	223.61	8.90	45.22	0.00	
0.00	229.16	9.11	46.32	0.00	
0.00	234.74	9.33	47.42	0.00	
0.00	240.46	9.56	48.65	0.00	
0.00	246.72	9.82	49.91	0.00	
0.00	252.01	10.03	50.96	0.00	
0.00	254.09	10.11	51.35	0.00	
0.00	254.48	10.12	51.44	0.00	
0.00	257.27	10.24	52.01	0.00	
0.00	263.71	10.49	53.35	0.00	
0.00	270.86	10.78	54.78	0.00	
0.00	275.81	10.98	55.77	0.00	
0.00	279.18	11.11	56.45	0.00	
0.00	280.78	11.18	56.79	0.00	
0.00	279.36	11.12	56.52	0.00	
0.00	274.38	10.92	55.54	0.00	
0.00	267.66	10.66	54.19	0.00	
0.00	262.42	10.45	53.12	0.00	
0.00	258.59	10.30	52.33	0.00	
0.00	254.06	10.11	51.41	0.00	
0.00	245.83	9.79	49.79	0.00	
0.00	232.58	9.26	47.07	0.00	
0.00	217.09	8.64	43.89	0.00	
0.00	203.45	8.11	41.24	0.00	
0.00	193.54	7.70	39.09	0.00	
0.00	186.73	7.43	37.78	0.00	
0.00	181.81	7.23	36.74	0.00	
0.00	176.39	7.02	35.65	0.00	
0.00	169.43	6.75	34.25	0.00	
0.00	162.71	6.48	32.92	0.00	
0.00	157.85	6.29	31.93	0.00	
0.00	154.67	6.16	31.36	0.00	
0.00	153.81	6.14	31.28	0.00	
0.00	157.81	6.30	32.04	0.00	
0.00	165.94	6.60	33.51	0.00	
0.00	175.94	6.99	35.53	0.00	
0.00	185.23	7.35	37.29	0.00	
0.00	191.52	7.61	38.71	0.00	
0.00	194.15	7.72	39.27	0.00	
0.00	192.64	7.66	38.99	0.01	
0.00	180.25	7.17	36.48	0.01	
0.00	151.53	6.04	30.67	0.02	
0.00	109.84	4.39	22.29	0.04	
0.00	66.39	2.65	13.58	0.13	
0.00	31.16	1.23	6.43	0.65	
0.00	13.44	0.47	2.83	2.01	
0.00	8.26	0.28	1.64	3.69	
0.00	6.06	0.25	1.07	4.88	
0.00	4.72	0.23	0.56	5.22	
0.00	3.28	0.20	0.38	5.37	
0.00	2.06	0.16	0.27	5.57	
0.00	0.94	0.11	0.22	5.98	
0.00	0.31	0.07	0.16	6.08	
0.00	0.12	0.04	0.08	5.80	
0.00	0.01	0.01	0.01	5.23	
0.00	0.00	0.00	0.00	4.55	
0.00	0.01	0.01	0.01	4.32	
0.00	0.00	0.00	0.00	4.02	
0.00	0.00	0.00	0.00	3.27	
0.00	0.00	0.00	0.00	2.41	
0.00	0.00	0.00	0.00	2.19	
0.00	0.00	0.00	0.00	2.15	
0.00	0.00	0.00	0.00	1.91	
0.00	0.00	0.00	0.00	1.84	
0.00	0.00	0.00	0.00	1.69	
0.00	0.00	0.00	0.00	2.01	
0.00	0.00	0.00	0.00	2.26	
0.00	0.00	0.00	0.00	3.07	
0.00	1.37	0.07	0.21	8.58	
0.00	6.32	0.24	1.23	6.79	
