gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	232.78	9.32	47.19	0.02	
2.00	236.81	9.47	47.95	0.02	
3.00	236.60	9.47	47.93	0.02	
4.00	232.10	9.28	47.04	0.01	
5.00	229.82	9.20	46.63	0.02	
6.00	229.11	9.16	46.47	0.02	
7.00	227.91	9.12	46.23	0.02	
8.00	228.47	9.14	46.37	0.02	
9.00	234.23	9.36	47.52	0.02	
10.00	245.92	9.84	49.88	0.02	
11.00	263.63	10.53	53.41	0.02	
12.00	282.19	11.25	57.15	0.01	
13.00	309.54	12.38	62.71	0.01	
14.00	354.73	14.18	71.90	0.01	
15.00	406.07	16.20	82.28	0.01	
16.00	461.53	18.41	93.50	0.01	
17.00	527.83	21.05	106.85	0.01	
18.00	593.71	23.65	120.19	0.00	
19.00	648.40	25.82	131.28	0.00	
20.00	704.38	28.03	142.38	0.00	
21.00	772.42	30.77	156.35	0.00	
22.00	850.75	33.88	172.24	0.00	
23.00	930.29	37.05	188.30	0.00	
24.00	1009.56	40.20	204.35	0.00	
25.00	1098.39	43.74	222.31	0.00	
26.00	1201.32	47.83	243.09	0.00	
27.00	1295.27	51.57	262.09	0.00	
28.00	1368.94	54.51	277.01	0.00	
29.00	1425.41	56.78	288.62	0.00	
30.00	1466.15	58.40	296.86	0.00	
31.00	1488.71	59.30	301.48	0.00	
32.00	1491.71	59.39	301.81	0.00	
33.00	1468.68	58.48	297.34	0.00	
34.00	1441.11	57.40	291.79	0.00	
35.00	1426.63	56.81	288.68	0.00	
36.00	1421.30	56.60	287.56	0.11	
37.00	1426.72	56.81	288.73	1.33	
38.00	1416.50	56.39	286.60	2.23	
39.00	1350.25	53.76	273.20	2.77	
40.00	1257.82	50.10	254.56	3.01	
41.00	1157.41	46.10	234.11	3.00	
42.00	986.89	39.29	199.70	3.47	
43.00	741.43	29.50	149.77	4.32	
44.00	483.10	19.27	97.74	4.99	
45.00	305.03	12.18	61.78	6.23	
46.00	202.43	8.09	40.83	8.71	
47.00	123.62	4.92	24.94	13.29	
48.00	56.77	2.29	11.42	15.92	
49.00	20.21	0.82	4.12	17.80	
50.00	6.84	0.28	1.40	20.12	
51.00	2.28	0.10	0.43	19.70	
52.00	12.08	0.52	2.50	15.42	
53.00	67.69	2.70	13.71	22.17	
54.00	156.79	6.24	31.73	21.24	
55.00	337.35	13.43	68.27	17.76	
56.00	562.92	22.42	113.94	13.63	
57.00	713.41	28.40	144.37	19.89	
58.00	795.70	31.72	160.93	10.16	
59.00	919.45	36.61	186.05	9.75	
60.00	1109.07	44.16	224.42	2.16	
61.00	1310.45	52.17	265.12	3.84	
62.00	1349.41	53.72	273.06	6.94	
63.00	1274.19	50.72	257.73	0.78	
64.00	1224.00	48.74	247.74	0.00	
65.00	1242.99	49.49	251.53	0.00	
66.00	1233.10	49.08	249.40	0.00	
67.00	1153.97	45.94	233.49	0.00	
68.00	1083.43	43.14	219.22	0.00	
69.00	1005.54	40.03	203.48	0.00	
70.00	914.90	36.43	185.11	0.00	
71.00	838.45	33.40	169.74	0.00	
72.00	778.19	31.00	157.53	0.00	
73.00	731.33	29.12	148.02	0.01	
74.00	685.97	27.30	138.85	0.00	
75.00	646.83	25.78	130.94	0.11	
76.00	620.78	24.73	125.69	2.48	
77.00	599.92	23.90	121.48	5.88	
78.00	581.40	23.16	117.74	8.93	
79.00	570.97	22.75	115.65	11.48	
80.00	562.86	22.42	113.96	13.44	
81.00	554.25	22.07	112.20	14.94	
82.00	551.27	21.95	111.62	16.07	
83.00	545.99	21.75	110.55	16.55	
84.00	538.52	21.45	109.04	16.81	
85.00	527.14	21.00	106.76	17.15	
86.00	512.44	20.41	103.76	17.34	
87.00	503.56	20.06	102.00	17.20	
88.00	493.58	19.67	99.97	16.68	
89.00	484.29	19.30	98.11	16.04	
90.00	477.47	19.02	96.71	15.44	
91.00	474.37	18.90	96.08	14.49	
92.00	474.82	18.92	96.19	12.81	
93.00	468.56	18.66	94.88	10.56	
94.00	459.75	18.33	93.15	8.54	
95.00	455.25	18.15	92.28	6.65	
96.00	453.11	18.06	91.81	4.45	
97.00	445.06	17.75	90.22	1.70	
98.00	432.60	17.25	87.57	0.06	
99.00	420.53	16.74	85.16	0.01	
100.00	410.37	16.35	83.11	0.01	
