gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	8.92	0.28	1.78	3.07	
0.00	7.41	0.31	1.48	22.19	
0.00	0.00	0.00	0.00	32.19	
0.00	0.00	0.00	0.00	22.14	
0.00	0.00	0.00	0.00	23.41	
0.00	0.00	0.00	0.00	24.48	
0.00	0.00	0.00	0.00	27.31	
0.00	0.00	0.00	0.00	36.37	
0.00	1.00	0.07	0.20	54.98	
0.00	15.83	0.64	3.20	64.37	
0.00	33.26	1.36	6.81	66.46	
0.00	51.51	2.06	10.44	71.19	
0.00	67.71	2.73	13.75	71.21	
0.00	83.47	3.33	16.93	67.92	
0.00	97.03	3.87	19.66	64.29	
0.00	107.49	4.29	21.78	64.01	
0.00	115.08	4.60	23.31	63.46	
0.00	123.74	4.93	25.13	62.25	
0.00	133.67	5.34	27.12	60.55	
0.00	142.04	5.68	28.78	59.47	
0.00	150.60	5.99	30.48	58.74	
0.00	158.71	6.30	32.18	58.10	
0.00	171.85	6.84	34.77	59.00	
0.00	186.76	7.42	37.79	59.83	
0.00	197.53	7.86	39.98	59.32	
0.00	211.49	8.42	42.78	60.00	
0.00	227.39	9.06	46.02	60.01	
0.00	245.60	9.78	49.71	58.56	
0.00	263.93	10.51	53.42	56.07	
0.00	280.21	11.14	56.70	53.12	
0.00	295.35	11.75	59.74	51.84	
0.00	307.79	12.24	62.29	49.92	
0.00	318.71	12.68	64.52	44.50	
0.00	329.56	13.10	66.61	37.83	
0.00	342.08	13.61	69.21	33.47	
0.00	360.15	14.34	72.86	23.70	
0.00	375.85	14.95	75.98	4.18	
0.00	377.98	15.03	76.33	0.01	
0.00	372.69	14.82	75.26	0.00	
0.00	371.94	14.79	75.20	0.00	
0.00	373.75	14.87	75.58	0.00	
0.00	363.45	14.46	73.47	0.00	
0.00	353.94	14.08	71.62	0.00	
0.00	352.63	14.04	71.29	0.00	
0.00	351.67	14.02	71.28	0.00	
0.00	346.26	13.78	70.04	0.00	
0.00	342.79	13.66	69.44	0.00	
0.00	336.42	13.39	68.05	0.00	
0.00	331.68	13.20	67.06	0.00	
0.00	328.00	13.06	66.35	0.00	
0.00	321.72	12.79	65.01	0.00	
0.00	312.61	12.45	63.25	0.00	
0.00	301.99	12.03	61.19	0.00	
0.00	294.46	11.73	59.64	0.00	
0.00	290.09	11.55	58.69	0.00	
0.00	278.68	11.10	56.42	0.00	
0.00	265.63	10.57	53.70	0.00	
0.00	257.25	10.24	52.00	0.00	
0.00	245.54	9.78	49.65	0.00	
0.00	232.54	9.26	47.12	0.00	
0.00	221.88	8.81	44.75	0.00	
0.00	210.12	8.36	42.48	0.00	
0.00	202.09	8.02	40.79	0.00	
0.00	198.53	7.89	40.00	0.00	
0.00	194.96	7.76	39.42	0.00	
0.00	196.35	7.80	39.60	0.00	
0.00	194.55	7.73	39.23	0.00	
0.00	193.10	7.68	39.00	0.00	
0.00	187.19	7.45	37.86	0.00	
0.00	171.31	6.82	34.65	0.00	
0.00	167.54	6.67	33.88	0.00	
0.00	182.34	7.26	36.88	0.00	
0.00	204.34	8.13	41.34	0.00	
0.00	236.64	9.41	47.84	0.01	
0.00	255.02	10.15	51.62	0.03	
0.00	258.51	10.27	52.28	2.23	
0.00	243.89	9.72	49.39	5.27	
0.00	212.99	8.49	43.19	5.70	
0.00	160.17	6.33	32.57	6.08	
0.00	95.55	3.77	19.40	6.57	
0.00	30.78	1.20	6.24	7.57	
0.00	3.88	0.19	0.50	8.42	
0.00	0.07	0.04	0.07	7.25	
0.00	0.00	0.00	0.00	4.46	
0.00	0.00	0.01	0.00	4.04	
0.00	0.00	0.00	0.00	2.92	
0.00	0.00	0.00	0.00	2.09	
0.00	0.00	0.00	0.00	1.62	
0.00	0.00	0.00	0.00	2.04	
0.00	0.00	0.00	0.00	1.13	
0.00	0.00	0.00	0.00	1.29	
0.00	0.00	0.00	0.00	0.86	
0.00	0.00	0.00	0.00	1.01	
0.00	0.00	0.00	0.00	1.21	
0.00	0.00	0.00	0.00	1.00	
0.00	0.00	0.00	0.00	0.62	
0.00	0.00	0.00	0.00	1.36	
0.00	0.00	0.00	0.00	1.35	
0.00	0.86	0.07	0.18	9.58	
0.00	8.03	0.28	1.62	5.78	
