gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	109.83	4.36	22.25	0.01	
0.00	109.03	4.32	22.09	0.01	
0.00	108.25	4.31	21.98	0.01	
0.00	112.44	4.47	22.75	0.01	
0.00	118.58	4.70	23.95	0.01	
0.00	120.86	4.80	24.47	0.01	
0.00	120.55	4.78	24.39	0.01	
0.00	122.37	4.84	24.73	0.01	
0.00	126.19	5.02	25.50	0.01	
0.00	128.84	5.14	26.11	0.01	
0.00	131.36	5.25	26.63	0.02	
0.00	131.12	5.19	26.66	0.10	
0.00	126.95	5.05	25.74	2.33	
0.00	120.30	4.80	24.45	6.79	
0.00	109.14	4.37	22.11	14.60	
0.00	97.27	3.90	19.71	22.24	
0.00	85.36	3.43	17.31	26.53	
0.00	73.32	2.96	14.88	28.12	
0.00	63.75	2.57	12.94	28.10	
0.00	56.79	2.30	11.59	26.98	
0.00	55.28	2.23	11.24	24.74	
0.00	60.92	2.46	12.35	19.30	
0.00	70.23	2.83	14.25	9.68	
0.00	76.97	3.05	15.63	1.41	
0.00	77.85	3.11	15.76	0.02	
0.00	78.77	3.09	15.90	0.01	
0.00	81.79	3.23	16.48	0.01	
0.00	83.33	3.30	16.79	0.01	
0.00	83.85	3.34	17.00	0.01	
0.00	87.36	3.45	17.68	0.01	
0.00	92.23	3.67	18.66	0.00	
0.00	99.14	3.94	20.04	0.00	
0.00	108.91	4.33	22.04	0.00	
0.00	122.11	4.86	24.71	0.00	
0.00	132.58	5.27	26.79	0.00	
0.00	137.76	5.47	27.83	0.00	
0.00	145.48	5.79	29.43	0.00	
0.00	159.47	6.34	32.26	0.00	
0.00	175.76	7.00	35.56	0.00	
0.00	191.54	7.62	38.75	0.00	
0.00	204.52	8.11	41.15	0.00	
0.00	212.86	8.45	42.86	0.00	
0.00	216.33	8.61	43.79	0.00	
0.00	217.69	8.63	43.76	0.00	
0.00	218.12	8.68	44.10	0.00	
0.00	220.17	8.76	44.53	0.00	
0.00	224.09	8.91	45.30	0.00	
0.00	226.52	9.01	45.74	0.00	
0.00	223.41	8.89	45.17	0.00	
0.00	217.56	8.63	43.69	0.00	
0.00	214.65	8.53	43.28	0.00	
0.00	214.51	8.54	43.38	0.00	
0.00	213.90	8.50	43.13	0.00	
0.00	214.80	8.54	43.34	0.00	
0.00	216.13	8.59	43.55	0.00	
0.00	213.78	8.51	43.28	0.00	
0.00	209.68	8.34	42.42	0.00	
0.00	208.83	8.32	42.28	0.00	
0.00	212.35	8.44	42.84	0.00	
0.00	215.06	8.56	43.52	0.00	
0.00	216.30	8.60	43.75	0.00	
0.00	218.19	8.68	44.14	0.00	
0.00	221.74	8.82	44.86	0.00	
0.00	223.60	8.90	45.26	0.00	
0.00	220.22	8.75	44.53	0.01	
0.00	212.16	8.43	42.91	0.01	
0.00	202.67	8.04	40.99	0.01	
0.00	193.42	7.73	39.18	0.01	
0.00	182.49	7.28	37.03	0.04	
0.00	169.30	6.72	34.44	0.84	
0.00	151.45	6.03	30.70	7.37	
0.00	131.25	5.23	26.60	14.38	
0.00	110.74	4.41	22.42	20.25	
0.00	90.09	3.58	18.21	24.47	
0.00	71.50	2.86	14.48	27.59	
0.00	57.63	2.33	11.77	30.49	
0.00	49.06	1.97	10.09	33.77	
0.00	43.69	1.76	8.98	36.98	
0.00	41.05	1.65	8.44	39.60	
0.00	37.17	1.52	7.61	40.95	
0.00	33.10	1.40	6.79	41.53	
0.00	33.77	1.42	6.93	43.62	
0.00	38.17	1.58	7.81	45.66	
0.00	44.50	1.82	9.09	47.35	
0.00	52.34	2.12	10.67	49.60	
0.00	59.93	2.42	12.19	52.22	
0.00	69.00	2.79	14.00	53.53	
0.00	81.84	3.28	16.58	53.57	
0.00	93.18	3.71	18.88	53.06	
0.00	100.12	3.99	20.34	50.04	
0.00	109.47	4.37	22.18	45.81	
0.00	123.50	4.93	25.06	44.70	
0.00	139.94	5.58	28.36	42.11	
0.00	159.87	6.35	32.34	36.29	
0.00	177.20	7.05	35.85	27.85	
0.00	183.34	7.30	37.13	19.53	
0.00	177.70	7.06	35.94	11.99	
0.00	171.03	6.79	34.63	5.82	
0.00	167.39	6.65	33.90	4.13	
0.00	164.16	6.54	33.24	2.19	
