gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	13.63	0.57	2.58	1.62	
2.00	5.38	0.27	1.02	24.98	
3.00	0.00	0.00	0.00	131.94	
4.00	0.00	0.00	0.00	166.66	
5.00	0.00	0.00	0.00	166.06	
6.00	0.00	0.00	0.00	164.28	
7.00	0.00	0.00	0.00	160.51	
8.00	0.00	0.00	0.00	151.41	
9.00	0.30	0.02	0.06	139.73	
10.00	5.02	0.21	1.00	131.05	
11.00	12.78	0.52	2.62	120.14	
12.00	21.04	0.85	4.26	108.35	
13.00	30.83	1.24	6.27	99.06	
14.00	40.31	1.62	8.18	88.42	
15.00	50.47	2.02	10.24	78.21	
16.00	59.61	2.38	12.09	67.68	
17.00	69.11	2.75	14.00	58.02	
18.00	80.09	3.23	16.22	46.85	
19.00	95.70	3.84	19.41	38.52	
20.00	112.07	4.48	22.74	32.01	
21.00	130.34	5.22	26.42	24.02	
22.00	151.80	6.12	30.77	20.75	
23.00	181.81	7.28	36.89	19.58	
24.00	216.33	8.65	43.85	18.06	
25.00	250.90	10.04	50.89	17.86	
26.00	286.14	11.41	57.99	18.06	
27.00	316.10	12.60	64.04	18.07	
28.00	346.18	13.80	70.11	17.63	
29.00	375.61	14.98	76.13	16.88	
30.00	404.82	16.15	82.04	15.99	
31.00	437.64	17.44	88.61	15.60	
32.00	469.55	18.71	95.07	15.02	
33.00	503.35	20.05	101.95	13.39	
34.00	541.12	21.56	109.51	11.38	
35.00	581.49	23.17	117.73	10.07	
36.00	626.86	24.97	126.89	7.13	
37.00	673.39	26.82	136.26	1.26	
38.00	718.67	28.60	145.34	0.00	
39.00	763.48	30.40	154.46	0.00	
40.00	808.76	32.22	163.74	0.00	
41.00	854.48	34.02	172.91	0.00	
42.00	895.13	35.64	181.14	0.00	
43.00	933.70	37.19	189.06	0.00	
44.00	979.13	38.98	198.13	0.00	
45.00	1026.04	40.87	207.79	0.00	
46.00	1069.71	42.59	216.49	0.00	
47.00	1109.11	44.17	224.57	0.00	
48.00	1141.18	45.43	230.91	0.00	
49.00	1171.88	46.66	237.12	0.00	
50.00	1205.02	47.98	243.81	0.00	
51.00	1240.62	49.38	250.90	0.00	
52.00	1269.98	50.56	257.03	0.00	
53.00	1288.13	51.29	260.69	0.00	
54.00	1295.32	51.58	262.23	0.00	
55.00	1288.13	51.28	260.60	0.00	
56.00	1269.75	50.54	256.89	0.00	
57.00	1239.86	49.34	250.66	0.00	
58.00	1197.79	47.68	242.30	0.00	
59.00	1150.00	45.79	232.70	0.00	
60.00	1100.88	43.83	222.89	0.00	
61.00	1053.01	41.91	212.99	0.00	
62.00	1008.25	40.14	204.01	0.00	
63.00	968.43	38.55	195.96	0.00	
64.00	933.93	37.17	188.89	0.00	
65.00	908.23	36.16	183.78	0.00	
66.00	888.22	35.36	179.72	0.00	
67.00	866.79	34.51	175.41	0.00	
68.00	843.77	33.60	170.80	0.00	
69.00	817.15	32.54	165.38	0.00	
70.00	783.35	31.19	158.55	0.00	
71.00	746.67	29.74	151.14	0.00	
72.00	712.64	28.38	144.27	0.00	
73.00	663.99	26.45	134.44	0.00	
74.00	591.81	23.58	119.82	0.00	
75.00	505.40	20.14	102.33	0.01	
76.00	397.19	15.85	80.48	0.68	
77.00	279.38	11.14	56.59	1.61	
78.00	180.52	7.21	36.56	1.93	
79.00	113.10	4.59	22.68	2.76	
80.00	55.93	2.31	11.25	3.67	
81.00	14.91	0.68	3.04	5.88	
82.00	2.16	0.15	0.35	9.66	
83.00	0.03	0.02	0.03	12.98	
84.00	0.00	0.00	0.00	16.59	
85.00	0.00	0.00	0.00	17.72	
86.00	0.00	0.00	0.00	19.57	
87.00	0.00	0.00	0.00	21.35	
88.00	0.00	0.00	0.00	21.83	
89.00	0.00	0.00	0.00	21.60	
90.00	0.00	0.00	0.00	22.30	
91.00	0.00	0.00	0.00	22.94	
92.00	0.00	0.00	0.00	23.59	
93.00	0.00	0.00	0.00	23.61	
94.00	0.00	0.00	0.00	23.42	
95.00	0.00	0.00	0.00	23.84	
96.00	0.00	0.00	0.00	24.18	
97.00	0.00	0.00	0.00	24.55	
98.00	0.00	0.00	0.01	26.03	
99.00	0.47	0.04	0.09	20.89	
100.00	10.84	0.49	2.04	3.16	
