gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	1342.26	53.45	271.70	0.00	
2.00	1323.98	52.73	267.99	0.00	
3.00	1273.35	50.70	257.61	0.00	
4.00	1184.94	47.20	239.94	0.00	
5.00	1045.56	41.62	211.44	3.04	
6.00	852.80	33.94	172.43	21.25	
7.00	554.38	22.09	112.27	27.29	
8.00	231.27	9.26	46.89	20.57	
9.00	121.94	4.85	24.70	65.58	
10.00	53.71	2.17	10.79	19.49	
11.00	2.54	0.14	0.46	34.98	
12.00	4.32	0.17	0.87	46.61	
13.00	4.16	0.19	0.62	13.24	
14.00	6.50	0.24	1.28	12.19	
15.00	0.01	0.01	0.01	15.41	
16.00	0.00	0.01	0.00	17.18	
17.00	0.00	0.00	0.00	19.20	
18.00	4.24	0.16	0.84	17.12	
19.00	51.27	2.06	10.42	15.14	
20.00	139.04	5.55	28.16	10.44	
21.00	217.45	8.66	44.02	7.99	
22.00	258.43	10.35	52.45	4.68	
23.00	289.57	11.54	58.65	14.22	
24.00	382.23	15.24	77.41	15.59	
25.00	482.62	19.23	97.74	17.70	
26.00	583.62	23.24	118.15	18.74	
27.00	696.22	27.73	140.94	17.24	
28.00	826.29	32.90	167.18	16.24	
29.00	903.18	35.96	182.78	16.76	
30.00	920.78	36.65	186.28	14.53	
31.00	941.04	37.46	190.44	13.81	
32.00	925.73	36.83	187.10	13.28	
33.00	893.79	35.58	180.82	10.83	
34.00	919.61	36.60	186.06	5.51	
35.00	984.59	39.18	199.13	0.01	
36.00	1112.94	44.30	225.10	0.00	
37.00	1226.53	48.85	248.29	0.00	
38.00	1298.28	51.72	262.96	0.00	
39.00	1306.70	52.02	264.33	0.00	
40.00	1344.73	53.53	272.05	0.00	
41.00	1443.68	57.46	292.04	0.00	
42.00	1561.39	62.17	315.95	0.00	
43.00	1611.78	64.17	326.16	0.00	
44.00	1654.23	65.85	334.71	0.00	
45.00	1734.79	69.06	351.02	0.00	
46.00	1755.29	69.88	355.17	0.00	
47.00	1730.57	68.89	350.15	0.00	
48.00	1714.91	68.27	346.95	0.00	
49.00	1730.65	68.92	350.16	0.00	
50.00	1756.07	69.91	355.32	0.00	
51.00	1759.43	70.04	355.99	0.00	
52.00	1774.39	70.64	358.99	0.00	
53.00	1785.64	71.10	361.29	0.00	
54.00	1815.64	72.30	367.39	0.00	
55.00	1837.91	73.17	371.89	0.00	
56.00	1836.86	73.13	371.61	0.00	
57.00	1843.63	73.38	373.02	0.00	
58.00	1830.07	72.88	370.31	0.00	
59.00	1781.71	70.93	360.51	0.00	
60.00	1708.04	68.00	345.63	0.00	
61.00	1660.34	66.11	335.93	0.00	
62.00	1661.37	66.15	336.18	0.00	
63.00	1695.06	67.47	342.92	0.00	
64.00	1704.01	67.82	344.75	0.00	
65.00	1678.41	66.80	339.52	0.00	
66.00	1633.14	65.02	330.31	0.00	
67.00	1561.47	62.17	315.95	0.00	
68.00	1472.81	58.64	298.02	0.00	
69.00	1390.24	55.35	281.35	0.00	
70.00	1320.35	52.58	267.22	0.00	
71.00	1214.49	48.38	246.03	0.00	
72.00	1085.33	43.22	219.66	0.00	
73.00	966.74	38.50	195.68	0.00	
74.00	825.39	32.85	166.94	0.00	
75.00	677.95	26.97	137.00	0.00	
76.00	587.33	23.40	118.89	0.00	
77.00	547.10	21.80	110.75	0.00	
78.00	533.09	21.25	107.96	0.01	
79.00	481.62	19.21	97.51	0.03	
80.00	332.35	13.27	67.33	0.34	
81.00	168.18	6.72	34.03	2.27	
82.00	75.13	3.02	15.05	6.24	
83.00	24.43	1.04	5.00	8.85	
84.00	2.41	0.11	0.48	11.89	
85.00	0.35	0.05	0.08	15.96	
86.00	0.00	0.00	0.00	18.39	
87.00	0.00	0.00	0.00	23.40	
88.00	0.11	0.01	0.02	26.95	
89.00	0.00	0.00	0.00	45.16	
90.00	3.55	0.15	0.64	56.36	
91.00	58.26	2.35	11.67	81.16	
92.00	178.46	7.11	36.13	71.18	
93.00	427.07	17.00	86.43	49.49	
94.00	683.84	27.25	138.51	19.91	
95.00	910.45	36.24	184.32	0.01	
96.00	1082.25	43.09	218.96	0.00	
97.00	1185.55	47.21	239.98	0.00	
98.00	1278.44	50.89	258.67	0.00	
99.00	1323.52	52.72	268.15	0.00	
100.00	1320.85	52.61	267.44	0.00	
