gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	335.68	13.40	68.01	0.01	
2.00	335.17	13.38	67.90	0.01	
3.00	328.90	13.13	66.67	0.01	
4.00	321.93	12.84	65.24	0.01	
5.00	314.12	12.54	63.66	0.01	
6.00	303.16	12.12	61.51	0.01	
7.00	290.36	11.61	58.91	0.01	
8.00	276.99	11.07	56.18	0.01	
9.00	262.14	10.45	53.13	0.01	
10.00	244.40	9.76	49.57	0.01	
11.00	223.88	8.92	45.34	0.02	
12.00	201.26	8.07	40.70	0.05	
13.00	178.74	7.16	36.19	0.88	
14.00	158.08	6.33	31.97	3.29	
15.00	139.61	5.58	28.31	8.23	
16.00	124.05	4.96	25.17	12.39	
17.00	109.40	4.39	22.24	14.62	
18.00	93.18	3.74	18.94	15.33	
19.00	80.05	3.23	16.27	15.25	
20.00	71.43	2.89	14.57	14.67	
21.00	65.25	2.63	13.29	13.60	
22.00	64.84	2.60	13.18	10.74	
23.00	71.95	2.92	14.63	5.47	
24.00	85.87	3.49	17.41	0.73	
25.00	110.60	4.44	22.49	0.03	
26.00	141.29	5.71	28.72	0.02	
27.00	174.62	7.03	35.48	0.02	
28.00	210.25	8.42	42.67	0.01	
29.00	248.01	9.92	50.30	0.01	
30.00	288.90	11.54	58.52	0.01	
31.00	331.99	13.24	67.25	0.01	
32.00	375.34	14.96	76.02	0.00	
33.00	416.51	16.60	84.37	0.00	
34.00	458.22	18.26	92.84	0.00	
35.00	502.59	20.03	101.81	0.00	
36.00	545.58	21.74	110.50	0.00	
37.00	586.75	23.38	118.82	0.00	
38.00	626.21	24.94	126.77	0.00	
39.00	664.59	26.47	134.52	0.00	
40.00	702.71	27.98	142.25	0.00	
41.00	739.43	29.43	149.57	0.00	
42.00	777.11	30.93	157.19	0.00	
43.00	815.83	32.49	165.14	0.00	
44.00	849.42	33.81	171.82	0.00	
45.00	875.58	34.87	177.26	0.00	
46.00	898.57	35.78	181.92	0.00	
47.00	921.53	36.68	186.52	0.00	
48.00	937.86	37.33	189.70	0.00	
49.00	943.70	37.58	191.02	0.00	
50.00	941.39	37.47	190.32	0.00	
51.00	932.14	37.11	188.61	0.00	
52.00	919.94	36.63	186.20	0.00	
53.00	908.14	36.15	183.74	0.00	
54.00	896.39	35.68	181.35	0.00	
55.00	881.35	35.08	178.27	0.00	
56.00	861.89	34.32	174.48	0.00	
57.00	841.75	33.52	170.38	0.00	
58.00	821.82	32.73	166.40	0.00	
59.00	798.91	31.81	161.66	0.00	
60.00	772.02	30.74	156.29	0.00	
61.00	743.63	29.61	150.53	0.00	
62.00	710.77	28.30	143.87	0.00	
63.00	670.98	26.73	135.85	0.00	
64.00	629.83	25.09	127.52	0.00	
65.00	588.55	23.45	119.20	0.00	
66.00	544.86	21.71	110.36	0.00	
67.00	499.66	19.92	101.18	0.01	
68.00	452.48	18.03	91.71	0.01	
69.00	402.80	16.06	81.63	0.02	
70.00	352.46	14.06	71.30	0.32	
71.00	305.00	12.18	61.82	2.72	
72.00	257.88	10.30	52.27	5.31	
73.00	209.73	8.38	42.55	7.47	
74.00	165.08	6.62	33.50	9.03	
75.00	127.49	5.13	25.88	10.18	
76.00	96.05	3.87	19.57	11.27	
77.00	70.83	2.88	14.40	12.93	
78.00	51.65	2.09	10.44	16.14	
79.00	36.96	1.48	7.42	19.99	
80.00	26.94	1.13	5.49	24.53	
81.00	22.79	0.95	4.67	29.67	
82.00	22.90	0.95	4.69	32.83	
83.00	25.01	1.03	5.12	35.82	
84.00	27.75	1.13	5.67	40.56	
85.00	31.01	1.26	6.33	45.96	
86.00	34.72	1.40	7.07	49.35	
87.00	40.06	1.62	8.14	48.70	
88.00	47.48	1.90	9.63	45.70	
89.00	54.07	2.16	10.96	41.40	
90.00	61.91	2.49	12.50	36.73	
91.00	74.42	2.96	15.09	31.18	
92.00	90.50	3.64	18.40	25.19	
93.00	111.38	4.48	22.64	22.55	
94.00	132.58	5.34	26.96	19.65	
95.00	148.55	5.97	30.16	15.44	
96.00	157.42	6.33	31.99	11.00	
97.00	164.06	6.59	33.32	6.76	
98.00	173.63	6.97	35.21	3.09	
99.00	185.17	7.41	37.50	1.56	
100.00	194.99	7.81	39.51	0.83	
