gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	214.87	8.60	43.56	0.02	
2.00	218.59	8.75	44.26	0.02	
3.00	218.40	8.74	44.25	0.01	
4.00	214.25	8.57	43.42	0.01	
5.00	212.14	8.50	43.04	0.02	
6.00	211.49	8.45	42.90	0.02	
7.00	210.38	8.42	42.68	0.02	
8.00	210.89	8.44	42.80	0.02	
9.00	216.21	8.64	43.86	0.02	
10.00	227.01	9.08	46.04	0.02	
11.00	243.35	9.72	49.30	0.02	
12.00	260.49	10.38	52.76	0.01	
13.00	285.72	11.42	57.89	0.01	
14.00	327.44	13.09	66.37	0.01	
15.00	374.83	14.95	75.95	0.01	
16.00	426.02	16.99	86.31	0.01	
17.00	487.23	19.43	98.64	0.01	
18.00	548.04	21.83	110.94	0.00	
19.00	598.53	23.84	121.18	0.00	
20.00	650.19	25.88	131.42	0.00	
21.00	713.00	28.40	144.33	0.00	
22.00	785.30	31.28	158.99	0.00	
23.00	858.73	34.20	173.81	0.00	
24.00	931.90	37.10	188.63	0.00	
25.00	1013.90	40.38	205.21	0.00	
26.00	1108.91	44.15	224.39	0.00	
27.00	1195.63	47.60	241.93	0.00	
28.00	1263.64	50.31	255.70	0.00	
29.00	1315.77	52.41	266.41	0.00	
30.00	1353.37	53.91	274.02	0.00	
31.00	1374.20	54.74	278.29	0.00	
32.00	1376.97	54.82	278.60	0.00	
33.00	1355.70	53.98	274.47	0.00	
34.00	1330.26	52.98	269.34	0.00	
35.00	1316.89	52.44	266.48	0.00	
36.00	1311.97	52.24	265.44	0.10	
37.00	1316.97	52.44	266.52	1.22	
38.00	1307.54	52.06	264.56	2.06	
39.00	1246.38	49.62	252.19	2.56	
40.00	1161.06	46.24	234.98	2.78	
41.00	1068.37	42.55	216.10	2.77	
42.00	910.98	36.27	184.34	3.21	
43.00	684.40	27.23	138.25	3.99	
44.00	445.93	17.78	90.22	4.60	
45.00	281.56	11.24	57.03	5.75	
46.00	186.86	7.47	37.69	8.04	
47.00	114.11	4.54	23.02	12.27	
48.00	52.40	2.11	10.55	14.70	
49.00	18.66	0.76	3.81	16.43	
50.00	6.32	0.25	1.29	18.57	
51.00	2.11	0.09	0.39	18.19	
52.00	11.15	0.48	2.30	14.23	
53.00	62.48	2.49	12.65	20.47	
54.00	144.73	5.76	29.29	19.60	
55.00	311.40	12.39	63.01	16.40	
56.00	519.62	20.69	105.17	12.58	
57.00	658.54	26.22	133.27	18.36	
58.00	734.49	29.28	148.55	9.37	
59.00	848.72	33.79	171.74	9.00	
60.00	1023.76	40.76	207.15	1.99	
61.00	1209.64	48.16	244.72	3.54	
62.00	1245.61	49.59	252.05	6.40	
63.00	1176.17	46.82	237.91	0.72	
64.00	1129.85	44.99	228.69	0.00	
65.00	1147.38	45.68	232.19	0.00	
66.00	1138.25	45.30	230.21	0.00	
67.00	1065.21	42.40	215.53	0.00	
68.00	1000.09	39.82	202.36	0.00	
69.00	928.19	36.95	187.83	0.00	
70.00	844.53	33.63	170.87	0.00	
71.00	773.95	30.83	156.68	0.00	
72.00	718.32	28.61	145.41	0.00	
73.00	675.08	26.88	136.63	0.01	
74.00	633.20	25.20	128.17	0.00	
75.00	597.08	23.80	120.87	0.10	
76.00	573.03	22.83	116.02	2.29	
77.00	553.78	22.06	112.14	5.43	
78.00	536.68	21.38	108.68	8.24	
79.00	527.05	21.00	106.75	10.60	
80.00	519.56	20.70	105.19	12.41	
81.00	511.61	20.38	103.57	13.79	
82.00	508.87	20.26	103.03	14.83	
83.00	503.99	20.08	102.05	15.28	
84.00	497.10	19.80	100.66	15.51	
85.00	486.59	19.38	98.55	15.83	
86.00	473.03	18.84	95.78	16.01	
87.00	464.82	18.52	94.15	15.87	
88.00	455.61	18.15	92.28	15.39	
89.00	447.04	17.81	90.56	14.81	
90.00	440.74	17.56	89.27	14.25	
91.00	437.88	17.45	88.69	13.37	
92.00	438.29	17.47	88.79	11.83	
93.00	432.52	17.23	87.58	9.75	
94.00	424.38	16.92	85.99	7.88	
95.00	420.23	16.76	85.18	6.14	
96.00	418.26	16.67	84.75	4.11	
97.00	410.83	16.38	83.28	1.57	
98.00	399.32	15.92	80.83	0.06	
99.00	388.19	15.46	78.61	0.01	
100.00	378.80	15.09	76.71	0.01	
