gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	6.41	0.33	1.10	6.73	
2.00	8.13	0.39	1.37	11.24	
3.00	1.75	0.08	0.28	72.55	
4.00	0.00	0.00	0.00	154.57	
5.00	0.00	0.00	0.00	188.74	
6.00	0.00	0.00	0.00	176.03	
7.00	0.00	0.00	0.00	142.72	
8.00	1.42	0.06	0.27	107.67	
9.00	8.39	0.34	1.70	78.23	
10.00	21.64	0.89	4.41	52.99	
11.00	45.61	1.83	9.27	36.83	
12.00	75.97	3.05	15.38	27.00	
13.00	109.07	4.38	22.09	21.82	
14.00	142.30	5.70	28.85	18.11	
15.00	175.53	7.03	35.59	14.43	
16.00	209.25	8.37	42.41	10.36	
17.00	244.26	9.76	49.48	6.97	
18.00	281.08	11.22	56.95	4.84	
19.00	319.42	12.74	64.74	3.38	
20.00	357.74	14.27	72.49	1.85	
21.00	394.10	15.73	79.84	0.47	
22.00	426.77	17.02	86.44	0.05	
23.00	455.86	18.17	92.34	0.01	
24.00	483.00	19.25	97.83	0.01	
25.00	509.16	20.30	103.12	0.01	
26.00	534.44	21.30	108.24	0.01	
27.00	559.30	22.29	113.25	0.00	
28.00	585.43	23.33	118.54	0.00	
29.00	615.36	24.52	124.60	0.00	
30.00	650.27	25.90	131.67	0.00	
31.00	689.75	27.47	139.65	0.00	
32.00	730.12	29.08	147.82	0.00	
33.00	768.87	30.62	155.65	0.00	
34.00	807.13	32.14	163.39	0.00	
35.00	846.23	33.70	171.29	0.00	
36.00	887.39	35.34	179.61	0.00	
37.00	931.75	37.10	188.58	0.00	
38.00	979.08	38.98	198.14	0.00	
39.00	1027.98	40.93	208.03	0.00	
40.00	1077.21	42.89	217.99	0.00	
41.00	1127.44	44.88	228.06	0.00	
42.00	1178.38	46.90	238.34	0.00	
43.00	1229.93	48.97	248.86	0.00	
44.00	1281.36	51.02	259.27	0.00	
45.00	1332.02	53.03	269.56	0.00	
46.00	1384.04	55.10	280.05	0.00	
47.00	1439.77	57.33	291.42	0.00	
48.00	1499.36	59.69	303.40	0.00	
49.00	1560.51	62.13	315.74	0.00	
50.00	1619.90	64.49	327.75	0.00	
51.00	1673.13	66.61	338.50	0.00	
52.00	1714.87	68.28	346.98	0.00	
53.00	1740.56	69.32	352.19	0.00	
54.00	1749.93	69.67	354.05	0.00	
55.00	1745.61	69.51	353.24	0.00	
56.00	1730.61	68.90	350.17	0.00	
57.00	1705.24	67.90	345.08	0.00	
58.00	1669.42	66.47	337.81	0.00	
59.00	1622.76	64.62	328.37	0.00	
60.00	1565.39	62.33	316.78	0.00	
61.00	1499.69	59.71	303.47	0.00	
62.00	1427.30	56.81	288.67	0.00	
63.00	1344.92	53.54	272.04	0.00	
64.00	1249.91	49.76	252.93	0.00	
65.00	1141.78	45.44	230.94	0.00	
66.00	1021.37	40.66	206.66	0.00	
67.00	893.10	35.55	180.67	0.00	
68.00	758.78	30.22	153.59	0.00	
69.00	619.41	24.68	125.43	0.00	
70.00	476.06	18.98	96.42	0.01	
71.00	336.24	13.42	68.16	0.01	
72.00	213.34	8.52	43.25	0.02	
73.00	120.29	4.80	24.37	0.05	
74.00	61.22	2.47	12.28	0.12	
75.00	29.78	1.23	5.86	0.39	
76.00	15.43	0.68	2.85	1.15	
77.00	9.17	0.45	1.65	2.28	
78.00	5.67	0.33	0.99	3.46	
79.00	3.39	0.23	0.49	4.63	
80.00	1.91	0.16	0.28	6.23	
81.00	1.01	0.11	0.17	8.11	
82.00	0.37	0.06	0.12	10.19	
83.00	0.11	0.03	0.06	12.51	
84.00	0.04	0.02	0.03	14.75	
85.00	0.01	0.01	0.00	16.56	
86.00	0.00	0.00	0.00	17.99	
87.00	0.00	0.00	0.00	19.38	
88.00	0.00	0.00	0.00	20.96	
89.00	0.00	0.00	0.00	22.55	
90.00	0.00	0.00	0.00	23.53	
91.00	0.00	0.00	0.00	23.86	
92.00	0.00	0.00	0.00	24.18	
93.00	0.00	0.00	0.00	24.63	
94.00	0.00	0.00	0.00	24.91	
95.00	0.00	0.00	0.00	25.47	
96.00	0.00	0.00	0.01	27.81	
97.00	0.00	0.00	0.01	33.34	
98.00	0.00	0.00	0.00	38.09	
99.00	0.53	0.04	0.09	28.53	
100.00	6.44	0.34	1.08	6.52	
