gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	110.44	4.43	22.43	0.02	
0.00	102.04	4.08	20.72	0.01	
0.00	96.24	3.86	19.56	0.01	
0.00	94.89	3.80	19.21	0.01	
0.00	103.40	4.13	20.98	0.01	
0.00	111.88	4.47	22.64	0.01	
0.00	125.80	5.01	25.46	0.01	
0.00	142.58	5.67	28.82	0.02	
0.00	155.13	6.17	31.37	0.02	
0.00	166.33	6.60	33.65	0.02	
0.00	182.43	7.26	36.90	0.02	
0.00	199.97	7.98	40.47	0.01	
0.00	208.92	8.28	42.25	0.02	
0.00	225.68	8.94	45.67	0.01	
0.00	256.70	10.20	51.90	0.01	
0.00	290.99	11.56	58.86	0.01	
0.00	325.54	12.93	65.86	0.01	
0.00	343.79	13.68	69.56	0.00	
0.00	347.41	13.82	70.24	0.00	
0.00	344.46	13.66	69.33	0.00	
0.00	339.69	13.51	68.68	0.00	
0.00	329.52	13.11	66.60	0.00	
0.00	312.93	12.45	63.26	0.00	
0.00	306.43	12.20	62.00	0.00	
0.00	322.24	12.83	65.19	0.00	
0.00	359.44	14.30	72.70	0.00	
0.00	394.58	15.71	79.79	0.00	
0.00	399.13	15.90	80.73	0.00	
0.00	362.75	14.44	73.39	0.00	
0.00	293.63	11.70	59.47	0.00	
0.00	261.39	10.41	52.91	0.00	
0.00	345.87	13.78	70.02	0.00	
0.00	490.31	19.52	99.18	0.00	
0.00	608.22	24.21	123.10	0.00	
0.00	655.53	26.09	132.64	0.01	
0.00	650.96	25.89	131.78	0.32	
0.00	647.28	25.77	130.97	3.79	
0.00	705.51	28.09	142.76	6.36	
0.00	815.09	32.45	164.92	7.92	
0.00	923.21	36.73	186.77	8.59	
0.00	940.44	37.43	190.40	8.50	
0.00	880.13	35.04	178.10	8.05	
0.00	790.39	31.45	159.91	8.32	
0.00	709.56	28.23	143.59	9.14	
0.00	652.44	25.97	131.99	9.30	
0.00	540.08	21.50	109.38	9.76	
0.00	345.12	13.74	69.89	10.26	
0.00	159.52	6.34	32.33	10.28	
0.00	57.68	2.32	11.75	10.37	
0.00	19.54	0.78	3.99	13.67	
0.00	6.51	0.27	1.21	12.64	
0.00	33.56	1.35	6.86	9.28	
0.00	193.29	7.70	39.14	17.57	
0.00	406.64	16.19	82.29	16.15	
0.00	623.13	24.81	126.09	20.15	
0.00	872.91	34.74	176.61	12.95	
0.00	967.77	38.53	195.82	25.07	
0.00	960.62	38.21	194.47	14.70	
0.00	809.89	32.24	163.85	21.32	
0.00	738.66	29.40	149.46	6.15	
0.00	706.29	28.12	142.92	10.96	
0.00	710.15	28.27	143.68	19.81	
0.00	687.40	27.34	139.00	2.23	
0.00	479.38	19.08	96.98	0.00	
0.00	383.73	15.27	77.62	0.00	
0.00	474.74	18.90	96.03	0.00	
0.00	494.34	19.67	100.00	0.00	
0.00	507.28	20.19	102.59	0.00	
0.00	508.73	20.25	102.90	0.00	
0.00	458.83	18.23	92.75	0.01	
0.00	413.83	16.47	83.78	0.01	
0.00	385.04	15.32	77.87	0.01	
0.00	370.65	14.75	74.98	0.01	
0.00	358.49	14.31	72.56	0.01	
0.00	344.65	13.69	69.78	0.31	
0.00	331.06	13.18	66.99	7.09	
0.00	317.74	12.65	64.29	16.78	
0.00	306.91	12.22	62.12	25.48	
0.00	301.02	11.98	60.94	32.79	
0.00	298.19	11.87	60.33	38.38	
0.00	298.27	11.88	60.37	42.67	
0.00	300.04	11.95	60.74	45.88	
0.00	294.76	11.74	59.66	47.26	
0.00	284.49	11.33	57.59	47.98	
0.00	272.30	10.85	55.15	48.96	
0.00	256.73	10.22	51.97	49.52	
0.00	243.98	9.71	49.40	49.10	
0.00	238.36	9.49	48.27	47.61	
0.00	236.57	9.42	47.92	45.80	
0.00	236.98	9.44	48.00	44.07	
0.00	239.36	9.53	48.48	41.36	
0.00	241.14	9.60	48.84	36.58	
0.00	236.80	9.43	47.94	30.14	
0.00	231.15	9.20	46.80	24.38	
0.00	227.12	9.04	46.00	18.98	
0.00	223.49	8.90	45.27	12.70	
0.00	217.30	8.65	44.01	4.85	
0.00	208.43	8.28	42.37	0.17	
0.00	199.05	7.94	40.27	0.03	
0.00	187.86	7.49	38.04	0.02	
