gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	1423.61	56.69	288.16	0.00	
2.00	1404.23	55.93	284.24	0.00	
3.00	1350.52	53.78	273.22	0.00	
4.00	1256.76	50.06	254.49	0.00	
5.00	1108.93	44.14	224.26	3.22	
6.00	904.48	36.00	182.89	22.54	
7.00	587.98	23.43	119.08	28.95	
8.00	245.28	9.82	49.73	21.82	
9.00	129.33	5.14	26.19	69.55	
10.00	56.97	2.30	11.44	20.67	
11.00	2.69	0.15	0.49	37.10	
12.00	4.59	0.18	0.92	49.44	
13.00	4.41	0.20	0.66	14.05	
14.00	6.89	0.25	1.36	12.93	
15.00	0.01	0.01	0.01	16.35	
16.00	0.00	0.01	0.00	18.22	
17.00	0.00	0.00	0.00	20.36	
18.00	4.50	0.16	0.89	18.16	
19.00	54.38	2.19	11.05	16.05	
20.00	147.47	5.88	29.87	11.07	
21.00	230.63	9.19	46.69	8.47	
22.00	274.09	10.97	55.63	4.96	
23.00	307.12	12.24	62.21	15.08	
24.00	405.40	16.17	82.10	16.53	
25.00	511.87	20.40	103.66	18.77	
26.00	618.99	24.65	125.31	19.87	
27.00	738.42	29.41	149.49	18.29	
28.00	876.37	34.89	177.31	17.22	
29.00	957.91	38.14	193.86	17.78	
30.00	976.58	38.88	197.57	15.41	
31.00	998.08	39.73	201.98	14.64	
32.00	981.83	39.06	198.44	14.09	
33.00	947.96	37.73	191.77	11.48	
34.00	975.34	38.82	197.34	5.85	
35.00	1044.26	41.56	211.20	0.01	
36.00	1180.39	46.99	238.74	0.00	
37.00	1300.86	51.81	263.33	0.00	
38.00	1376.97	54.85	278.90	0.00	
39.00	1385.90	55.17	280.35	0.00	
40.00	1426.23	56.78	288.54	0.00	
41.00	1531.17	60.95	309.74	0.00	
42.00	1656.02	65.93	335.09	0.00	
43.00	1709.46	68.06	345.93	0.00	
44.00	1754.49	69.85	354.99	0.00	
45.00	1839.93	73.24	372.29	0.00	
46.00	1861.67	74.11	376.70	0.00	
47.00	1835.45	73.07	371.37	0.00	
48.00	1818.84	72.41	367.98	0.00	
49.00	1835.54	73.09	371.38	0.00	
50.00	1862.50	74.15	376.86	0.00	
51.00	1866.07	74.28	377.56	0.00	
52.00	1881.93	74.93	380.75	0.00	
53.00	1893.87	75.41	383.19	0.00	
54.00	1925.68	76.68	389.65	0.00	
55.00	1949.29	77.60	394.42	0.00	
56.00	1948.19	77.56	394.13	0.00	
57.00	1955.37	77.83	395.63	0.00	
58.00	1940.98	77.30	392.75	0.00	
59.00	1889.69	75.23	382.36	0.00	
60.00	1811.55	72.12	366.58	0.00	
61.00	1760.96	70.11	356.29	0.00	
62.00	1762.06	70.16	356.56	0.00	
63.00	1797.80	71.56	363.71	0.00	
64.00	1807.28	71.93	365.64	0.00	
65.00	1780.13	70.85	360.09	0.00	
66.00	1732.12	68.96	350.32	0.00	
67.00	1656.11	65.93	335.10	0.00	
68.00	1562.08	62.19	316.09	0.00	
69.00	1474.50	58.71	298.41	0.00	
70.00	1400.37	55.77	283.42	0.00	
71.00	1288.09	51.31	260.94	0.00	
72.00	1151.11	45.84	232.97	0.00	
73.00	1025.33	40.84	207.54	0.00	
74.00	875.41	34.84	177.06	0.00	
75.00	719.03	28.61	145.30	0.00	
76.00	622.92	24.82	126.10	0.00	
77.00	580.25	23.12	117.47	0.00	
78.00	565.39	22.54	114.51	0.01	
79.00	510.81	20.37	103.42	0.03	
80.00	352.50	14.08	71.41	0.36	
81.00	178.37	7.12	36.09	2.40	
82.00	79.68	3.20	15.97	6.62	
83.00	25.91	1.11	5.30	9.39	
84.00	2.56	0.12	0.50	12.61	
85.00	0.37	0.06	0.09	16.93	
86.00	0.00	0.00	0.00	19.50	
87.00	0.00	0.00	0.00	24.82	
88.00	0.12	0.01	0.02	28.59	
89.00	0.00	0.00	0.00	47.90	
90.00	3.76	0.16	0.68	59.78	
91.00	61.79	2.49	12.38	86.08	
92.00	189.28	7.55	38.32	75.50	
93.00	452.95	18.03	91.67	52.49	
94.00	725.29	28.90	146.91	21.12	
95.00	965.63	38.43	195.49	0.01	
96.00	1147.84	45.70	232.23	0.00	
97.00	1257.40	50.07	254.52	0.00	
98.00	1355.92	53.97	274.35	0.00	
99.00	1403.73	55.92	284.40	0.00	
100.00	1400.90	55.79	283.65	0.00	
