gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	322.12	12.86	65.26	0.01	
2.00	321.63	12.84	65.16	0.01	
3.00	315.61	12.60	63.98	0.01	
4.00	308.92	12.32	62.61	0.01	
5.00	301.42	12.03	61.09	0.01	
6.00	290.91	11.63	59.02	0.01	
7.00	278.63	11.14	56.53	0.01	
8.00	265.79	10.63	53.91	0.01	
9.00	251.55	10.03	50.98	0.01	
10.00	234.53	9.36	47.57	0.01	
11.00	214.83	8.56	43.51	0.02	
12.00	193.13	7.74	39.05	0.05	
13.00	171.52	6.87	34.72	0.85	
14.00	151.69	6.07	30.68	3.16	
15.00	133.97	5.35	27.16	7.90	
16.00	119.04	4.76	24.15	11.89	
17.00	104.98	4.21	21.34	14.03	
18.00	89.41	3.59	18.18	14.71	
19.00	76.82	3.10	15.62	14.63	
20.00	68.55	2.77	13.98	14.08	
21.00	62.62	2.52	12.75	13.05	
22.00	62.22	2.50	12.65	10.31	
23.00	69.04	2.80	14.03	5.25	
24.00	82.40	3.35	16.70	0.70	
25.00	106.13	4.26	21.58	0.03	
26.00	135.58	5.48	27.56	0.02	
27.00	167.56	6.75	34.04	0.02	
28.00	201.76	8.08	40.94	0.01	
29.00	237.99	9.51	48.27	0.01	
30.00	277.23	11.08	56.15	0.01	
31.00	318.58	12.71	64.53	0.01	
32.00	360.18	14.35	72.95	0.00	
33.00	399.69	15.93	80.96	0.00	
34.00	439.70	17.53	89.09	0.00	
35.00	482.28	19.22	97.69	0.00	
36.00	523.54	20.86	106.04	0.00	
37.00	563.04	22.43	114.02	0.00	
38.00	600.91	23.93	121.65	0.00	
39.00	637.74	25.40	129.08	0.00	
40.00	674.32	26.85	136.50	0.00	
41.00	709.55	28.24	143.52	0.00	
42.00	745.71	29.68	150.84	0.00	
43.00	782.87	31.18	158.47	0.00	
44.00	815.10	32.45	164.88	0.00	
45.00	840.20	33.46	170.10	0.00	
46.00	862.27	34.34	174.57	0.00	
47.00	884.29	35.20	178.99	0.00	
48.00	899.96	35.82	182.03	0.00	
49.00	905.57	36.06	183.30	0.00	
50.00	903.35	35.95	182.63	0.00	
51.00	894.48	35.61	180.99	0.00	
52.00	882.77	35.15	178.68	0.00	
53.00	871.44	34.69	176.32	0.00	
54.00	860.17	34.24	174.02	0.00	
55.00	845.74	33.67	171.07	0.00	
56.00	827.06	32.94	167.43	0.00	
57.00	807.74	32.16	163.50	0.00	
58.00	788.61	31.41	159.67	0.00	
59.00	766.63	30.52	155.13	0.00	
60.00	740.83	29.50	149.97	0.00	
61.00	713.58	28.42	144.45	0.00	
62.00	682.05	27.16	138.06	0.00	
63.00	643.87	25.65	130.37	0.00	
64.00	604.38	24.07	122.37	0.00	
65.00	564.77	22.50	114.38	0.00	
66.00	522.84	20.84	105.90	0.00	
67.00	479.47	19.11	97.09	0.01	
68.00	434.20	17.30	88.00	0.01	
69.00	386.53	15.41	78.33	0.02	
70.00	338.22	13.49	68.42	0.30	
71.00	292.68	11.69	59.32	2.61	
72.00	247.46	9.88	50.16	5.09	
73.00	201.25	8.05	40.83	7.17	
74.00	158.41	6.35	32.14	8.67	
75.00	122.34	4.92	24.84	9.77	
76.00	92.17	3.72	18.78	10.81	
77.00	67.97	2.76	13.82	12.40	
78.00	49.56	2.01	10.02	15.49	
79.00	35.46	1.42	7.12	19.18	
80.00	25.86	1.08	5.26	23.54	
81.00	21.86	0.92	4.48	28.47	
82.00	21.98	0.91	4.50	31.50	
83.00	24.00	0.99	4.91	34.38	
84.00	26.63	1.09	5.44	38.92	
85.00	29.75	1.21	6.07	44.10	
86.00	33.32	1.35	6.79	47.36	
87.00	38.44	1.55	7.81	46.73	
88.00	45.56	1.83	9.24	43.86	
89.00	51.89	2.08	10.51	39.73	
90.00	59.41	2.39	11.99	35.25	
91.00	71.41	2.84	14.48	29.92	
92.00	86.84	3.49	17.65	24.17	
93.00	106.88	4.30	21.72	21.64	
94.00	127.22	5.13	25.87	18.85	
95.00	142.55	5.73	28.94	14.82	
96.00	151.06	6.07	30.69	10.55	
97.00	157.43	6.32	31.98	6.49	
98.00	166.62	6.68	33.78	2.96	
99.00	177.69	7.11	35.99	1.50	
100.00	187.11	7.49	37.91	0.79	
